 	ora	che	loro	non	vengono	più	</S>
à	9.6019e-06	1.4595451e-05	8.3492836e-05	0.00016626623	0.0004919728	0.08217979	0.91705424
r	0.95898193	0.0409892	4.488748e-06	1.5946003e-05	2.2548918e-06	6.1746546e-06	1.4430914e-07
t	0.041149057	0.19753282	0.0013114361	0.20070015	0.50051713	0.046085685	0.012703755
e	0.94957507	0.038108032	0.011732699	0.0005525155	2.7675296e-05	3.8514013e-06	2.1842095e-07
k	0.5443609	0.2868509	0.005136951	0.11730346	0.04610457	0.0001419103	0.000101305726
a	0.01639926	0.08999848	0.12623401	0.54847884	0.17167234	0.0454752	0.0017418166
c	0.6179617	0.25053465	0.022577576	0.08349072	0.025239093	0.000120607954	7.5685e-05
ì	0.012889492	0.04792244	0.04562411	0.6083058	0.19564487	0.088843234	0.000769999
n	0.79432154	0.1449807	0.00093663094	0.03543025	0.023070462	0.00085444364	0.00040591587
i	3.3330456e-05	0.003361677	0.0007395781	0.33085433	0.4896266	0.17409526	0.0012892298
e	0.0404009	0.14723496	0.016053993	0.43791804	0.3546196	0.0025798727	0.0011926065
n	0.023972481	0.6032538	0.0066667525	0.2675131	0.07822591	0.017176302	0.0031916976
è	0.0013402989	0.01682469	0.055446427	0.40616745	0.30232084	0.20569515	0.012205114
r	0.041006926	0.25649235	0.027314782	0.3811346	0.17719647	0.11472316	0.0021317138
k	0.0056963335	0.029365994	0.02866648	0.35884106	0.21728683	0.3565402	0.0036031592
o	0.0024390614	0.007058284	0.95369256	0.033930108	0.0018829387	0.000987857	9.251798e-06
t	0.0010460683	0.015258986	0.00064337027	0.10786422	0.6761887	0.10892275	0.090075895
t	0.0035397087	0.022699561	0.005710014	0.22878633	0.3966536	0.3359787	0.006632025
e	0.0040833605	0.0204527	0.776591	0.12689282	0.025027959	0.046821076	0.00013104553
p	0.00023135175	0.00726112	0.00030938923	0.063136294	0.59714055	0.19535586	0.13656545
l	0.00070595683	0.01131628	0.0013163376	0.14831689	0.2753328	0.5601105	0.0029012433
è	0.0060344506	0.047554888	0.50221294	0.22141573	0.09332914	0.12778315	0.0016697133
o	0.0005140285	0.0011469837	5.1554816e-05	0.0069129765	0.16365154	0.5523566	0.2753663
</S>	0.00023707669	0.0019266434	5.9376947e-05	0.0040870677	0.006754855	0.7241763	0.2627587
