 	sta	seduta	nel	giardino	</S>
s	7.800758e-06	4.1438463e-05	0.0004958629	0.033661507	0.9657934
t	0.07829262	0.7943274	0.09690427	0.030369984	0.000105777115
è	0.78251415	0.18566817	0.031273592	0.0005290649	1.4982775e-05
i	0.09401705	0.8747489	0.030849474	0.00017455718	0.00021011927
k	0.00027642018	0.31336296	0.6852485	0.0010363469	7.575683e-05
a	0.003912503	0.27244765	0.23249738	0.48513117	0.0060112984
s	0.069813326	0.8172477	0.10978403	0.0028586604	0.00029626748
i	0.001068801	0.11068176	0.12525845	0.75793797	0.005053025
m	0.00869138	0.83584905	0.15053916	0.0043241824	0.0005961805
m	0.003143446	0.1480717	0.12433548	0.71679693	0.007652344
è	0.5071966	0.13186094	0.33456928	0.026351772	2.1484695e-05
n	0.0033314624	0.82725596	0.110869646	0.04077348	0.017769469
i	5.6077708e-05	0.088586204	0.29421723	0.6104543	0.0066861836
s	0.00096266344	0.45618972	0.11196801	0.21270421	0.2181753
t	0.00023363985	0.17897762	0.13181172	0.678366	0.010610999
o	0.017982436	0.096970744	0.42800394	0.4551015	0.0019413366
n	0.00011060477	0.14263824	0.057574313	0.27022225	0.5294546
g	0.00015620448	0.09634706	0.07134658	0.818238	0.013912127
h	0.0038160014	0.03809927	0.19935119	0.74054813	0.018185344
i	0.015858319	0.05694441	0.3588555	0.56790364	0.00043812575
a	6.255672e-06	0.010919418	0.007911483	0.103202075	0.8779608
r	3.4470115e-06	0.025518464	0.78320795	0.061478358	0.12979184
d	6.450991e-05	0.014188279	0.015203623	0.7499035	0.22064012
ì	0.0035623661	0.01555476	0.08611	0.76074225	0.13403066
n	7.5632724e-06	0.01648553	0.021578157	0.44167984	0.5202489
o	1.7386583e-05	0.0060899016	0.008062025	0.8808543	0.104976445
</S>	7.5693784e-08	0.0002739835	0.0007675056	0.057027746	0.9419307
