 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.00015394812	0.0005971642	0.00020918362	0.00091563654	0.0015524769	0.0024979324	0.0036660056	0.0072783846	0.18471494	0.79841423
t	0.10158851	0.7595423	0.13751152	0.0009052641	0.00041514845	2.37968e-05	1.277611e-05	7.318844e-07	9.796937e-09	2.3028337e-09
e	0.0027092264	0.9593828	0.019716669	0.007713504	0.009158756	0.0009112844	0.0003878932	1.8514369e-05	1.305329e-06	1.6142689e-08
l	0.012729759	0.60402894	0.21450897	0.15740538	0.0101821115	0.0008794693	0.00026153403	3.785661e-06	3.0592496e-08	1.00354045e-08
ì	0.0013636756	0.24139214	0.07937972	0.27930686	0.28165272	0.08925796	0.025129085	0.0023003349	0.00020408748	1.3466756e-05
s	0.0025018381	0.8427965	0.07417589	0.07419623	0.0060452754	0.0001779785	0.0001048553	1.4135817e-06	1.00013885e-07	4.1671178e-09
i	0.0023135757	0.0779635	0.07763556	0.23928764	0.30831426	0.19689178	0.075949386	0.01756143	0.0040317858	5.1087765e-05
n	0.0020227272	0.4421284	0.23792835	0.28297323	0.028605156	0.004681342	0.0016121406	4.7910307e-05	5.2880114e-07	2.894357e-07
a	5.6183984e-05	0.034755442	0.013770494	0.2908861	0.3189906	0.2423376	0.07792712	0.01852738	0.0027148467	3.4242246e-05
m	0.00059466506	0.47724825	0.12762797	0.33389407	0.048754163	0.007949788	0.0037726483	0.00015520964	2.369042e-06	7.9003354e-07
ì	0.0037642652	0.10413954	0.028454747	0.20594494	0.17806603	0.26203257	0.08454849	0.046630125	0.084635615	0.0017837723
n	2.0701089e-05	0.29761836	0.019852752	0.5671085	0.10047638	0.005634661	0.009089447	0.0001889172	1.006487e-05	1.9160922e-07
i	5.1517322e-06	0.0035098158	0.008762453	0.053137712	0.22520845	0.3912314	0.17107157	0.09128247	0.05548497	0.00030595367
p	7.495939e-05	0.1356028	0.14340292	0.35301092	0.22386181	0.07862771	0.061831184	0.0035289514	3.7942275e-05	2.0821288e-05
à	6.9791017e-06	0.008580927	0.012044366	0.07765397	0.31909192	0.25248748	0.2204988	0.055065326	0.0543275	0.00024275728
n	4.674439e-07	0.16446279	0.019181276	0.46594635	0.31030032	0.011642971	0.027801575	0.0006174313	4.5182383e-05	1.7469212e-06
t	6.916244e-07	0.0017039551	0.0029004028	0.023191443	0.1725194	0.28471103	0.22306173	0.16164881	0.13013905	0.00012342609
a	0.0009825829	0.012528912	0.01027166	0.32286862	0.1400779	0.20314151	0.1371663	0.06011051	0.11198839	0.00086357526
l	4.094985e-05	0.09845582	0.0833349	0.1946158	0.32109126	0.1405036	0.14458562	0.016373364	0.00040856792	0.0005901721
e	0.0001761858	0.037904438	0.014695136	0.12938659	0.23626515	0.2765158	0.16529348	0.08767435	0.050195497	0.0018933576
t	4.6689092e-06	0.06719429	0.015783222	0.26208463	0.3474187	0.115947515	0.17523305	0.015898108	0.00028844475	0.00014733046
t	0.00029083627	0.04184202	0.011081272	0.11012945	0.18590541	0.28121603	0.15089059	0.10638422	0.10793037	0.004329774
ò	0.0010776207	0.016453339	0.0074073994	0.22347824	0.14498387	0.19215909	0.18194193	0.09752638	0.13459423	0.00037794435
m	1.2999521e-05	0.20855713	0.00958366	0.26190802	0.31684074	0.069393754	0.115770526	0.014518973	0.0010096827	0.0024044989
i	0.0022479557	0.17557056	0.04286794	0.18851103	0.16897826	0.20806536	0.09126549	0.072109215	0.046496287	0.0038878808
f	4.6873733e-06	0.026869362	0.0075269477	0.11256271	0.3431327	0.15769878	0.29767314	0.050161254	0.0020648434	0.0023055477
à	0.00022954406	0.04715669	0.011472022	0.09157182	0.15637082	0.23030025	0.17960261	0.17524913	0.103577405	0.0044697523
i	8.2992267e-07	0.04011708	0.0028993224	0.15657194	0.4419447	0.046614226	0.27812907	0.02161314	0.010378438	0.0017311194
t	1.5007979e-06	0.07133313	0.017584099	0.0314092	0.4766396	0.040485743	0.22981095	0.020222947	0.055747427	0.056765415
o	0.00016995848	0.0073508243	0.0027983803	0.02643695	0.053348623	0.14418146	0.07569652	0.08009615	0.5991798	0.010741374
v	1.92197e-06	0.00873894	0.0018834725	0.0643155	0.27287608	0.13686648	0.3762068	0.07261454	0.015299204	0.05119704
r	8.58003e-07	0.045705497	0.032873344	0.12870434	0.3686824	0.12346546	0.15571073	0.052655343	0.09050474	0.0016972746
à	0.00027405916	0.004144835	0.002329165	0.057442553	0.07305666	0.14719759	0.12603633	0.11698606	0.46483967	0.007693077
i	8.468213e-06	0.12923019	0.005124008	0.16066384	0.3617499	0.042000454	0.10282299	0.012611341	0.010002399	0.17578638
</S>	1.2297072e-06	0.025110347	0.006513852	0.0121567175	0.20842288	0.020555578	0.14217179	0.016738491	0.30314624	0.26518285
