 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.00011871954	6.593511e-05	0.000103570754	0.00010161014	0.0015697253	0.028289987	0.01182522	0.01482447	0.9431008
e	0.25575176	0.5527995	0.14862598	0.04277152	9.49677e-06	5.1974475e-06	1.2355119e-05	2.3712499e-05	4.706448e-07
t	0.1833314	0.24405369	0.49978212	0.07280023	1.1316072e-05	1.7435974e-06	8.9016585e-06	1.0650782e-05	5.3608993e-08
i	0.0017445158	0.046007987	0.55531514	0.3964463	1.403727e-05	6.8648383e-06	0.0002490466	0.00021233529	3.746509e-06
p	0.13446012	0.45250946	0.37549895	0.037235565	0.00013638003	9.345057e-05	2.7396789e-05	3.7515063e-05	1.2044085e-06
à	0.0011288386	0.009712677	0.35972673	0.59408945	0.0011980712	0.0054187975	0.014906235	0.013490583	0.00032861135
s	0.16439886	0.19538932	0.3519108	0.28776807	0.00016599656	8.243623e-05	5.034859e-05	0.00023184142	2.3280418e-06
t	0.0049105277	0.044844247	0.43091533	0.32293433	0.014890081	0.107380085	0.043433167	0.030218672	0.00047364377
a	0.005051313	0.044513807	0.0018223682	0.0019423241	0.44530982	0.50109565	0.00011448991	0.00011814415	3.209239e-05
ì	0.0019493364	0.031320088	0.6920825	0.25879294	7.632914e-05	0.000117178446	0.006688468	0.0088105425	0.0001625545
t	5.6285848e-05	0.0049447967	0.095366776	0.89289874	3.7564823e-05	1.1395319e-05	0.0004248045	0.0062476047	1.2056718e-05
e	0.004073582	0.045992862	0.06366056	0.03285445	0.0487039	0.64599305	0.11762904	0.038353458	0.0027391464
l	0.0042961016	0.24853003	0.32296306	0.31159928	0.013422201	0.042265877	0.04624748	0.009212065	0.0014638945
e	0.0028899116	0.045581844	0.16886264	0.05981458	0.035672393	0.37163332	0.21242261	0.086915985	0.016206723
à	0.0023461326	0.14507315	0.25772512	0.26255777	0.016588213	0.055171993	0.2213456	0.033428036	0.005764046
l	0.00027053905	0.0065833093	0.15223797	0.79529697	0.0012007474	0.0016475784	0.008790132	0.033577997	0.0003948084
a	0.0031942516	0.03445074	0.05607025	0.038289607	0.045565143	0.6522099	0.11980192	0.048215088	0.0022031686
t	0.00034231428	0.015485894	0.048007824	0.07369154	0.008969259	0.04277118	0.5955519	0.16196801	0.053212028
o	0.0021380729	0.02783542	0.21856952	0.060649313	0.009348093	0.22702938	0.28849167	0.15310532	0.012833258
n	0.00013114818	0.003443506	0.018821923	0.02877584	0.0037360871	0.023728559	0.7092858	0.152221	0.05985612
ì	5.74469e-05	0.00063116883	0.007984693	0.0023529935	0.0005727566	0.014711667	0.5174126	0.42226037	0.03401629
c	8.9321155e-05	0.0003467938	0.017190212	0.028000727	0.00042239894	0.0024740442	0.34452537	0.58042514	0.026525958
h	0.0010377718	0.009742416	0.3311689	0.22901015	0.00023093607	0.0022216733	0.046411365	0.37853184	0.0016448562
a	0.00047421933	0.0018306574	0.00065763283	0.0015019494	0.15706062	0.79644835	0.033069592	0.007899624	0.0010574994
v	1.0660386e-06	2.4661611e-05	0.0002610631	0.0006359634	7.529685e-06	2.2095417e-05	0.040594473	0.20189455	0.7565586
à	1.22286465e-05	0.0009278114	0.13217568	0.07069088	0.00015343375	0.004241695	0.17958483	0.60293204	0.009281385
l	6.9296243e-06	9.648083e-06	0.00041653097	0.00061298587	1.3455801e-05	2.18499e-05	0.060775235	0.9058339	0.032309424
o	0.0002485042	0.0025976351	0.020905267	0.009937746	0.0013914088	0.04545016	0.28712183	0.59852856	0.033818915
n	1.2900757e-06	1.01399955e-05	0.00014926956	0.00020456892	4.1129657e-05	0.00027049673	0.111555174	0.20869993	0.679068
t	8.142886e-06	7.745298e-05	0.0015588732	0.00056948577	8.910992e-05	0.003388501	0.29013643	0.5968937	0.107278235
a	0.00040688456	0.0014359785	0.0006082751	0.0013105242	0.1269649	0.7358365	0.10048301	0.027468221	0.0054858327
</S>	2.4119316e-07	3.8723624e-06	2.8328499e-05	6.1205494e-05	1.0416515e-05	3.7448473e-05	0.034099746	0.09234676	0.87341195
