 	i	bambini	non	si	vestono	da	soli	</S>
t	2.822088e-06	4.9324164e-05	0.0001465892	7.456454e-05	0.0006830766	0.002089132	0.035121188	0.9618334
a	0.0020087918	0.0028348963	0.62564707	0.35336185	0.0037734455	0.0062251105	0.0054727867	0.00067599333
p	0.0006863119	0.0021905252	0.115615785	0.6912704	0.1718545	0.01814542	0.00016767067	6.937549e-05
e	1.9232318e-07	3.0575382e-05	0.3666914	0.5984566	0.02345743	0.011209558	0.00015115723	3.0945632e-06
t	4.4982166e-06	5.370115e-05	0.12733757	0.8403571	0.027942106	0.004170749	0.00010228622	3.190816e-05
ì	9.352612e-05	0.0034537346	0.67686784	0.22557172	0.028479079	0.02446666	0.037587255	0.0034801853
a	0.0001642218	0.0047919056	0.22310428	0.47789177	0.28225827	0.011487387	0.00022982793	7.236727e-05
e	5.4042677e-09	1.4017938e-06	0.3057356	0.68874896	0.0013889266	0.0040365006	8.4115534e-05	4.5391103e-06
n	1.6967098e-07	1.53862e-05	0.5297713	0.46180934	0.0049351114	0.0033374329	0.000118430864	1.2785728e-05
i	0.00023441207	0.012847578	0.34920955	0.13316368	0.12248803	0.05266718	0.31775096	0.011638642
n	1.2611156e-05	0.0009841438	0.03129015	0.14307919	0.8078522	0.016451744	0.00018351636	0.00014645411
d	7.2984535e-06	0.00048697443	0.052277923	0.051462226	0.07307843	0.07372102	0.73849404	0.010472081
ì	0.0013137212	0.22093561	0.23936728	0.054765772	0.40612414	0.048617333	0.028513575	0.00036252444
n	2.0640444e-05	0.0005412301	0.0046892148	0.08215795	0.5056893	0.33586696	0.016836854	0.054197855
n	1.3335146e-07	1.3989008e-05	0.007634503	0.020487046	0.008606203	0.07265616	0.887919	0.002682975
o	0.0019891546	0.13801658	0.2130759	0.10060262	0.31465062	0.083862945	0.14545183	0.0023503397
t	1.7938963e-05	0.0003446193	0.013523818	0.13245112	0.47495803	0.29255012	0.01775419	0.068400115
t	9.269592e-05	0.00033527907	0.021510825	0.066167206	0.19984958	0.46739483	0.24167852	0.002971146
e	0.0030819108	0.14584611	0.10987561	0.03792683	0.5751451	0.113683574	0.014379183	6.172254e-05
m	1.0191373e-05	0.00031195613	0.017905014	0.10622577	0.40577108	0.33620617	0.02941196	0.104157776
a	0.0003017946	0.0006914132	0.017160565	0.046383046	0.2804334	0.42278323	0.22806205	0.0041845343
n	2.0788266e-06	0.0001430364	0.013711723	0.057662867	0.45814297	0.35428926	0.03993767	0.07611041
e	4.7693696e-08	1.5928517e-06	0.0007355178	0.0028903992	0.01686731	0.05979245	0.9072777	0.012434897
c	2.7447933e-07	2.4667415e-05	0.009756031	0.042945787	0.27485183	0.43367627	0.073864765	0.16488037
h	1.0964483e-06	1.9718489e-05	0.003696776	0.010031061	0.009264085	0.16243719	0.79823875	0.01631133
à	0.0030781778	0.12359647	0.3340448	0.100171596	0.1754994	0.12400025	0.12900135	0.010607926
t	1.6608936e-07	9.286981e-06	0.00026852853	0.002059032	0.019001562	0.12457162	0.06750987	0.7865799
u	4.2915886e-05	0.00014801187	0.0060918396	0.02024335	0.052241333	0.13250458	0.76951474	0.019213216
</S>	3.230429e-08	2.3573837e-06	0.0009044752	0.0035774666	0.026549637	0.07194119	0.084523484	0.8125014
