 	il	lenzuolo	vuole	lavato	</S>
o	2.2912042e-07	9.871094e-07	1.1805187e-06	0.0029281764	0.9970694
p	5.4878536e-05	0.6804286	0.31906077	7.958901e-05	0.00037615234
l	0.00038772507	0.556266	0.44306612	9.5570016e-05	0.00018461121
a	0.033787888	0.17894138	0.58609205	0.20077041	0.00040831947
ù	0.0011609084	0.7123746	0.28439477	0.00019732553	0.0018723224
n	8.086662e-08	0.42056268	0.5793954	2.3655643e-06	3.94445e-05
a	0.0017570038	0.062006142	0.054215435	0.8780129	0.004008527
t	0.007648621	0.5890842	0.35416734	0.021281678	0.027818074
è	0.002390335	0.07668007	0.0443327	0.87192273	0.00467413
l	9.0877365e-05	0.36891347	0.51330835	0.012688024	0.104999244
i	0.0028904015	0.29238483	0.23704232	0.46301568	0.0046667564
p	0.00012755296	0.12879348	0.41726384	0.022398842	0.43141627
l	0.0004665943	0.3621533	0.32305178	0.29563642	0.018691909
i	0.0019583886	0.0006387573	0.0013839103	0.99577904	0.00023990983
m	1.0276445e-05	0.024314627	0.08007442	0.002402582	0.8931981
è	0.006218471	0.118250936	0.04188609	0.8208116	0.012832828
n	3.0122024e-08	0.036856864	0.22553809	0.0029332035	0.73467183
o	0.000101130434	0.032711033	0.03079609	0.74984026	0.18655142
</S>	8.749901e-09	0.0012848314	0.008124939	0.0013554046	0.98923475
