 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	1.828439e-05	2.3846475e-05	7.370331e-05	0.00011351429	0.00011067724	0.00021185631	0.001253692	0.13619643	0.861998
a	0.591644	0.04983612	0.097279206	0.16056795	0.06433695	0.033616453	0.001592862	0.0007280666	0.0003984529
ì	0.5573796	0.0045483666	0.16714925	0.19385712	0.07364237	0.0034166358	1.2933066e-06	1.991385e-06	3.3192932e-06
s	0.29995707	0.0003800755	0.14020683	0.06720588	0.45565784	0.03653719	4.5074838e-05	9.449911e-06	6.964629e-07
s	0.0013737327	0.0001769698	0.107718736	0.5506782	0.1479399	0.18022951	0.0005159728	0.0036212436	0.0077457475
e	0.015311964	0.9468697	0.03064518	0.0043510557	0.0022261986	3.5039557e-05	0.0005598395	5.554263e-07	5.8211117e-07
r	0.087342374	0.033559322	0.21071596	0.4793246	0.17568423	0.013251259	4.9164973e-05	4.4343044e-05	2.8780229e-05
e	0.003084346	0.010361108	0.18482064	0.46649006	0.19194037	0.10529347	0.015676066	0.018477667	0.003856304
k	0.044691857	0.046686735	0.21947016	0.47008166	0.19886295	0.0199704	9.444718e-05	0.00010338586	3.8446204e-05
a	0.02835045	0.02981243	0.25498572	0.3127901	0.1112848	0.08201464	0.10216714	0.06812968	0.010465028
e	0.01517496	0.021036543	0.25102845	0.3405269	0.31832236	0.053328715	0.00023427438	0.00028766462	6.0040707e-05
s	0.0063361963	0.0006529618	0.2651574	0.09155008	0.38256806	0.25159222	0.0011782896	0.00091225083	5.2527357e-05
ò	0.011615343	0.024951894	0.19055486	0.30060768	0.097016566	0.089302234	0.105552204	0.16129239	0.01910681
z	0.00039693175	0.00039497574	0.117844224	0.10016171	0.66370404	0.11031247	0.00040431684	0.0067319185	4.9368788e-05
i	0.009306378	0.016607542	0.14102052	0.25969425	0.09279035	0.07673818	0.18512948	0.21281548	0.00589784
k	0.000386395	0.0016235089	0.07010951	0.18638296	0.43023366	0.2892441	0.0004680176	0.018572476	0.0029794166
à	0.022559743	0.008195414	0.13712339	0.21430518	0.10007795	0.10404177	0.08740782	0.31270826	0.013580448
i	7.583108e-05	3.1553987e-05	0.016933477	0.018574053	0.4208509	0.26027563	0.00074124656	0.2800249	0.002492413
o	1.6881513e-05	9.259216e-07	0.01813318	0.021385636	0.34154913	0.5500002	0.00010840297	0.044235565	0.024570132
b	0.00023355901	4.0569947e-05	0.0465873	0.019067641	0.32219914	0.40995947	0.0020833372	0.1826447	0.017184353
à	0.0002678259	0.0003606945	0.00713073	0.017423842	0.02203641	0.027736286	0.07368294	0.84254193	0.008819361
g	5.674192e-06	1.5858388e-06	0.002021714	0.0026040804	0.058772996	0.042064037	8.5427055e-05	0.8881654	0.006279093
n	0.016837295	0.0010887496	0.023097627	0.097221635	0.035478983	0.049885303	0.00317531	0.7607301	0.01248507
o	0.00036852603	0.08224908	0.031719342	0.053603508	0.032359608	0.030179678	0.5569868	0.1965805	0.015953
</S>	2.1250294e-06	3.7850677e-06	0.00047992796	0.0026437028	0.0058478904	0.017685307	1.3647618e-05	0.12419688	0.84912676
