 	il	ladro	è	entrato	da	qui	</S>
o	2.0442137e-06	5.186785e-06	4.379446e-05	0.00021516996	0.0002129408	0.0049060336	0.9946148
l	4.3950213e-06	0.99344593	0.005671534	0.00081498106	4.637667e-05	1.606717e-05	5.3591816e-07
à	0.00074597896	0.40730065	0.11734028	0.4193958	0.05239911	0.0027754281	4.2794585e-05
d	7.522866e-05	0.6554468	0.28798586	0.05026796	0.006105047	0.00011539775	3.6177448e-06
r	5.5520264e-05	0.09060212	0.09888081	0.74355084	0.06313188	0.003775596	3.20337e-06
o	0.0036043697	0.87639457	0.11590688	0.0025890686	0.001061137	0.00026792337	0.00017600831
i	1.6782027e-05	0.629129	0.15474033	0.1242539	0.08224563	0.009119138	0.00049524906
m	5.6332677e-08	0.12271548	0.07071425	0.79771584	0.00862784	0.00020783488	1.8668767e-05
b	0.0012991814	0.048735246	0.30991322	0.07454961	0.22863731	0.33233997	0.0045254733
ì	0.072092675	0.14794585	0.7212943	0.0005976544	0.035807952	0.021659836	0.00060176366
k	2.7992495e-05	0.008592958	0.11338664	0.23557933	0.4474545	0.15327978	0.041678857
e	0.0008534981	0.11086329	0.4218111	0.09780404	0.30777034	0.05779294	0.0031047543
a	0.00024805518	0.008573139	0.061510403	0.15733244	0.42821833	0.262441	0.081676565
p	5.1518207e-08	0.0029220588	0.020504808	0.94716346	0.019292101	0.005816553	0.004300891
ò	4.1315318e-05	0.004915823	0.0972262	0.1377593	0.1923264	0.5503545	0.017376425
t	2.8533401e-08	0.0002974989	0.021484068	0.4941576	0.089895085	0.36121637	0.032949384
t	0.0001795311	0.020797113	0.112248465	0.1017598	0.20648882	0.5488627	0.00966359
u	0.01752847	0.038352575	0.42642266	0.009543169	0.18943028	0.31367502	0.005047776
</S>	2.6374855e-07	1.2254457e-05	0.0008720486	0.05206625	0.03271003	0.15054566	0.76379347
