 	è	che	stanno	ancora	svegli	</S>
è	4.2361758e-06	4.641609e-06	3.3631593e-05	0.0003003317	0.039473683	0.96018344
n	0.2771273	0.69219136	0.02941151	0.0012696178	1.2004402e-07	1.5596099e-07
a	0.03842583	0.424921	0.24224758	0.17976509	0.040045805	0.074594565
s	0.08844735	0.30418253	0.5858699	0.021452498	7.685065e-06	4.006866e-05
t	0.008564542	0.13818096	0.4041308	0.42807057	0.019130565	0.0019226414
a	0.09744287	0.7409526	0.15779267	0.0036962524	0.00010595653	9.585817e-06
t	0.03476919	0.17091437	0.7445836	0.04899628	0.00025656488	0.00047991637
ù	0.009674356	0.047498293	0.22678652	0.56713104	0.14504388	0.0038658895
n	0.005697986	0.023772933	0.95485395	0.015662957	5.66127e-06	6.374218e-06
e	0.00024247656	0.018454634	0.08689434	0.24803922	0.63851213	0.007857189
a	0.0031255346	0.02612118	0.74889064	0.2186935	0.0010804412	0.0020886455
n	0.002353416	0.049985893	0.42723796	0.51875687	0.00038252812	0.0012833136
k	0.00073481747	0.012966689	0.035689168	0.058651958	0.8558044	0.036153
ò	0.030080836	0.24833287	0.50887877	0.19970214	0.012849394	0.00015593963
r	0.0005540042	0.0027564943	0.8029813	0.17756766	0.0061385785	0.010001845
a	0.004552483	0.02407455	0.28629357	0.5149261	0.16841747	0.0017357861
a	0.00092489726	0.0053809406	0.42657533	0.4941343	0.02147947	0.051505007
t	0.0003098724	0.0027158537	0.21808249	0.75017816	0.0066581494	0.02205548
s	0.00091075257	0.006296239	0.021520684	0.06435069	0.85470814	0.05221346
ù	0.005211905	0.03843504	0.20749032	0.47146976	0.27523363	0.0021593303
n	4.3709446e-05	0.00014232089	0.26109692	0.35040033	0.10820014	0.28011662
n	2.0361986e-05	0.0004402102	0.0050467923	0.023699643	0.9617905	0.009002475
i	0.00077974156	0.007004155	0.05012884	0.22497188	0.69364786	0.02346757
t	3.6215563e-06	2.4927282e-05	0.011801014	0.05435973	0.045139484	0.88867116
i	0.002196102	0.005816591	0.1266655	0.30915588	0.5536834	0.0024825789
</S>	2.3083946e-06	1.1104593e-05	0.010569187	0.13051896	0.12171773	0.7371807
