 	vuole	vuole	mangiato	caldo	</S>
t	1.4696084e-06	3.1128466e-06	0.00015757143	0.0089941155	0.9908438
è	0.4071013	0.51602	0.0747557	0.0013936412	0.00072935724
l	0.57225	0.42727482	0.0003422486	8.274319e-08	0.00013282275
i	0.10218044	0.48202065	0.38159528	0.005022322	0.02918125
t	0.33407116	0.64705825	0.008057416	3.232575e-05	0.0107808225
è	0.012126888	0.036571346	0.92202324	0.027261648	0.0020167695
l	0.45622525	0.4996272	0.03225851	0.00013344448	0.0117556825
i	0.034871615	0.110698074	0.80765885	0.044619005	0.002152468
f	0.06634001	0.6672258	0.1330129	0.00599899	0.12742233
a	0.007123266	0.015085031	0.71737754	0.25284067	0.007573455
m	0.020731384	0.24857418	0.4288428	0.03039975	0.27145177
è	0.01551063	0.0134031465	0.2823174	0.6847035	0.0040653315
n	0.0061026937	0.1739344	0.66276217	0.01260081	0.14459988
o	8.4835665e-05	0.010224024	0.056925867	0.8713055	0.06145974
t	0.00022313127	0.033301834	0.03308957	0.029882561	0.9035029
r	0.009271418	0.02955989	0.20106494	0.75000155	0.010102195
e	0.0030842575	0.0028187502	0.42583054	0.56772995	0.0005364893
m	2.568635e-05	0.0066632316	0.015268778	0.015445476	0.96259683
m	0.008458061	0.0073483232	0.09958598	0.88012356	0.0044841757
ò	0.0115841245	0.0052242335	0.64693654	0.3361109	0.0001442871
</S>	5.8028483e-05	0.002041118	0.023032652	0.021255454	0.95361274
