 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	1.326668e-05	6.3908365e-06	1.1028273e-05	0.0001704931	0.00012939483	0.004459845	0.1444613	0.8507483
g	0.99903524	8.186257e-06	1.7717763e-05	0.00054827146	0.00030492584	8.4330175e-05	6.9254504e-08	1.352775e-06
r	0.10599705	0.0010179341	0.00027143667	0.89156246	0.0005301702	0.00019426213	3.4040182e-05	0.0003926672
a	0.2053247	0.16283776	0.4081107	0.19615625	0.022894649	0.0036026738	7.752028e-05	0.0009957034
t	0.48244742	0.002343923	0.007817385	0.50079477	0.0009872214	9.654074e-05	5.8456888e-05	0.0054543028
s	0.021956375	0.040233802	0.10372362	0.70991355	0.04590556	0.058416806	0.0182318	0.0016185425
a	0.001932824	0.6416179	0.34264815	0.00048801542	0.010257533	0.0030057686	4.185779e-05	7.929411e-06
è	0.19283885	0.012612095	0.017462065	0.76389575	0.004573508	0.0008213075	0.000791797	0.007004575
n	0.21252777	0.00030281174	0.00096602	0.77865785	0.005190097	0.0016364158	5.669163e-05	0.0006622821
a	0.008028335	0.010921804	0.063082255	0.41076386	0.05023019	0.18466507	0.25982958	0.012478874
n	0.008346645	0.01509082	0.011025476	0.9509469	0.0082650585	0.0026865825	0.0011649627	0.002473606
g	0.00027395238	0.00019488628	0.0019220521	0.30893624	0.006017287	0.026546223	0.64359725	0.0125120375
r	0.0003146159	0.010425249	0.016848356	0.14120495	0.21545605	0.60999113	0.0056604166	9.919354e-05
à	0.0020006443	0.13324344	0.11720593	0.11531446	0.3658519	0.26525903	0.0011094348	1.5093923e-05
m	0.013594463	0.00065314304	0.0003014775	0.70481896	0.0014441306	0.0010810717	0.028733488	0.2493733
m	0.0076715657	0.0010491143	0.002841212	0.08388689	0.003995559	0.08352169	0.80852276	0.008511261
a	0.0019080824	0.06214649	0.040725697	0.032156974	0.27253336	0.58810705	0.0024159327	6.3704088e-06
a	0.00015744401	2.1670603e-05	7.639905e-05	0.9495258	0.00079187873	0.00062966795	0.011187282	0.037609987
d	0.0004144961	3.0646457e-05	0.00030750522	0.94296074	0.010171809	0.014023126	0.0049670637	0.02712459
r	0.0002804907	5.9804606e-05	0.00024881304	0.42410085	0.0112101035	0.1797675	0.37800255	0.0063299225
e	0.001642423	0.045706935	0.06530928	0.5075382	0.1630646	0.18224196	0.030358486	0.0041381335
f	4.560998e-05	7.170662e-05	0.00010605386	0.29926482	0.00046512196	0.0005197512	0.051755458	0.64777154
ù	0.0008787221	9.465126e-05	0.00020128032	0.21370114	0.0036250695	0.07412848	0.70471394	0.002656765
m	0.00027000083	4.230689e-06	5.86299e-06	0.4845851	0.003182639	0.03473084	0.3933897	0.083831504
m	0.0011771634	0.0003170049	0.001305388	0.011329684	0.0010105899	0.036024176	0.9439307	0.0049052928
u	0.0009245111	0.009709908	0.010657547	0.01640219	0.099606544	0.8291664	0.033522684	1.0179918e-05
</S>	2.1354672e-06	4.1079167e-07	1.5292981e-06	0.039193142	4.0641142e-05	8.244022e-05	0.042793155	0.9178866
