 	cosa	fa	Anna	il	sabato	mattina	</S>
t	1.0756907e-05	1.4948821e-05	1.900117e-05	1.0213556e-05	0.002449112	0.005791867	0.9917041
i	0.17652065	0.40401855	0.41287798	0.00090144854	5.985442e-05	0.005517678	0.00010384909
k	0.10332959	0.44573	0.45087856	2.0933092e-05	3.248039e-05	7.646305e-06	9.077194e-07
à	0.0039990707	0.03124799	0.9618053	4.713985e-05	0.00017396868	0.0026229	0.00010379202
n	0.07423978	0.852731	0.07216822	6.570148e-05	0.0007369123	5.734795e-05	1.1226459e-06
n	0.00017795525	0.0037550903	0.07825807	0.0016692027	0.0017790681	0.9127808	0.0015798103
i	0.026093302	0.37874347	0.074655935	0.37348336	0.11467375	0.032015126	0.0003350133
e	0.008035846	0.15455805	0.8346314	7.9668345e-05	0.0006994436	0.0018595547	0.00013604538
A	0.003940215	0.051875554	0.9419285	0.0009881068	0.0004936095	0.0007481148	2.586223e-05
n	0.047023103	0.7408123	0.20995326	9.37401e-05	0.00153547	0.00057825644	3.9503066e-06
n	0.0020396744	0.010684644	0.0124196885	0.002923449	0.014414264	0.95473486	0.0027834678
a	0.0033134045	0.04033648	0.0079143755	0.24691445	0.62175834	0.07851113	0.0012518922
o	0.0023629554	0.2277561	0.7083126	0.00052220194	0.019518305	0.037459154	0.00406875
s	0.004726872	0.07349262	0.87141204	0.0036350808	0.02721741	0.01809588	0.0014201147
à	0.0034825003	0.017139131	0.020781707	0.004534623	0.05177964	0.88636154	0.01592087
m	0.0007290583	0.074443385	0.020492341	0.00011303927	0.8299269	0.07285398	0.0014413358
b	0.035204984	0.09536172	0.08164112	0.009855199	0.05546656	0.71030927	0.012161145
a	0.0011664396	0.0028130892	0.0010769506	0.010335861	0.969068	0.015490477	4.9225364e-05
p	0.00011835084	0.026598155	0.46250516	0.00014947186	0.008437167	0.21850885	0.2836828
o	0.00074313756	0.017002681	0.08187261	0.00048347889	0.32688668	0.57227015	0.00074127945
r	0.00019401025	0.02413882	0.083391026	0.0005007426	0.074322455	0.41436544	0.40308753
n	0.0009204485	0.011492683	0.03404744	0.00056637946	0.1299714	0.8160514	0.0069502057
ò	0.00054876384	0.007985598	0.0052340277	0.0459639	0.40890086	0.5122885	0.01907835
</S>	4.9304377e-05	0.0024266997	0.0026601194	9.349294e-06	0.022159895	0.30802387	0.66467077
