 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.00031335626	0.00024223211	0.00026300666	0.00072054175	0.0007610336	0.0028513963	0.0029884172	0.002081992	0.019716201	0.029128794	0.0379747	0.05641785	0.30640975	0.54013073
n	0.87752557	0.09435552	0.016313016	0.011583176	0.00012211337	2.1284533e-05	5.7747333e-05	4.485465e-06	1.51229915e-05	1.4456872e-06	4.2096218e-07	4.149552e-08	1.5827016e-08	8.554694e-09
è	0.0032765272	0.11587922	0.3637967	0.34420726	0.043040372	0.06556505	0.04996996	0.010682285	0.0027017987	0.0004049644	0.00044621553	1.4902446e-05	1.010169e-05	4.6730393e-06
r	0.5294139	0.22481021	0.08590216	0.15856093	0.0010326392	3.544834e-05	0.00019101668	1.651669e-05	3.024318e-05	5.7277657e-06	1.0859903e-06	4.6523212e-08	3.8002728e-08	9.479133e-09
t	0.0053295135	0.111211374	0.1631378	0.2026151	0.060660433	0.15003696	0.13908742	0.06524208	0.04990219	0.025196372	0.021759255	0.0036228993	0.0020894771	0.00010916091
i	0.27244127	0.084506296	0.3730887	0.1289879	0.10479074	0.0086408835	0.02458619	0.0013713089	0.00060960255	0.00064817566	0.00016577345	5.9102647e-05	7.5595744e-05	2.8518261e-05
s	0.0023665528	0.03720798	0.55539775	0.116768494	0.20355138	0.041401837	0.035338815	0.0075655915	0.00017422238	7.260793e-05	0.00014197624	3.510844e-06	5.8808632e-06	3.4358695e-06
e	0.0015834051	0.02830155	0.20482834	0.11598247	0.112794	0.20685223	0.22708331	0.04228077	0.020410111	0.013677072	0.013640534	0.0051592146	0.0060903733	0.0013165543
s	0.0019289317	0.03340961	0.44122836	0.2154335	0.22142938	0.03742434	0.042262312	0.0062990566	0.00027890876	0.00014022889	0.00015594166	1.5733326e-06	4.4581648e-06	3.3678707e-06
e	0.00069400645	0.020280506	0.1334173	0.08497933	0.10320667	0.2528126	0.24084745	0.058206096	0.031635124	0.024489386	0.02600262	0.0092049055	0.011918555	0.0023054988
t	0.0007220679	0.028293284	0.29854625	0.42402852	0.15208632	0.030115718	0.058595035	0.0058357213	0.0009109445	0.00050496374	0.00035040214	1.7287718e-06	4.876497e-06	4.0066134e-06
t	0.0008191047	0.019738901	0.09086599	0.05131496	0.07885966	0.28911155	0.19201012	0.07049734	0.048781995	0.048935294	0.0511625	0.022958357	0.031281453	0.003662811
à	0.030489786	0.022997718	0.078586474	0.3302804	0.23001327	0.047349907	0.20041078	0.010716945	0.019605067	0.024863617	0.004378171	0.00011792304	0.00014574348	4.4218148e-05
a	0.0033131025	0.022089783	0.076881744	0.29767424	0.30305505	0.12274836	0.11431622	0.045508552	0.006048591	0.0033631942	0.0047612274	2.7242728e-05	0.000114792696	9.795544e-05
n	1.1248139e-05	0.019837154	0.019585917	0.41183287	0.0019705645	0.00802604	0.027705505	0.014392464	0.31994116	0.10590095	0.06881108	0.0013927867	0.00030273816	0.00028952345
d	2.4192414e-05	0.0008369938	0.0047259834	0.006356013	0.05201158	0.451945	0.14878485	0.1398679	0.020170186	0.018949868	0.040537536	0.045490295	0.06819927	0.0021004106
e	0.0011027757	0.0035789171	0.021598663	0.15688843	0.110916115	0.12476581	0.31225666	0.041382615	0.08533993	0.10527538	0.03377251	0.001203627	0.0018786847	3.98296e-05
m	9.8671386e-05	0.003262687	0.037848428	0.11081588	0.26978603	0.35023424	0.11404955	0.098731495	0.006500141	0.003025719	0.004929673	5.491785e-05	0.00049292285	0.00016957028
i	0.0023282846	0.031631876	0.10154426	0.057562847	0.08407789	0.21033598	0.12719412	0.0721633	0.06060577	0.07349506	0.10132661	0.02601992	0.04875484	0.0029591576
n	1.6659202e-05	0.0014339263	0.008519289	0.066690125	0.13732047	0.3000356	0.21573564	0.14415827	0.0466562	0.025113696	0.05007351	0.00070317794	0.0026711076	0.0008722354
d	7.138131e-06	0.0003290746	0.002422542	0.0038295342	0.015209979	0.097447015	0.08144689	0.061546925	0.03923018	0.043435816	0.15910952	0.22249076	0.26698688	0.0065077934
è	0.0003580094	0.0011503684	0.0023882901	0.012720231	0.018524937	0.08284869	0.10212327	0.0496476	0.18208513	0.22642046	0.19173622	0.055674892	0.0720644	0.002257555
l	0.0003634498	0.0033094957	0.010367124	0.24434412	0.15791275	0.23756342	0.10331539	0.11746063	0.028967822	0.012140294	0.027116792	0.0013199162	0.03872476	0.01709408
a	0.0002511997	0.0091532795	0.05954361	0.020144468	0.075203806	0.21295281	0.09183134	0.08933578	0.024402367	0.034146644	0.09642381	0.11328913	0.16775574	0.005566048
p	1.0355852e-05	0.00047871162	0.0031659938	0.03715124	0.09152528	0.3308934	0.16591953	0.16854702	0.04941672	0.024514899	0.0639789	0.0049475688	0.036977157	0.022473233
l	5.7699485e-06	0.0019911537	0.014275063	0.035580426	0.013480397	0.02430376	0.032275274	0.0494417	0.06804701	0.09368	0.23884186	0.18408649	0.24224842	0.0017426962
è	0.0005544452	0.0018653675	0.0038441888	0.02519128	0.039871186	0.12389146	0.19356269	0.063567705	0.15584467	0.1935553	0.13657986	0.033989828	0.026482264	0.0011997714
o	0.00014282844	0.0012050306	0.0028243796	0.0834273	0.049703155	0.14585032	0.05108746	0.08296276	0.03496087	0.013034764	0.036398824	0.007701506	0.2712527	0.2194481
k	4.6591135e-06	0.0008543008	0.00065911515	0.023690566	0.00020687749	0.0013886335	0.004618055	0.003504564	0.416789	0.20822515	0.16448262	0.039099094	0.057752207	0.07872515
a	0.00019046332	0.0017977303	0.005242159	0.0039474233	0.01907076	0.13970369	0.06328388	0.054227483	0.050297357	0.07035945	0.1381206	0.20575416	0.23718072	0.0108241895
e	4.5864076e-06	0.00016167226	0.0007624607	0.01100169	0.010243542	0.06362371	0.0709156	0.05270382	0.1343044	0.079111084	0.19668949	0.03011775	0.2146731	0.13568708
m	3.0541974e-06	0.00024971794	0.00026307793	0.0061739953	0.00017636835	0.0012180075	0.0049419426	0.0025442704	0.39783546	0.2931184	0.21551098	0.01580318	0.03222275	0.02993876
è	0.0004386275	0.0037769075	0.012630918	0.0064938455	0.034612495	0.18333039	0.074659176	0.059231464	0.042910054	0.06551381	0.12442371	0.14355117	0.23835021	0.010077143
c	2.9074433e-06	0.00012174683	0.00025652253	0.013282753	0.0006100343	0.0013719331	0.0037432653	0.0037234162	0.14438981	0.09361904	0.14306845	0.029263401	0.4891394	0.07740727
h	0.0002758181	0.018263528	0.035880648	0.05918862	0.04636637	0.04327504	0.02651781	0.08681482	0.031482153	0.04193213	0.10252901	0.20072733	0.30360937	0.0031373068
i	0.00088802853	0.0013168342	0.0020727857	0.0077614905	0.009477193	0.027594687	0.0665917	0.019337583	0.19806236	0.317564	0.25679228	0.04620218	0.045900904	0.00043789885
