 	non	aveva	dove	aveva	per	stare	</S>
e	9.280163e-06	1.0389682e-05	2.0094014e-05	1.4817076e-05	0.00015275784	0.218275	0.78151774
n	0.5645534	0.38587618	0.035859507	0.013674393	3.321295e-05	2.1158215e-07	2.9996484e-06
ì	0.006739222	0.15677135	0.35504505	0.4799798	0.0014188756	6.892037e-06	3.8771133e-05
c	0.084644884	0.42792404	0.31362727	0.17360568	0.00017890029	2.4591834e-06	1.678729e-05
h	0.023676645	0.2007728	0.39615676	0.3733656	0.00523325	0.0005705421	0.00022434667
e	0.011654825	0.21051447	0.3179274	0.4571126	0.0018290547	0.00010456129	0.0008571658
p	0.00036305757	0.04471762	0.41379112	0.53955775	0.001511954	1.522468e-06	5.691549e-05
u	0.0007782336	0.056359228	0.46017775	0.44421673	0.029948633	0.007322625	0.001196816
ì	0.0018533197	0.06119345	0.44499338	0.47924063	0.011786265	9.0401525e-05	0.0008425405
c	0.0054684714	0.12799662	0.30821368	0.5479691	0.0021862166	0.0009205347	0.0072453977
h	0.066314146	0.21558999	0.25084165	0.24670649	0.057968896	0.14806901	0.014509926
e	0.0061736805	0.065211445	0.104095355	0.19283116	0.1188269	0.5043792	0.008482273
n	0.00021438365	0.016256712	0.28324038	0.52576476	0.06770176	0.002053132	0.10476887
a	0.00044301062	0.027067916	0.15956484	0.1566137	0.25384235	0.24680747	0.1556607
s	0.00035190606	0.012339901	0.15989187	0.3792725	0.21763322	0.009320217	0.22119035
t	0.00218558	0.05806552	0.29823923	0.22309494	0.092104286	0.23084988	0.09546053
a	0.0019757163	0.004885531	0.005214521	0.008865075	0.055027522	0.9225951	0.0014365736
t	8.050939e-05	0.0020965468	0.031114193	0.09047112	0.113015264	0.0071056136	0.75611675
ì	0.013121244	0.1260997	0.4521867	0.28379956	0.07594135	0.046282813	0.0025686068
</S>	2.8774912e-05	0.00025183987	0.0026453258	0.0053930585	0.017227827	0.030326338	0.9441268
