 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	2.613117e-05	1.9648092e-05	1.9430077e-05	5.086791e-05	3.5491616e-05	0.0008109192	0.51372886	0.48530868
n	0.8729101	0.08983631	0.017278831	0.018970044	0.000992235	1.2268509e-05	1.4331388e-07	1.198633e-07
è	0.0027212722	0.09866319	0.29114664	0.32312366	0.25514546	0.029136203	2.4749006e-05	3.8829934e-05
r	0.6503162	0.1730406	0.07062302	0.08972686	0.015942695	0.00035001786	5.2351083e-07	1.0850153e-07
t	0.007670304	0.121511936	0.17477937	0.1859495	0.22447489	0.2813726	0.003749576	0.0004917904
i	0.3005765	0.08131529	0.39036623	0.22182004	0.0041250437	0.0017053236	5.5163655e-05	3.64014e-05
s	0.0021370875	0.030869104	0.51399225	0.16241585	0.28890097	0.0016596563	6.7863757e-06	1.831116e-05
t	0.0030416544	0.041677285	0.28790203	0.24116006	0.050962787	0.36000693	0.013773022	0.0014763161
e	0.13779604	0.055990223	0.28503522	0.50398797	0.004936657	0.011564091	0.0006352509	5.4567256e-05
s	0.0017368975	0.0322018	0.4053854	0.3403672	0.19818407	0.021689933	0.0003487863	8.5849555e-05
e	0.0019353996	0.037312444	0.23984048	0.18768238	0.027786251	0.45156223	0.053001847	0.00087896193
t	0.00069673185	0.027497541	0.3058886	0.54113096	0.046196543	0.076827414	0.0016730488	8.913142e-05
t	0.0013509326	0.0304493	0.14974912	0.10806091	0.058689594	0.51287436	0.13333832	0.005487472
à	0.04435581	0.037667345	0.11035145	0.6010789	0.0044484613	0.16691804	0.03507997	9.995721e-05
e	0.002992989	0.024334976	0.07428714	0.33955532	0.13849905	0.33517492	0.08102752	0.004128084
v	4.4368603e-06	0.004978796	0.007265235	0.033535145	0.9073567	0.03735205	0.0024381832	0.0070694834
ò	0.0003236275	0.013018199	0.022498688	0.04796489	0.44367656	0.4166688	0.04827258	0.0075766155
s	3.2646054e-05	0.004261448	0.01422917	0.20252235	0.1685118	0.40199977	0.20295255	0.0054903687
t	0.00027949232	0.014453028	0.0635721	0.04097843	0.60257405	0.15154627	0.11866134	0.007935247
e	0.006789592	0.0135347415	0.040888924	0.24328533	0.01650207	0.36335278	0.31384054	0.0018059905
m	2.9631532e-05	0.0019444829	0.0100602	0.068486445	0.07456812	0.27351633	0.2354169	0.33597782
a	0.001386986	0.013997153	0.06132812	0.039303225	0.053920284	0.22470859	0.59210277	0.013252857
r	8.266187e-06	0.00037706268	0.0016586646	0.026777355	0.005923343	0.34888184	0.53066236	0.08571107
è	0.00016499915	0.0034629893	0.018474536	0.019559128	0.038101953	0.17271022	0.7197083	0.027817825
o	1.0882175e-06	4.6118428e-05	0.00013144022	0.0032252276	0.002450432	0.07532089	0.90972817	0.009096682
</S>	1.1889928e-06	0.00013036447	0.00020146195	0.0016638073	0.03428105	0.027055252	0.37290716	0.5637597
