 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	3.9721035e-05	0.0006077023	0.00066347414	0.0013110393	0.006777835	0.016152017	0.017830534	0.02026481	0.019519914	0.0576233	0.027448244	0.07791712	0.030802818	0.08462051	0.056422606	0.063183755	0.14942513	0.36938944
m	0.00010088997	0.969984	0.010731497	0.016167965	0.0016219823	0.0010681521	0.00022199935	7.917298e-05	1.6011245e-05	1.4748232e-06	4.6420005e-06	5.2417255e-07	9.575328e-07	1.803743e-07	3.4325495e-07	7.6962046e-08	2.7284161e-11	2.8168328e-09
e	0.055646062	0.902743	0.01147264	0.016910248	0.00063871325	0.0038994476	0.0030623523	0.001218237	0.0013971084	0.00040710787	0.00032546988	0.00080210983	0.00020111159	0.0009778601	0.00027031542	2.6079053e-05	1.6620172e-06	4.906789e-07
s	0.00075309194	0.6943399	0.062491417	0.18654001	0.02972287	0.022469176	0.002780265	0.0007550138	6.417638e-05	4.5259047e-05	3.2763557e-05	4.9845785e-06	6.8651946e-07	1.0826191e-07	2.263262e-07	2.5228955e-08	1.8614464e-10	2.3605025e-09
s	0.0001459962	0.25094953	0.16057032	0.35976118	0.026330994	0.10948881	0.05787697	0.019129971	0.0047678975	0.0015869341	0.0018163777	0.0036697087	0.00095745496	0.0019259858	0.00093357434	5.647953e-05	4.482777e-07	3.1449235e-05
è	0.026786141	0.78921556	0.017824607	0.048538744	0.09283092	0.016620114	0.0017767419	0.0023496693	0.00342284	0.0005780065	4.6140016e-05	9.23067e-06	9.82431e-08	1.0250649e-06	8.8115286e-08	6.8785933e-09	3.2504677e-10	1.787038e-09
r	0.00052418624	0.6349242	0.039196063	0.19069254	0.10774621	0.022848103	0.0021978999	0.0016413291	0.00012263824	2.289252e-05	7.067564e-05	8.699178e-06	3.1054694e-06	6.764335e-07	7.732218e-07	1.0442527e-07	5.593689e-10	1.15054775e-08
e	0.00023716228	0.017843163	0.24005644	0.19816777	0.018932171	0.20342785	0.073463745	0.03084713	0.09924158	0.028146133	0.05517255	0.010141685	0.01380992	0.004214134	0.0049543385	0.0011250252	4.1220017e-05	0.00017801452
m	0.0009026755	0.3015891	0.054606225	0.4877152	0.020849654	0.07983851	0.04993808	0.0022118473	0.0005119331	0.0009145292	0.00065451144	0.00023838361	1.7969402e-05	1.1530853e-06	9.219516e-06	9.093471e-07	8.856192e-09	1.4742244e-07
u	0.0011036518	0.032730967	0.2380746	0.1146412	0.021214824	0.16603602	0.088843025	0.04099346	0.05310992	0.096532874	0.054665428	0.04509216	0.013586178	0.017718315	0.010359997	0.003251584	0.00072902144	0.0013167592
