 	voglio	un	forno	che	vende	rustici	</S>
t	4.976977e-06	1.8069382e-05	4.3139007e-05	0.00013664829	0.00013755438	0.018369248	0.9812904
è	0.95036966	0.022572687	0.00019403167	0.0064041205	0.011297786	0.008867708	0.0002939707
l	0.9709291	0.00044473	3.0337696e-06	0.012286587	0.016303735	2.801825e-05	4.8089664e-06
o	0.0015704373	0.0032217167	0.00037114086	0.45007458	0.48320132	0.056923818	0.0046369676
è	0.5477157	0.0466231	0.0030907565	0.1561618	0.23866212	0.006337836	0.0014086962
n	0.69595075	0.0038129769	3.6317655e-05	0.113210276	0.18660603	0.00036406846	1.9575376e-05
a	0.007784993	0.06188371	0.014958701	0.28530484	0.2907323	0.33631012	0.003025332
f	0.37197754	0.21021199	0.01937989	0.2658051	0.12979397	0.0025265238	0.0003049917
ù	0.005196031	0.065692104	0.019007705	0.4584262	0.18053524	0.26736525	0.003777429
r	0.089580074	0.024466999	0.0035945266	0.5182085	0.3587631	0.004968334	0.00041851113
n	0.00873105	0.037216667	0.0145292245	0.39364928	0.28048888	0.26390383	0.0014810426
o	0.0015816888	0.078152604	0.8592849	0.03018398	0.0238412	0.0068342676	0.00012147525
k	0.00400404	0.0045077703	0.0013072786	0.29135624	0.57822984	0.097507454	0.023087343
a	0.019617092	0.040616672	0.009188903	0.2750358	0.1349935	0.51232743	0.0082205795
p	0.0066109165	0.020534808	0.0031778812	0.37747273	0.4382257	0.1347923	0.01918565
u	0.00047692697	0.0024452647	0.001029959	0.28949896	0.20373458	0.49988982	0.0029244893
l	0.0030019362	0.014103827	0.0027196666	0.29166526	0.40155524	0.23843807	0.048515975
ì	0.0006971241	0.004195745	0.0018503766	0.09904249	0.07071878	0.8115758	0.01191969
r	0.00023611425	0.00079950196	0.00035147756	0.21882418	0.36249307	0.40060627	0.016689397
ù	0.0006881411	0.0030767373	0.0027151515	0.053527005	0.066575676	0.8635098	0.009907518
s	9.393948e-05	0.00013307636	5.4072483e-05	0.03130128	0.11351496	0.75610673	0.098795876
t	0.0006978018	0.0015951045	0.0017103461	0.027724763	0.04786482	0.8997669	0.020640288
i	0.0022881646	0.07763402	0.7104365	0.10389412	0.042638794	0.06265889	0.00044946163
k	2.3343966e-06	8.574185e-06	1.415138e-06	0.0008084986	0.0025600328	0.06744187	0.9291773
u	0.0012561575	0.0024255065	0.0016585345	0.04005918	0.041267462	0.89098406	0.022349086
</S>	2.5023057e-06	1.9971965e-05	5.272146e-06	0.0038828484	0.0063030617	0.17074753	0.8190388
