 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
m	0.00079997745	2.7215176e-05	0.00016392201	1.7985232e-05	6.667645e-05	0.00052209897	0.000542809	0.0025826911	0.30984494	0.68543166
ò	0.9867019	0.005867351	0.006018125	0.00019968586	0.0011053197	3.382304e-05	6.803734e-05	5.269774e-06	3.754667e-07	1.3978574e-07
t	0.9982609	0.0006408264	0.0010337519	5.9804177e-05	4.516562e-06	1.7843156e-07	1.5296893e-08	6.218635e-10	1.4975264e-12	2.4621907e-11
t	0.9387411	0.0005769426	0.019163724	0.0008683231	0.013439267	0.0037840155	0.020541979	0.002351055	0.0004001986	0.00013342351
i	0.00093075994	0.94999456	0.00053188036	0.04820676	0.00026440073	6.128679e-05	9.693205e-06	4.9769005e-07	4.3098538e-08	3.3954354e-08
ì	0.6032336	0.030137539	0.29429454	0.027057093	0.04268951	0.0010408974	0.0015061556	3.7394657e-05	3.5715013e-07	3.0331196e-06
r	0.9998098	3.003979e-06	0.00018295081	9.246471e-07	3.3185884e-06	5.5043543e-09	2.9525973e-09	6.701242e-11	7.66181e-14	1.0245758e-12
t	0.5714664	0.039176445	0.05068547	0.04816336	0.056087866	0.07606984	0.122233495	0.027719077	0.008143318	0.0002547719
e	4.8251073e-05	0.8512977	0.00021533587	0.14783365	0.000277808	0.00030054685	2.3785655e-05	2.1055876e-06	2.5436591e-07	5.559785e-07
è	0.059692785	0.056284655	0.5478614	0.13057515	0.1784589	0.013915097	0.012712673	0.00048268365	4.5244446e-06	1.2156614e-05
t	0.9990369	1.1561955e-05	0.0008964241	6.8142713e-06	4.8138398e-05	9.2108316e-08	7.646425e-08	2.2504352e-09	4.905748e-12	4.6539824e-11
t	0.30052868	0.06533706	0.07001606	0.057856508	0.03832994	0.1590401	0.17085749	0.06850224	0.068432376	0.0010995393
a	1.7831935e-05	0.48120207	0.00024055834	0.5111799	0.0008488983	0.006264206	0.00020291052	3.8960414e-05	2.3042362e-06	2.2997904e-06
s	0.005118443	0.024082348	0.42167622	0.15591519	0.27242136	0.068500735	0.048261367	0.0039332816	5.002173e-05	4.1087344e-05
e	0.011385964	0.005431217	0.086982384	0.039739024	0.026734201	0.57033426	0.1459118	0.08801459	0.022455184	0.0030113028
o	0.0006906416	0.040462155	0.19297707	0.39540324	0.11735869	0.197079	0.048294213	0.007604556	0.000107195214	2.3150818e-05
G	0.9579408	0.0003386251	0.01617216	0.0025395215	0.02030702	0.001752401	0.0008387353	0.00010906545	1.0646855e-06	6.844898e-07
i	0.35231352	0.044660818	0.08483309	0.03299064	0.043056313	0.16178155	0.1135294	0.077515475	0.08686423	0.0024549584
u	9.978848e-05	0.015449972	0.04283812	0.4862941	0.061403926	0.35150564	0.03458002	0.0076793903	0.00013476296	1.4329984e-05
v	0.6210831	0.004364351	0.072864495	0.057282176	0.1934965	0.036653634	0.011992405	0.0022046883	4.7328063e-05	1.1338279e-05
à	0.6116571	0.032333337	0.07584221	0.03509479	0.04208151	0.061817836	0.07769141	0.037680924	0.025465082	0.00033589968
n	0.00037904005	0.008152633	0.16867374	0.54315263	0.14407735	0.11523582	0.015883239	0.004291515	0.00012818584	2.592416e-05
n	0.0012225691	5.1003135e-05	0.012236009	0.0028127711	0.05758817	0.050257564	0.51711994	0.23995759	0.118405335	0.00034901485
i	6.542485e-05	0.07489549	0.0068151155	0.40723878	0.18153729	0.14336015	0.13085982	0.042081054	0.012596559	0.0005503462
e	2.1671363e-05	0.0025264104	0.083460726	0.06684204	0.27281058	0.2582239	0.2155158	0.086502835	0.011949424	0.002146647
A	0.042215142	0.0006918626	0.055068742	0.028943155	0.69222134	0.09442393	0.06526249	0.019478122	0.0010638573	0.0006313036
n	0.030063624	0.004971862	0.19543603	0.35728616	0.27903974	0.10534596	0.014107666	0.008182117	0.003188191	0.0023786149
n	0.0006201263	8.292033e-05	0.0068335626	0.001192202	0.018762384	0.03360766	0.26768124	0.17765793	0.4918995	0.001662511
a	0.0002949769	0.011078715	0.0028813293	0.093340956	0.05680631	0.36416087	0.18884276	0.18238413	0.09899764	0.0012123706
a	8.771363e-06	0.0005987155	0.02001279	0.034645017	0.14871399	0.3343188	0.23222472	0.15683618	0.06045155	0.012189505
n	0.032954138	0.0006042349	0.040377326	0.040330186	0.5010581	0.22582929	0.09037657	0.054662313	0.009324475	0.004483363
k	0.00010464913	0.0002285126	0.004647486	0.0023515031	0.02415543	0.06680859	0.22502083	0.19810295	0.45783928	0.020740794
ò	0.00067902956	0.023205828	0.0034330855	0.15945855	0.059443247	0.42782038	0.13781798	0.13617833	0.051729526	0.00023404321
r	0.0009648973	0.003622762	0.02075139	0.03635341	0.07590855	0.22168005	0.1267891	0.14858104	0.24190474	0.12344414
a	0.0013878884	0.00026159926	0.042258147	0.0025500874	0.014321517	0.10855042	0.11643117	0.19880055	0.51408356	0.0013550995
ì	7.9890715e-06	0.00072514697	0.0068372516	0.019496417	0.06758513	0.21358792	0.19280536	0.1899799	0.21360932	0.09536551
c	0.45702088	0.0011741901	0.1603446	0.045190256	0.08080345	0.13981804	0.012221638	0.028441822	0.060531054	0.014454105
h	0.48324275	0.007438882	0.22292632	0.010895735	0.032698322	0.029953975	0.057615247	0.046975877	0.10659645	0.0016564534
