 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	1.04323935e-05	6.8286154e-06	7.792174e-06	7.323496e-05	0.00053290115	0.08987079	0.90949804
c	0.9953135	4.670745e-05	6.2029544e-06	0.003918934	0.0007094611	3.2216828e-06	1.9800457e-06
h	0.99415755	5.205181e-05	1.1353888e-05	0.00014394462	0.005126917	0.00018600374	0.00032224652
a	0.027833946	0.71006656	0.10134813	0.13610777	0.024543164	6.19536e-05	3.8416794e-05
n	0.999435	4.0573286e-05	2.8665712e-05	9.233694e-05	0.00032460596	3.2315454e-06	7.536623e-05
a	0.08130842	0.056046844	0.042336524	0.34284624	0.47259837	0.004356488	0.0005070426
a	0.99028194	0.0057988595	0.0010330612	0.001955478	0.0004848394	4.787334e-05	0.00039784174
g	0.19030307	0.00013499816	0.00019097727	0.013388797	0.7743072	0.014349767	0.007325245
o	0.018189628	0.005716234	0.0280212	0.35647798	0.57854414	0.012780743	0.0002699791
r	0.8568493	0.033978496	0.018411279	0.07966885	0.009348186	0.00018727573	0.0015565845
à	0.021743001	0.0057468894	0.024836285	0.12667501	0.70825344	0.10750584	0.0052394634
s	0.27204144	0.0026863662	0.0046574655	0.5380047	0.17374136	0.003778036	0.0050906907
o	0.014446049	0.0013557243	0.0134472065	0.08272532	0.79623306	0.09090895	0.00088377396
o	0.1542583	0.01470915	0.006779059	0.2358857	0.2802043	0.064549215	0.24361433
s	0.003162422	6.5821205e-06	3.2904078e-05	0.01880688	0.8620906	0.08719782	0.028702842
s	0.025797749	0.002830456	0.008682052	0.036668267	0.1886503	0.72571707	0.011654145
o	0.014451712	0.082446985	0.091097794	0.5815685	0.17479064	0.05451159	0.0011328495
m	0.0043891324	0.0005197216	0.0003458294	0.0043660663	0.041802447	0.10171309	0.84686375
ì	0.9195265	0.0017125142	0.002176766	0.006339588	0.01831856	0.049245257	0.0026807305
k	0.016975725	3.0001277e-07	8.087377e-07	0.0017731523	0.25782564	0.48831892	0.23510554
a	0.08141863	0.0023139836	0.0036991108	0.009587318	0.054596346	0.8314963	0.016888337
m	0.00047844162	6.6715967e-07	7.7437795e-07	0.00063177914	0.16588448	0.34527066	0.4877332
è	0.0218982	0.0011195043	0.0016695464	0.006413259	0.033790782	0.91850984	0.01659893
r	0.007851187	2.1560146e-07	1.2569476e-06	0.003918608	0.28496987	0.6519623	0.051296603
i	0.00022583413	0.0002446021	0.00044637022	0.0012930916	0.012681347	0.96192473	0.023184054
</S>	3.531769e-05	4.337913e-08	4.1787384e-08	3.747482e-05	0.009673205	0.19161636	0.79863757
