 	mi	si	gonfiò	il	dito	</S>
m	1.6869319e-05	1.9593064e-05	0.0052669416	0.00049709924	0.009347143	0.9848524
u	0.010929344	0.26075268	0.5377132	0.18118985	0.007526005	0.0018888817
b	0.0019599944	0.30083257	0.6969657	9.313108e-05	1.1595982e-05	0.00013702782
r	0.0013073002	0.100903355	0.8927023	0.0026954995	0.0004843931	0.0019072313
i	0.026881058	0.9471409	0.0015454867	0.015114799	0.0022946703	0.007023178
s	0.0010935199	0.096455045	0.899671	0.00021948604	2.5208647e-05	0.0025357031
t	0.008773411	0.13930038	0.83227384	0.008734466	0.0021326384	0.008785258
ì	0.08357711	0.7985765	0.0016987309	0.093316354	0.01065347	0.012177916
o	2.2714772e-05	0.003636373	0.9952679	0.00012857889	8.630301e-06	0.0009356299
d	7.462126e-08	3.343703e-05	0.99981564	0.00014959079	8.1403573e-07	5.203354e-07
à	2.4768704e-05	0.0012518254	0.99031186	0.008266612	5.29483e-05	9.180898e-05
t	1.0256366e-07	0.0001658658	0.99855036	8.1541206e-05	1.2548291e-05	0.0011896448
t	0.010368033	0.075522445	0.8802686	0.02584269	0.003033068	0.004965148
i	0.03558221	0.24233913	0.0012925369	0.64708936	0.06306944	0.010627399
l	1.3755007e-07	1.1646102e-05	0.9749945	5.1083058e-05	0.0021898174	0.022752795
o	0.005391526	0.024164435	0.9208086	0.020547086	0.01513701	0.013951332
</S>	7.9287173e-07	4.9828803e-05	0.109223805	0.00031449346	0.01323709	0.877174
