 	che	consuma	poco	benzina	</S>
n	4.92048e-06	2.8173912e-05	0.0015149008	0.0125429	0.98590916
a	0.051100314	0.30168527	0.6215297	0.025404071	0.00028063482
k	0.07476905	0.6199282	0.30470023	0.0005797088	2.287471e-05
o	0.0114782965	0.19183569	0.758756	0.037264843	0.0006653022
n	0.05452764	0.93728197	0.007699885	0.00036029983	0.00013021349
s	0.00056064466	0.11142289	0.28635216	0.5964945	0.005169806
u	0.32151857	0.43372628	0.22966525	0.013788195	0.0013017596
m	0.017264932	0.97047395	0.0084021	0.0020142552	0.0018447954
è	0.030717105	0.26335305	0.102997854	0.5976168	0.0053152177
t	0.0031208734	0.9628804	0.03374242	0.00014158594	0.00011479425
s	0.009262159	0.17045932	0.09484776	0.71762085	0.0078099696
i	0.17855002	0.32667917	0.43959236	0.05198957	0.0031889016
a	0.0022944054	0.7064881	0.18435451	0.053412884	0.053450078
l	1.8619941e-05	0.0012433081	0.998278	0.00033917034	0.00012091461
ì	0.0010694668	0.008599069	0.041253377	0.93650794	0.012570103
o	8.286908e-05	0.30142075	0.69402283	0.0032741542	0.0011994457
b	1.1554354e-06	0.0010715815	0.99675566	0.0014517314	0.00071981834
e	0.0011114208	0.0072986316	0.085773855	0.8747932	0.031022897
n	0.0001034167	0.077260956	0.15449724	0.1626628	0.6054756
z	1.9340353e-06	0.0006450333	0.001540333	0.9768704	0.020942304
ì	0.0031285274	0.013663244	0.17336394	0.7795097	0.030334517
n	4.5746347e-05	0.034316145	0.2707674	0.22280474	0.472066
a	1.1344028e-05	0.0016392878	0.0015741815	0.9804196	0.016355626
</S>	1.6809531e-06	0.0008753053	0.020377845	0.06772614	0.9110191
