 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	3.251315e-06	2.7365204e-05	4.2385593e-05	0.0036805584	0.0040863184	0.0048263893	0.036657915	0.9506758
m	0.000110634326	0.7702793	0.22888216	7.4719275e-05	0.00061399245	3.6130365e-05	6.5442606e-07	2.3845357e-06
a	0.005829674	0.6805052	0.22823653	0.07839587	0.006450855	0.00026715035	0.00022695081	8.777932e-05
r	0.0015161651	0.85743964	0.13904835	0.0014452895	0.00042792896	0.00012089518	2.877074e-07	1.3993531e-06
ì	0.00011469542	0.117554	0.6137085	0.20484935	0.059428144	0.0028465395	0.00019214608	0.0013067067
o	5.26275e-05	0.63345426	0.36522022	0.00057768205	0.0005957537	9.700675e-05	3.6908585e-07	2.0125085e-06
e	8.821851e-09	0.03868232	0.9605885	4.3218315e-05	0.00068372046	1.9283896e-06	4.3468575e-08	2.501334e-07
t	4.7970343e-07	0.042647306	0.9542146	0.0011075296	0.0019661211	5.749342e-05	1.5662798e-06	4.830568e-06
è	0.00046471896	0.0942426	0.10129836	0.7585728	0.025508566	0.015721202	0.0037693838	0.0004222925
l	1.3600947e-05	0.47602814	0.45716137	0.012749066	0.04769747	0.006246277	7.349476e-05	3.0577743e-05
i	0.00057421444	0.10794537	0.25717086	0.5758478	0.030374419	0.020650497	0.0067332163	0.0007035878
f	8.947232e-05	0.0832366	0.40926245	0.07677049	0.39042488	0.032421533	0.004315164	0.0034794253
a	0.0001509167	0.029937703	0.08596168	0.49176696	0.2604509	0.07028222	0.053922363	0.007527339
m	8.994163e-06	0.025473258	0.18678083	0.050099365	0.6706617	0.048293486	0.015853886	0.0028286
è	0.00075236306	0.033277895	0.049419917	0.45544285	0.20323473	0.12862034	0.12609231	0.0031595628
n	7.73388e-08	0.0061319196	0.08504284	0.0104710525	0.81975394	0.03569893	0.0417132	0.0011879223
o	2.6445762e-06	0.007810125	0.27979046	0.060780287	0.2504495	0.030553536	0.2897993	0.08081414
a	2.2887298e-06	0.0024048705	0.057913404	0.018674191	0.744709	0.020658307	0.086140335	0.06949754
p	2.855007e-08	0.008534805	0.5313708	0.032854073	0.34874845	0.0105228685	0.049684543	0.018284477
p	1.3335837e-05	0.01744031	0.11194316	0.12748589	0.39285538	0.047790073	0.27420938	0.028262451
è	0.00060827006	0.023640828	0.013376928	0.542499	0.15858483	0.21002226	0.050588824	0.0006790481
n	1.1365364e-06	0.00072271214	0.005472417	0.002136041	0.15919265	0.0073424065	0.4436257	0.38150692
a	2.4202232e-06	0.0015987618	0.034223188	0.024341654	0.10451463	0.024780119	0.77239555	0.03814368
o	3.1168935e-07	0.00018767879	0.005209128	0.006275126	0.363067	0.007038043	0.19620639	0.42201626
m	5.711613e-09	0.00036405202	0.026334532	0.01996064	0.39781693	0.018158415	0.47938627	0.057979222
a	0.00040127532	0.011288501	0.018166903	0.37998602	0.09853234	0.09713379	0.376383	0.018108092
r	1.3788916e-08	1.4754836e-05	0.00084907125	0.0061736945	0.48189026	0.011333784	0.39265788	0.10708054
è	1.4260536e-05	0.00074726675	0.0038197292	0.016653085	0.16001597	0.045430783	0.7673862	0.005932655
i	7.08085e-10	7.3929145e-06	0.00037639626	0.00020627253	0.10904869	0.0018530001	0.86869705	0.019811116
</S>	2.0980198e-11	2.1860808e-06	0.0015432624	8.279105e-05	0.021259287	0.00010679467	0.032300726	0.94470495
