 	sono	stato	sempre	poveretti	</S>
ì	4.9274986e-06	7.0755865e-05	0.00028132947	0.038535193	0.96110773
m	0.5408227	0.31094718	0.012210319	0.13575318	0.00026662563
e	0.014787331	0.15148525	0.043786433	0.75470215	0.03523883
s	0.21993509	0.57312167	0.19071534	0.015681203	0.00054671144
t	0.038891293	0.22648612	0.6567345	0.07742236	0.00046568978
a	0.6900905	0.008811025	0.29255962	0.008409961	0.00012888799
m	0.04845368	0.49576175	0.3231988	0.122741826	0.00984385
m	0.03277698	0.22709116	0.62800926	0.10625436	0.0058682724
è	0.46473563	0.008706334	0.5253469	0.001192708	1.8397668e-05
n	0.002649001	0.7958081	0.11767345	0.07191869	0.011950904
a	0.0006376517	0.189592	0.5218255	0.28104988	0.0068949517
p	0.0014182606	0.38089225	0.09143942	0.43445197	0.09179809
à	0.0007011075	0.25597483	0.39767635	0.33136788	0.014279866
n	6.340232e-05	0.5743124	0.16698085	0.25263795	0.0060054054
t	1.137267e-05	0.01135342	0.013889066	0.9614237	0.013322445
a	0.012606089	0.018153185	0.7798323	0.17873596	0.010672327
t	2.6995822e-05	0.03299411	0.012618556	0.4623882	0.49197218
e	0.0034988653	0.33491993	0.42631796	0.21900332	0.016259918
c	1.964869e-05	0.039303046	0.07034189	0.45282787	0.43750754
h	0.00014027512	0.20739993	0.11104601	0.5756062	0.10580756
ù	0.006666622	0.034398075	0.27571326	0.45668697	0.22653507
d	2.7605038e-06	0.03765911	0.013052202	0.7207156	0.2285704
d	0.00015433173	0.595023	0.053621516	0.32054663	0.030654594
h	0.00036740152	0.0076502	0.021605942	0.3090256	0.66135085
i	0.0099765	0.016315157	0.5572222	0.38468996	0.03179621
</S>	7.0502875e-09	2.8115344e-05	3.257076e-05	0.060800802	0.93913853
