 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	4.6569576e-06	4.5107197e-05	9.2453476e-05	0.00022366863	0.0005548658	0.0012434316	0.0053875055	0.051207636	0.94124067
g	1.5095787e-05	0.6351275	0.14052893	0.113290414	0.060505968	0.04594444	0.004365171	0.00012578556	9.6790325e-05
e	0.00011209039	0.52820164	0.1012693	0.24324387	0.10570487	0.02133807	0.00010384824	2.4787043e-05	1.4611134e-06
n	1.39272315e-05	0.7169334	0.17966504	0.07487404	0.0248671	0.003594701	2.1546206e-05	9.8631235e-06	2.0405454e-05
i	6.594428e-05	0.6052253	0.16906458	0.12417251	0.08252832	0.016961051	0.0014583719	0.00048076818	4.3096545e-05
t	7.496843e-05	0.47348377	0.25167215	0.17581733	0.08398585	0.014850831	5.1435203e-05	2.0592739e-05	4.3062122e-05
ò	0.0016191072	0.35877985	0.11736836	0.09208413	0.16943067	0.06203332	0.17447038	0.022292184	0.0019220333
r	6.618746e-05	0.19582666	0.074600324	0.40252686	0.27844793	0.048226584	0.00020163496	8.383932e-05	1.992523e-05
u	0.0012349053	0.19356737	0.09688965	0.09072787	0.14533989	0.05969335	0.39053047	0.020958195	0.001058277
e	0.00034010678	0.19025508	0.2052024	0.31206694	0.21814412	0.07331378	0.00013377328	0.00027211083	0.00027163376
n	6.238989e-07	0.5562329	0.1235171	0.09970281	0.098238915	0.058410317	0.061485432	0.00138894	0.001022918
è	0.00067855034	0.13988899	0.06957842	0.07308624	0.1449305	0.067827806	0.33736548	0.16209881	0.00454525
n	1.8799257e-06	0.023730544	0.018133698	0.4001834	0.37341255	0.18099955	0.00096594094	0.0023166437	0.00025581586
u	3.0120243e-06	0.002730937	0.0057570366	0.02904597	0.044590168	0.03655264	0.64286345	0.23779689	0.0006598905
s	2.1880776e-05	0.0677504	0.09830485	0.32355836	0.27596083	0.21388675	0.0010963748	0.01090878	0.008511775
a	3.41121e-05	0.017898453	0.02721526	0.13797595	0.1331592	0.13438775	0.15887508	0.38497397	0.0054802047
l	2.3997034e-06	0.036927827	0.052766327	0.25205836	0.30228174	0.31888244	0.0019177803	0.026240947	0.008922169
l	6.345101e-05	0.012917149	0.015968524	0.072570495	0.08114816	0.08707189	0.30037096	0.42343622	0.0064531714
i	0.004217245	0.031018488	0.04640516	0.092903525	0.23685429	0.23403302	0.33627683	0.017808376	0.0004830811
m	3.5976558e-05	0.05213771	0.077074386	0.20189609	0.15788205	0.17314354	0.0017256921	0.14828195	0.18782263
o	0.0014020714	0.06531347	0.06276315	0.13199788	0.13790555	0.13978647	0.09526592	0.35658127	0.008984222
n	1.3184235e-06	0.02188492	0.032149766	0.11703707	0.17751087	0.28994676	0.00403586	0.2638231	0.09361029
ì	3.266303e-07	0.0004458098	0.0019219544	0.011053568	0.015447174	0.028923318	0.050190426	0.87643707	0.01558033
s	6.528573e-09	0.00064708124	0.00034878065	0.009293464	0.01396653	0.037148338	0.005640282	0.9043962	0.028559403
o	0.00011761655	0.0042370358	0.004928058	0.010499303	0.011937878	0.014326163	0.2949902	0.64566493	0.013298716
m	7.41141e-08	0.0019285692	0.0029776634	0.014375242	0.023364518	0.048415776	0.0028593068	0.4473777	0.4587012
e	0.00030442423	0.009764201	0.0155016985	0.038103547	0.03909239	0.0529084	0.08469628	0.74726135	0.012367733
m	4.7191595e-08	0.0018302866	0.0025102368	0.0102239605	0.019652247	0.046521857	0.0035149627	0.5067043	0.40904212
a	0.00019147887	0.0047408766	0.007911493	0.01969459	0.025029609	0.04102912	0.0651772	0.8201577	0.016068002
i	3.917404e-08	0.0008149209	0.0012656492	0.0056599043	0.010653756	0.027131084	0.0020163003	0.51375175	0.43870658
</S>	1.8028684e-08	0.0019294398	0.000740206	0.0025531154	0.006046928	0.01855152	0.02357622	0.507062	0.43954054
