 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	3.2214957e-05	2.291076e-05	2.2365866e-05	6.530417e-05	0.00040097843	0.0030017395	0.49885803	0.49759653
n	0.8932805	0.07551552	0.022180421	0.008604932	0.00040356544	1.495061e-05	4.761048e-08	4.3968544e-08
è	0.0021209887	0.09532124	0.32707873	0.47076163	0.08971791	0.014943874	9.694455e-06	4.5947632e-05
r	0.5920277	0.18177766	0.10232729	0.11734441	0.0062910584	0.00023160058	1.8403126e-07	8.167554e-08
k	0.0057620425	0.113949865	0.1831232	0.29012772	0.33794734	0.06712907	0.0013318799	0.00062888174
e	0.49443868	0.082007475	0.33361086	0.056754503	0.031580504	0.0014983481	4.910257e-05	6.0566017e-05
s	0.0025904563	0.042723726	0.70805335	0.22277676	0.021597484	0.0022188113	5.8012124e-06	3.3594522e-05
e	0.002016915	0.02891461	0.20025386	0.14145425	0.31752262	0.30164647	0.006779438	0.0014118482
s	0.002001017	0.036202915	0.52661294	0.35049185	0.06674719	0.017861169	5.800769e-05	2.4922423e-05
e	0.0006390201	0.017073566	0.106698506	0.093590096	0.29397252	0.46771047	0.018177733	0.002138092
s	0.0005872394	0.023864955	0.26651898	0.45438516	0.18809356	0.06620884	0.00032447203	1.6830874e-05
e	0.00038275876	0.013669608	0.08454865	0.075325094	0.2323502	0.545092	0.045778915	0.0028527633
t	0.0001267999	0.010577467	0.1024292	0.39880875	0.30942446	0.17691766	0.0016776845	3.7921054e-05
t	0.00060612225	0.017776035	0.08228991	0.068890415	0.20181297	0.5248106	0.098678894	0.005135033
à	0.0104374485	0.012434214	0.034726623	0.10435404	0.51251435	0.28411147	0.041343078	7.877194e-05
s	0.0012106639	0.0102664605	0.025239538	0.27476767	0.24558665	0.35157803	0.084674165	0.006676787
t	0.000959778	0.033505596	0.17995067	0.12449659	0.10265353	0.367803	0.18847665	0.0021541896
e	0.0029340528	0.0039557903	0.01231415	0.045599896	0.41649196	0.41242477	0.106232844	4.656346e-05
a	4.9169837e-05	0.003886388	0.017163172	0.13757244	0.17587091	0.52881247	0.09612691	0.04051853
n	1.2838408e-05	0.004238799	0.004338219	0.09980244	0.24594459	0.3626792	0.24641061	0.036573242
k	0.0001333233	0.003690945	0.019038254	0.03137462	0.17783087	0.35542014	0.17234118	0.24017073
ò	0.004225824	0.010493813	0.017700452	0.06975725	0.3948311	0.31952417	0.18182497	0.0016424276
r	4.7489524e-05	0.00045144075	0.0010610888	0.029746218	0.06849049	0.28668913	0.41669247	0.19682164
a	0.0008037288	0.02173847	0.103990205	0.090902336	0.06929877	0.30958965	0.4019913	0.0016855499
m	8.831803e-06	0.00031275518	0.0012481129	0.021792972	0.058262814	0.3078572	0.19678558	0.41373175
a	0.0006585291	0.0054991767	0.017030774	0.016685529	0.039031927	0.30114704	0.614494	0.0054530366
r	2.1380256e-06	6.102363e-05	0.00021289187	0.0038676322	0.03350755	0.28328982	0.3961364	0.28292266
è	0.00011220235	0.0017546563	0.0071527227	0.010441836	0.025714304	0.25461245	0.67929417	0.020917607
o	9.526926e-07	1.808385e-05	3.1841406e-05	0.0021825274	0.006531782	0.07765865	0.8875331	0.026043044
</S>	1.6013095e-06	6.471178e-05	0.000106395186	0.0031374	0.006011541	0.032202005	0.5105633	0.447913
