 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	4.5283137e-05	1.21094245e-05	1.41115215e-05	0.00037003687	6.5208274e-05	0.00043680618	0.00075868086	0.0022138446	0.093868814	0.90221506
ì	0.3849023	0.58046114	0.021268236	0.009880428	0.00048794283	0.0025807696	0.00030206094	0.00011520213	1.3366267e-06	6.0346196e-07
s	0.7697029	0.22544527	0.004692438	1.7013028e-06	9.3440445e-05	5.206302e-05	1.1626029e-05	5.7653847e-07	1.9404081e-10	6.989854e-09
o	0.053305697	0.119735874	0.16038086	0.022141878	0.099545896	0.4660635	0.016575579	0.05545427	1.4480195e-05	0.0067819273
n	0.09383695	0.77525467	0.11954061	0.0010692724	0.0041929637	0.00446894	0.0016002861	3.5216148e-05	3.974839e-08	1.0697023e-06
t	0.00054875837	0.017846476	0.090208836	0.03756535	0.15461367	0.5296359	0.139996	0.028540218	0.00048351707	0.000561375
a	0.008909109	0.10614955	0.14460436	0.69770265	0.034499627	0.0024023657	0.005456432	0.00011893882	2.231787e-05	0.00013459077
e	0.03651115	0.5668226	0.26364	0.009639494	0.043287862	0.0384757	0.04127592	0.00033859548	2.3795715e-06	6.3493735e-06
k	0.28384945	0.358703	0.25089243	0.00070502044	0.044981457	0.05586508	0.0018698461	0.003115015	5.2708997e-06	1.3428239e-05
i	0.004353391	0.03389094	0.095039606	0.70970476	0.049199652	0.04923861	0.037070684	0.012814365	0.006796493	0.001891549
a	0.0077408976	0.36476284	0.36403477	0.10494976	0.07879881	0.012810468	0.06678849	0.0001058152	7.467147e-06	5.825214e-07
t	0.1762951	0.32074675	0.31923163	0.017622625	0.10657085	0.049404837	0.0071697016	0.0028886884	6.1324004e-05	8.51287e-06
è	0.0027274457	0.026833521	0.07959986	0.75409895	0.046446703	0.03779073	0.032504037	0.009643858	0.008784132	0.0015708357
r	0.00136254	0.0589488	0.13432117	0.028096773	0.354437	0.109056436	0.31278867	0.0008911356	9.6157404e-05	1.3228745e-06
a	0.008970642	0.07587637	0.21813282	0.45521438	0.086292416	0.097555585	0.03361629	0.01489465	0.0067408364	0.002706125
m	9.6179625e-05	0.004866659	0.010072111	0.03475891	0.057911932	0.37871882	0.48970333	0.022771614	0.0010175712	8.2836785e-05
u	0.016766036	0.073511414	0.120453954	0.32133034	0.050654642	0.12464993	0.14168102	0.057883136	0.08400201	0.009067554
i	6.276517e-05	0.0014856614	0.0027569295	0.011804833	0.048510853	0.2644417	0.6008517	0.06238881	0.0075772163	0.00011944702
n	0.0055149067	0.026465418	0.033316605	0.02196935	0.19272603	0.39350167	0.104722485	0.2062168	0.014121405	0.0014453658
ì	0.00072148215	0.0072607193	0.024914645	0.2915025	0.052377038	0.26493278	0.1458872	0.1485845	0.039997686	0.023821425
c	9.3453324e-05	0.0020303351	0.0040446213	0.010042501	0.104527056	0.24516423	0.6076649	0.020593809	0.0057694917	6.9528534e-05
h	0.03618702	0.55070925	0.0953021	0.049645625	0.021639539	0.17213964	0.031839505	0.03294438	0.009044037	0.00054889574
a	0.00011739092	0.0008945586	0.005429926	0.83338034	0.07090484	0.008153236	0.063405395	0.002421443	0.015181565	0.000111291345
p	4.9653547e-05	0.00040376425	0.00070895685	0.0060608466	0.006916795	0.41996795	0.15844822	0.36406496	0.013088845	0.03028999
à	8.9145244e-05	0.003417044	0.02471079	0.0027755823	0.04544637	0.4727859	0.19896537	0.15129992	0.09956407	0.0009458234
r	9.335167e-05	0.00027358907	0.0002546007	0.002397051	0.022688948	0.37547195	0.42990637	0.12302525	0.0430208	0.0028680025
o	0.0011251137	0.017162016	0.08575011	0.06649526	0.0721224	0.5075628	0.0623749	0.10697289	0.062603444	0.017831042
n	6.4372e-06	4.569417e-05	0.00014009805	0.007990643	0.009907872	0.24209973	0.33818674	0.2899597	0.05207151	0.059591636
t	3.7280383e-06	9.4373005e-05	0.0016187269	0.0012589765	0.027186958	0.41995195	0.14914332	0.18131304	0.12522519	0.09420383
a	0.00044015242	0.0011819801	0.0037062021	0.47097135	0.061054356	0.020247659	0.12564944	0.03478139	0.2799286	0.0020388344
s	1.3912687e-05	6.413424e-05	0.00012524797	0.0044276584	0.003479046	0.18401127	0.12890014	0.49690387	0.04613968	0.135935
t	0.00056686095	0.0033754732	0.0071397326	0.002422442	0.013162371	0.21563612	0.1643464	0.20376416	0.38701802	0.0025683776
i	0.00035770176	0.00096002786	0.0025139265	0.5488036	0.050749525	0.012212744	0.12273921	0.022836218	0.23845752	0.00036952202
n	8.488734e-06	2.7836037e-05	5.2879514e-05	0.0026840183	0.0021612938	0.11644161	0.09592212	0.49293643	0.057882126	0.23188317
a	3.3001685e-05	0.00021102364	0.000921368	0.0014073013	0.008971456	0.15789312	0.15841195	0.21768709	0.37781742	0.07664621
g	9.526769e-06	1.5634014e-05	2.023074e-05	0.0022465752	0.0024753134	0.066976994	0.1724756	0.35426033	0.25145578	0.15006407
l	0.00019132101	0.0047042617	0.011585597	0.00066694856	0.016394999	0.3864804	0.13088916	0.23237406	0.2105482	0.006165087
i	0.00027092727	0.0012186561	0.0074717337	0.5074752	0.104728825	0.043582756	0.11471604	0.04278771	0.16065274	0.017095435
s	7.4063482e-06	1.9284782e-05	4.094219e-05	0.0023994648	0.0010692618	0.049378432	0.03321478	0.20630148	0.034750685	0.6728182
ì	0.00034837608	0.001816999	0.0037168656	0.001605611	0.008522754	0.18618415	0.12193127	0.22681883	0.44198057	0.0070745647
a	5.755446e-05	1.354222e-05	9.286906e-06	0.0001476652	0.0008084471	0.021062529	0.037877355	0.06799652	0.8087583	0.06326879
</S>	5.6672456e-05	2.2448372e-05	3.3161203e-05	3.9176914e-05	0.00080871425	0.015598734	0.004782519	0.029089237	0.030662915	0.9189064
