 	credo	che	stanno	ancora	svegli	</S>
p	2.1453396e-05	6.5749045e-06	4.3307096e-05	0.0002765688	0.023799857	0.9758522
i	0.9157849	0.053358883	0.023864616	0.0066178576	0.00030277687	7.1064474e-05
s	0.5569395	0.107082434	0.285167	0.050802223	1.5510454e-06	7.3039223e-06
t	0.01841142	0.09306757	0.4187903	0.4696119	3.5090085e-05	8.373525e-05
è	0.88544047	0.042601697	0.06147523	0.010433724	1.9388872e-05	2.9585004e-05
o	0.9871895	0.0015978649	0.010914849	0.00029573165	2.6487083e-07	1.8081624e-06
k	0.15910143	0.35725066	0.39458776	0.08904211	5.468518e-06	1.2651594e-05
a	0.07633617	0.15859182	0.1670176	0.14094825	0.43691623	0.020189878
s	0.28855494	0.033638325	0.6379328	0.039834123	2.4583382e-05	1.5310121e-05
t	0.00791065	0.02770029	0.2879151	0.43855867	0.23220858	0.0057067405
è	0.526459	0.09495771	0.33606598	0.04170756	0.00076819555	4.1636282e-05
o	0.7761654	0.004570885	0.19442385	0.024490802	0.0001249953	0.0002239941
n	0.062181853	0.094746135	0.545464	0.29648474	0.00015500812	0.00096822216
e	0.0017469967	0.01399875	0.031405948	0.04452206	0.8550005	0.053325787
a	0.03500393	0.011503225	0.6746551	0.27688396	0.0011232	0.0008306502
n	0.105849795	0.03585512	0.3827213	0.47016838	0.0016865154	0.0037188805
k	0.00096443447	0.0032016344	0.015721649	0.030516038	0.89287823	0.05671808
ò	0.14693408	0.12846103	0.42249125	0.2663928	0.03541702	0.00030390895
r	0.23920608	0.0044072107	0.36447346	0.26314428	0.03511951	0.09364944
a	0.008298214	0.014424569	0.24120064	0.4652755	0.26857165	0.0022294673
a	0.024257252	0.007902924	0.21473742	0.34072655	0.062014293	0.35036156
t	0.021229414	0.007771424	0.20759214	0.6190793	0.033756044	0.11057167
s	0.0026195515	0.003345754	0.02572733	0.073459126	0.84539926	0.049448907
ù	0.01637867	0.037112933	0.18717441	0.36735255	0.38857967	0.0034017544
n	0.010492149	0.0003494562	0.07201935	0.16127548	0.18015222	0.5757113
n	2.5176141e-05	0.0003699314	0.0050744032	0.024995722	0.9566049	0.012929921
i	0.0020148074	0.00891186	0.048885316	0.16950095	0.7360181	0.034668945
t	2.3984348e-05	3.924977e-05	0.002866565	0.012966954	0.026673306	0.95743
i	0.002241727	0.0045786784	0.08813744	0.25168243	0.650249	0.0031107897
</S>	1.2998757e-05	3.6182148e-05	0.004283379	0.0332519	0.086172074	0.8762435
