 	vuole	andare	a	Lecce	</S>
i	1.3837358e-05	3.0579602e-05	0.00014634835	0.0022795266	0.9975297
t	0.982601	0.015581924	0.0003427487	0.0014657126	8.679278e-06
è	0.08076895	0.90732586	0.0066412785	0.0052126846	5.1258285e-05
l	0.89155567	0.102577746	0.0002080665	0.0056448467	1.3596212e-05
i	0.054967586	0.078108676	0.57290924	0.29329985	0.00071464817
n	0.8397122	0.13373153	0.012670137	0.012700139	0.0011859961
a	0.002235377	0.056821898	0.2785896	0.65957403	0.0027790521
p	0.5573144	0.26826775	0.08309755	0.08565379	0.0056665093
à	0.0044725058	0.019373175	0.18216352	0.7932195	0.0007712891
i	0.06881372	0.12252896	0.015162143	0.7918398	0.0016554247
L	0.0010586327	0.000119503035	0.00064198487	0.99761826	0.00056158827
u	0.050351117	0.31418443	0.056401655	0.5786561	0.0004067091
p	0.007963581	0.09298032	0.04938746	0.54868466	0.300984
p	0.00014803383	0.00055726105	0.0343957	0.96332335	0.001575697
ì	0.0005242266	0.19488864	0.7701221	0.031811938	0.002653128
u	0.0015875784	0.0033962105	0.00067285163	0.6158294	0.3785139
n	9.3124116e-05	4.7507478e-05	0.00034123633	0.99516296	0.0043551824
a	0.0008421453	0.011516522	0.67729264	0.17546478	0.13488397
</S>	8.3665574e-05	0.002918544	0.003320806	0.21322083	0.7804561
