 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.0005783746	1.7731087e-05	3.9685233e-06	2.2391654e-05	4.4777647e-05	0.00015030199	0.050257247	0.9489252
ò	0.99242276	0.0046960525	0.00043511417	0.0021201393	0.00029829194	1.5386422e-05	1.1374682e-05	9.055624e-07
t	0.9959288	0.0040276134	3.271589e-05	1.0427469e-05	3.7184162e-07	7.51375e-09	2.6869026e-10	1.6307708e-10
t	0.9560735	0.0004977693	0.00045454604	0.0155175235	0.018248886	0.0031258953	0.0057948926	0.00028690643
i	0.0011494909	0.81748676	0.18005784	0.0009599696	0.0003017701	4.0856776e-05	3.0055546e-06	3.254464e-07
ì	0.6560834	0.09362478	0.035848875	0.17755954	0.036412407	0.0004162145	3.7833906e-05	1.6933784e-05
r	0.9999882	7.735386e-06	2.5634736e-07	3.7813188e-06	3.37721e-08	6.2385025e-10	1.5221529e-11	4.500918e-12
t	0.629021	0.035879504	0.037795827	0.062596634	0.0967777	0.07013472	0.06732709	0.00046752332
e	4.6213027e-05	0.6284294	0.3702109	0.00069698616	0.00047485833	0.00012970915	9.1070115e-06	2.806341e-06
o	0.051830225	0.15342866	0.113547675	0.4917815	0.18442316	0.004575452	0.0003357849	7.753767e-05
G	0.99759716	4.528212e-05	1.5269552e-05	0.0022700105	7.0268085e-05	1.852937e-06	2.997285e-08	1.6316578e-08
i	0.637569	0.053099014	0.025915908	0.031793073	0.050043717	0.060030244	0.13886406	0.002685017
o	0.0013596102	0.25476044	0.65769315	0.043393675	0.038450386	0.004237357	9.4205694e-05	1.10943065e-05
v	0.9903402	0.0010544684	0.0007957094	0.0073022163	0.00046144446	4.535889e-05	4.807866e-07	9.0378315e-08
à	0.8979883	0.028570414	0.0059607644	0.0065796417	0.008133812	0.012491814	0.040133394	0.00014190341
n	0.028884185	0.587844	0.26001546	0.085400954	0.027283214	0.0094775045	0.0010275594	6.713773e-05
n	0.005817495	0.0002729205	0.0008680753	0.022704413	0.06278103	0.14176247	0.76547164	0.00032186674
i	2.5498017e-05	0.25253433	0.5577189	0.068311214	0.072222	0.037505746	0.011525595	0.00015673162
e	0.0002039494	0.017850712	0.052426346	0.4819828	0.3617618	0.051557664	0.03072627	0.0034904645
A	0.25825053	0.0016828914	0.006312369	0.6800635	0.041857537	0.010435533	0.0009309706	0.0004666999
n	0.43724146	0.17626679	0.095079556	0.24867016	0.016997151	0.013042214	0.009791475	0.0029111912
n	0.0016102686	0.0004746853	0.0006879966	0.006507541	0.03415162	0.079928294	0.8746029	0.0020366674
a	0.0005921569	0.064263195	0.236383	0.06870981	0.13988999	0.3568062	0.13104104	0.002314566
g	5.965832e-05	0.004798438	0.030730233	0.28826717	0.3308547	0.11703408	0.19921823	0.02903753
i	0.05653004	0.0017385646	0.009433595	0.09789477	0.14997903	0.25647417	0.4272676	0.0006822161
à	5.3412758e-05	0.011520027	0.094105944	0.33949408	0.12619865	0.04526216	0.37723595	0.006129845
ì	0.45219243	0.008319074	0.018449297	0.13288575	0.014483259	0.08718087	0.27418828	0.012301069
c	0.8913285	0.0034265188	0.011206455	0.089105695	0.00080701057	0.00067783083	0.002786027	0.000661948
h	0.93937945	0.03294384	0.0026099908	0.0025833452	0.0011666658	0.0018338814	0.019249225	0.00023351746
e	0.0017493324	0.05960438	0.16789012	0.08956564	0.137714	0.40065995	0.13905683	0.0037596975
p	1.6624272e-05	0.0011245908	0.005033922	0.0658693	0.05385471	0.017782856	0.3099648	0.5463531
l	0.00063887535	7.825749e-05	0.0005787997	0.018062342	0.037776314	0.102632225	0.8353197	0.0049134344
ò	0.00054732274	0.07588649	0.24412501	0.15344778	0.15476976	0.21789265	0.14727543	0.006055587
s	0.0012141595	0.0035800633	0.002250872	0.015612741	0.008721888	0.009531424	0.5293333	0.42975554
o	0.0020445643	0.0007696743	0.0010135333	0.012742191	0.04634386	0.060393482	0.8539916	0.022701053
n	4.9059176e-06	4.06057e-05	0.00070462405	0.012631034	0.019546881	0.030370604	0.4806822	0.4560192
t	7.871892e-06	1.3418523e-05	6.7588844e-05	0.0019092932	0.009991024	0.04057026	0.8807224	0.06671812
a	0.0009294717	0.011903854	0.04834201	0.043165132	0.0778928	0.40120813	0.4049233	0.011635267
</S>	1.5480616e-06	3.670249e-05	0.00044532568	0.0066901403	0.010148429	0.009750022	0.27256754	0.70036024
