 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	1.2575152e-05	1.552063e-05	0.0004874779	0.00069215236	0.00026351135	0.0009593112	0.0012809534	0.0968295	0.89945894
d	0.7186052	0.26627955	0.007818259	4.2500735e-05	0.004535295	0.0023669868	0.0003421682	3.6478539e-06	6.357166e-06
ì	0.9758664	0.023143593	0.00096383004	1.005845e-05	1.0379987e-05	5.623681e-06	1.4283415e-07	1.0572978e-09	3.1597594e-10
s	0.759302	0.23845004	3.8883078e-07	8.161925e-08	0.00215715	4.4182452e-05	4.2478507e-05	4.156221e-09	3.5831652e-06
o	0.009528425	0.112505145	0.03010617	0.023072263	0.7614472	0.04541229	0.017004766	6.326815e-06	0.00091752934
n	0.2100805	0.6572794	0.0014182137	0.0003885924	0.1088095	0.020055916	0.0019362419	7.35468e-07	3.0953484e-05
t	0.00043356707	0.031272415	0.009376912	0.0035149977	0.7689838	0.14406508	0.040828638	0.0010411212	0.00048346317
a	0.065940835	0.1365086	0.5727758	0.17540023	0.02448643	0.023297518	0.00095814414	0.00023414589	0.0003983009
t	0.08531661	0.5479828	0.0058941995	0.0022091214	0.18733667	0.16767034	0.0035350344	1.8959174e-05	3.6226113e-05
i	0.014692795	0.12295688	0.21041693	0.053891726	0.26189905	0.2401653	0.07508223	0.015741166	0.00515391
k	0.11920408	0.58061564	0.026360376	0.0035040537	0.057165463	0.21156237	0.0015357164	4.3814165e-05	8.461464e-06
i	0.024724828	0.13168208	0.3661958	0.08280315	0.12726213	0.18033773	0.053173024	0.028918661	0.0049026245
a	0.04221345	0.33597055	0.03856315	0.004815351	0.10147565	0.47217596	0.0044893557	0.0002795071	1.7029259e-05
t	0.04891763	0.33125836	0.0096499305	0.003070486	0.5439679	0.033402633	0.028857354	0.00075381965	0.00012187852
è	0.010290138	0.07791973	0.42246437	0.16612875	0.14675668	0.085697405	0.03818692	0.045501918	0.0070540207
r	0.0016057057	0.02283288	0.009008675	0.010870444	0.36404625	0.58618695	0.004716885	0.00072451757	7.743288e-06
a	0.013030474	0.16662757	0.11999835	0.13904355	0.4297355	0.058929794	0.043654926	0.023818579	0.0051612686
t	0.00026538945	0.005402713	0.012446065	0.0020622744	0.33337665	0.5659712	0.07671371	0.0032841947	0.0004778723
i	0.00374687	0.072906636	0.0484596	0.041496366	0.40540147	0.16647214	0.14855914	0.101427235	0.011530577
n	8.955652e-05	0.0023427764	0.0059598824	0.0008313285	0.21110393	0.6162636	0.14654139	0.01633155	0.00053593126
ì	1.7834896e-05	0.0016298174	0.0016301671	0.0029860772	0.4947996	0.16901243	0.20513989	0.082285605	0.042498615
c	4.7400725e-05	0.0011827758	0.000691124	0.0017524778	0.41869512	0.4553587	0.07358016	0.047978025	0.000714204
h	0.010753547	0.22544293	0.004261549	0.007934183	0.59352815	0.03301263	0.0995152	0.022857346	0.0026944827
a	0.00044742192	0.0010557979	0.31710526	0.5529191	0.016227499	0.0772375	0.0038965873	0.030786484	0.0003243561
p	4.4904933e-05	0.0007794249	0.001137885	0.0001418127	0.21655339	0.10965071	0.49097347	0.019319903	0.16139852
à	1.1724529e-05	0.0040625897	0.0004239541	0.002194443	0.61742795	0.108179875	0.16593081	0.09934645	0.0024223046
r	1.4733176e-05	0.00020246075	0.0004985322	0.0008367759	0.4198593	0.3013291	0.16507679	0.10480628	0.007376015
o	0.0009130434	0.023667429	0.011659881	0.039404	0.60808617	0.046411682	0.13086629	0.101842396	0.03714911
n	4.8173424e-06	0.000104260966	0.002071458	0.00039476974	0.1342899	0.25129843	0.32314196	0.099304095	0.1893903
t	1.8309471e-06	0.00034686507	0.00015433539	0.0012852057	0.39066973	0.091923565	0.15877363	0.17191935	0.18492548
a	0.00065734057	0.001339298	0.18430564	0.26373586	0.027386436	0.11718208	0.034964275	0.36576173	0.004667393
s	8.7065255e-06	0.00010264151	0.001595351	0.00016006781	0.061775386	0.07639533	0.42394057	0.06157012	0.3744518
t	0.00019980512	0.009120037	0.000521789	0.0008307289	0.20513284	0.110414505	0.22604783	0.44346654	0.00426596
i	0.0006311581	0.0010687469	0.21630067	0.2893951	0.018389747	0.12125306	0.025668256	0.32635456	0.00093875267
n	3.1539e-06	3.634216e-05	0.0007729359	7.244402e-05	0.030583113	0.043117464	0.31075856	0.061222397	0.5534336
a	2.043147e-05	0.0009532466	0.00021917501	0.00055293203	0.12316097	0.09780212	0.18731369	0.5024299	0.087547526
g	1.6882562e-06	2.6212207e-05	0.0003523165	6.874075e-05	0.023392202	0.06723229	0.19702317	0.3400864	0.37181693
l	7.5380294e-06	0.0043045226	0.00010880813	0.00059260754	0.44449174	0.08352055	0.27161154	0.18360464	0.011758
i	0.00053262745	0.0013935536	0.23424082	0.27487046	0.052687272	0.116243824	0.047914423	0.22389965	0.048217423
s	9.819275e-07	9.6285685e-06	0.00028345274	2.6835858e-05	0.006750737	0.0076923324	0.07133638	0.020687161	0.8932125
ì	0.00013478483	0.0046834783	0.00039516567	0.00070890493	0.15460286	0.08201051	0.24394432	0.49816066	0.015359332
a	4.861703e-07	9.702721e-06	4.019946e-06	7.095989e-06	0.008044426	0.0060349395	0.022778884	0.8984234	0.064697094
</S>	3.1373514e-07	1.7044395e-05	1.6187935e-06	1.3193599e-06	0.0088084	0.00105968	0.010315362	0.028797908	0.95099837
