 	lo	sentii	che	arrivò	</S>
t	8.259118e-06	5.071842e-06	0.0002850143	0.001802958	0.9978987
o	0.0039680502	0.060546897	0.013708788	0.9166951	0.0050811553
n	0.013342704	0.89099514	0.029398564	0.065846115	0.0004174678
ì	0.0024632895	0.3019185	0.391642	0.30250072	0.0014755013
k	0.0026251234	0.68477505	0.07180016	0.2403123	0.00048735246
u	0.0080037825	0.09651887	0.3905806	0.49030071	0.014596009
s	0.07498407	0.6846733	0.19898564	0.036207266	0.0051497254
a	0.00778447	0.09892616	0.813042	0.0769442	0.0033032321
k	0.050424125	0.39654347	0.41066033	0.102772355	0.039599758
a	0.03551377	0.13089548	0.68322283	0.14173098	0.008636877
ì	0.022184685	0.120133944	0.52950007	0.18632777	0.14185347
r	5.4078282e-05	0.0014514435	0.020404348	0.97592545	0.0021647257
t	0.013240976	0.0719735	0.55874944	0.3446442	0.011391793
e	0.26176926	0.11546118	0.6212068	0.0013662888	0.00019639492
</S>	2.1350535e-05	0.0002232109	0.0022796625	0.2735441	0.7239317
