 	le	melanzane	vogliono	ee	girate	</S>
t	1.1847654e-05	2.5919768e-05	0.0012577807	0.0009013083	0.02627363	0.9715295
e	0.020545667	0.9498431	0.00691104	0.020848645	0.00082655135	0.0010249964
s	0.0017364967	0.99803346	5.0781637e-05	0.00012889683	7.903323e-06	4.2588395e-05
m	2.0171718e-05	0.99804175	0.00029530725	0.0016002541	2.7056501e-05	1.5432128e-05
a	0.015130325	0.85662377	0.12507853	0.0015047374	0.0013738	0.0002889283
r	0.0012075653	0.996403	0.001247969	0.001132134	5.109501e-06	4.3348355e-06
a	0.00216411	0.8389246	0.10253737	0.03488512	0.014394422	0.0070944624
n	0.0016633297	0.99554825	0.0012255423	0.0014820227	3.8145376e-05	4.273224e-05
g	0.00060633675	0.46605605	0.05893751	0.2533434	0.19488119	0.02617552
i	0.27356502	0.28740627	0.42875755	0.010248807	1.29456575e-05	9.336589e-06
à	0.0016779271	0.9900163	0.0002461321	0.0070674503	4.0938226e-05	0.00095120125
n	8.8872963e-07	0.97502553	8.25672e-06	0.024908148	1.5026869e-06	5.5575994e-05
e	0.00029344004	0.11313527	0.048714638	0.72171515	0.09948861	0.016652763
t	0.0057964316	0.93490136	0.011203344	0.027421992	0.011866382	0.008810496
è	0.005912338	0.39321727	0.35897854	0.06308245	0.17541979	0.0033896284
l	0.00024193461	0.8781223	0.0015223487	0.11724935	0.0008822829	0.0019818414
u	0.0015001826	0.2946128	0.119801	0.41015273	0.16392198	0.010011289
n	0.0018874984	0.5060089	0.016726943	0.09100923	0.14612816	0.23823929
e	2.3784048e-06	0.0073477323	0.0021185842	0.12814704	0.8432529	0.019131338
e	0.0003070562	0.5226827	0.009625349	0.14679167	0.17311186	0.14748132
e	5.0833737e-06	0.42468667	0.0048336214	0.5486004	0.010302231	0.011572012
v	6.6789626e-06	0.57864183	0.0068425853	0.38514772	0.016838819	0.012522395
o	0.0013476794	0.16218737	0.073621586	0.491251	0.23814005	0.03345231
t	0.0025281378	0.14147824	0.014314833	0.097808555	0.13319658	0.6106736
i	0.0042175795	0.21222903	0.17377171	0.095388465	0.51165956	0.0027336695
m	3.0604486e-05	0.008182161	0.0021848588	0.010484043	0.3157493	0.66336906
m	0.003891239	0.07219904	0.10270119	0.0134067405	0.80527836	0.0025234714
è	0.010923056	0.008256266	0.88546485	0.038059097	0.05727673	1.9968713e-05
n	3.2950325e-07	0.001118541	9.335307e-05	0.0043336684	0.23660487	0.7578493
e	4.4733824e-06	0.0015085809	0.0009806885	0.006914461	0.98459965	0.0059921164
</S>	1.3240025e-07	0.00083300256	0.000118843825	0.0032215833	0.09362834	0.9021981
