 	è	possibile	che	è	entrato	da	qui	</S>
i	1.0694429e-05	8.8653804e-05	2.5344452e-05	9.6554446e-05	0.0011189425	0.00053097965	0.03274261	0.9653863
s	0.87050575	0.012004412	0.06682622	0.04152885	0.0075928736	0.001104814	0.00041044885	2.6532243e-05
o	0.10382461	0.2458214	0.20940171	0.2781985	0.085431896	0.074291155	0.0029957073	3.4985675e-05
g	0.08766658	0.029507933	0.582255	0.29320747	0.00252767	0.0046894806	0.00013425987	1.1707176e-05
g	6.586313e-05	0.05450187	0.040177885	0.3702898	0.27360097	0.24071789	0.020627143	1.8580899e-05
è	0.012623317	0.9075973	0.067238115	0.0038390746	0.006582	0.0020314194	3.3517143e-05	5.5118944e-05
s	0.00054464495	0.40548873	0.05305835	0.004656288	0.53093374	0.005229529	8.815628e-05	5.690305e-07
t	0.0056931064	0.26340038	0.07482694	0.19384973	0.13366939	0.23348245	0.094625756	0.00045231395
e	0.029400684	0.0039039333	0.24673443	0.6960118	0.0008126395	0.017390845	0.0055353683	0.00021036924
k	0.0015428	0.09998193	0.18086235	0.2867385	0.105601564	0.2565564	0.05386465	0.014851749
a	0.006007405	0.09242258	0.05736881	0.26334193	0.061259173	0.25131905	0.2636045	0.0046765376
m	0.0027451147	0.0778867	0.15288253	0.25280023	0.041042585	0.37682247	0.07627614	0.01954423
b	0.0045458693	0.09386507	0.046934884	0.16699493	0.042212747	0.24252452	0.38787478	0.015047241
ì	0.018928826	0.011415276	0.11011669	0.6054842	0.011174431	0.14220822	0.09902977	0.0016426077
k	0.00010038908	0.14863788	0.015231944	0.032844663	0.17541535	0.24613209	0.20993146	0.17170618
e	0.0042624758	0.28353298	0.1968399	0.27814046	0.039956827	0.16222133	0.034013167	0.0010329052
a	0.00026167245	0.025409061	0.016617376	0.04575555	0.13161981	0.27582815	0.2997812	0.20472723
p	4.3965814e-05	0.008703489	0.005900375	0.010357169	0.72885966	0.047263924	0.07578077	0.12309071
ò	4.0501225e-05	0.01065104	0.003017282	0.029922074	0.082745634	0.13482738	0.69441885	0.04437722
t	4.495334e-07	0.005106922	0.0017212577	0.00700855	0.37068602	0.057048302	0.5228593	0.035569247
t	0.00029411263	0.03546174	0.008486381	0.046957806	0.049892213	0.14186792	0.7023203	0.014719615
u	0.005999526	0.008261607	0.043410134	0.35324767	0.02814949	0.20852011	0.34678215	0.005629377
</S>	4.830529e-07	0.0003367225	0.00011473309	0.000961158	0.017540501	0.013548446	0.11440299	0.85309505
