 	ho	messo	uno	specchio	sul	muro	</S>
è	2.4140596e-05	3.114221e-05	2.9214583e-05	5.9474987e-05	0.00040351533	0.008714372	0.9907382
v	0.0039624833	0.8593053	0.13622135	7.01193e-06	0.0005038087	1.15681836e-07	2.6703875e-10
a	0.2607157	0.71511394	0.021943776	0.00074148446	0.0009187915	0.00047925088	8.708152e-05
l	0.08949294	0.57919127	0.30681497	0.021276979	0.0028865428	0.00028839987	4.8890797e-05
a	0.30392468	0.13541453	0.30115917	0.13846183	0.1202812	0.0007522383	6.3415837e-06
è	0.69404066	0.1631394	0.07413465	0.06669977	0.0015257816	0.00044922243	1.0408241e-05
n	0.0046785017	0.5313464	0.4403102	0.002988809	0.020646658	2.9361227e-05	7.152217e-08
a	0.03672096	0.030247059	0.03850353	0.18000154	0.5676467	0.1452277	0.0016524849
n	0.3664485	0.04310653	0.0618662	0.5175357	0.00772397	0.0032393537	7.971268e-05
j	0.005185247	0.010901771	0.009593861	0.17850418	0.18222286	0.6081648	0.005427271
a	0.010350008	0.0030868063	0.020021101	0.16207685	0.68546844	0.11736123	0.0016355753
l	0.036230102	0.18970385	0.10491309	0.3847907	0.019167067	0.2586819	0.0065132855
ì	0.06248546	0.067413576	0.027760774	0.18829697	0.051678315	0.5933427	0.009022175
s	0.056911144	0.03964303	0.05822515	0.39781436	0.13226232	0.30009052	0.015053443
t	0.023689525	0.06187233	0.036401704	0.15267076	0.0863926	0.6307818	0.008191231
o	0.021397956	0.001724755	0.02244911	0.11206553	0.83640236	0.0059054918	5.472041e-05
t	0.0005641985	0.017844785	0.006945828	0.043723628	0.0023077885	0.8457108	0.082902946
ì	0.05939556	0.08768975	0.025892304	0.14239845	0.031838574	0.6453593	0.0074261264
c	0.0015176308	0.007320752	0.0036807926	0.036321815	0.021216415	0.7277726	0.20216994
h	0.00037419057	0.064370036	0.0700414	0.0460017	0.20096013	0.6172629	0.0009896165
o	0.004047117	0.0024064488	0.021125365	0.07561548	0.84695053	0.049643688	0.00021145942
</S>	9.388087e-06	0.00043254797	0.00018896298	0.0011295677	0.00010662498	0.30440477	0.69372815
