 	il	ladro	poteva	entrare	da	qui	</S>
o	2.4771994e-06	6.0080006e-06	2.5350582e-05	7.951361e-05	0.000358392	0.00535686	0.99417144
l	2.2372653e-06	0.9375859	0.06172845	0.0006666205	1.1605423e-05	5.0893827e-06	1.2508202e-07
à	0.0007583042	0.29320884	0.22151084	0.45952553	0.024028488	0.000954841	1.3272048e-05
d	4.2780655e-05	0.5205882	0.44044372	0.038172975	0.00071452383	3.7134858e-05	6.059061e-07
r	6.206427e-05	0.08944012	0.27856278	0.5967456	0.0331056	0.0020814103	2.312949e-06
o	0.0035082714	0.45732975	0.5358007	0.0030014275	0.00018717464	0.00010765431	6.509407e-05
ì	9.312204e-06	0.29358336	0.34902343	0.34027112	0.014444519	0.0025391486	0.00012906239
s	1.4324054e-09	0.022202667	0.323142	0.653774	0.0008284276	5.2288597e-05	5.107923e-07
o	0.00207062	0.07574284	0.22741854	0.12598976	0.34808794	0.21890034	0.0017899175
z	0.0002610617	0.07211061	0.42233077	0.12526494	0.32476258	0.051041897	0.004228147
e	0.00032825026	0.054628067	0.28277832	0.15358138	0.31907222	0.18498033	0.0046314844
è	3.630708e-05	0.0081710955	0.13858385	0.15771717	0.58904064	0.09297666	0.013474327
m	3.1878238e-09	0.0020107168	0.082183674	0.9047036	0.009062177	0.0019524075	8.744986e-05
b	0.0018338634	0.080141634	0.18413448	0.1112164	0.28880125	0.3303411	0.0035312492
i	0.03925864	0.11469955	0.4807146	0.00558918	0.14956531	0.20174716	0.008425562
a	1.942481e-06	0.00020111325	0.004823239	0.3004719	0.270454	0.2135207	0.21052715
p	2.1899318e-08	0.0006033359	0.034928698	0.8431708	0.06356292	0.028023632	0.029710593
ò	1.7519398e-05	0.006522221	0.09884369	0.21922028	0.2240178	0.43258336	0.018795224
t	3.3409207e-09	7.150739e-05	0.0027695256	0.27094623	0.08562131	0.572409	0.06818245
t	0.0001609777	0.026231503	0.11568474	0.19151054	0.21657322	0.43992913	0.009909872
u	0.02165401	0.041612886	0.19669972	0.013950673	0.25482625	0.45918223	0.012074245
</S>	3.6236415e-08	1.7881433e-06	4.0291303e-05	0.010199636	0.015255078	0.07040421	0.9040989
