 	possono	essere	ancora	svegli	</S>
i	1.150185e-05	1.8512987e-05	0.00013841919	0.036991604	0.9628399
s	0.8676449	0.11349024	0.018818436	2.8656073e-05	1.7754855e-05
ò	0.27943483	0.58231556	0.13584438	0.0021046288	0.0003006397
z	0.81681216	0.12868679	0.05448591	6.270547e-06	8.87766e-06
o	0.0661421	0.33888933	0.47732615	0.11182463	0.0058178045
n	0.5063445	0.16819318	0.32449684	0.00039967246	0.00056582695
e	0.0019604089	0.089740284	0.48889717	0.41534406	0.004058066
ì	0.118475236	0.16841216	0.71166474	0.0006610044	0.0007869304
n	0.015838046	0.6000087	0.3841039	2.6190797e-05	2.316056e-05
e	0.014622422	0.097681545	0.1325064	0.7411082	0.014081436
a	0.009906626	0.0750604	0.91204524	0.0016892762	0.0012985127
n	0.009979145	0.3374091	0.65021306	0.0009200117	0.0014787097
k	0.00073867606	0.009401671	0.035957754	0.9234557	0.030446226
ò	0.032517284	0.19248106	0.6991372	0.07531451	0.0005500183
r	0.012234009	0.057186656	0.8115118	0.04562506	0.07344249
a	0.020458916	0.08195438	0.64761704	0.247364	0.0026057593
a	0.0027910601	0.050296158	0.5151019	0.08179661	0.3500143
t	0.0030105915	0.1120993	0.8012144	0.022136398	0.061539333
s	0.0013835159	0.00744657	0.041304134	0.9020573	0.047808517
ù	0.0046357266	0.04590871	0.3516831	0.59302086	0.0047516106
n	0.0006786832	0.009014467	0.35066083	0.20922686	0.4304191
n	0.00012512262	0.0016059561	0.01576614	0.96714395	0.015358836
i	0.00062525406	0.00921601	0.09200418	0.85682327	0.041331302
t	5.601147e-06	0.00045282886	0.013029488	0.037102055	0.94941
i	0.0069800764	0.030398067	0.2999146	0.65739554	0.0053117066
</S>	6.682499e-06	0.0003905596	0.022451514	0.10078022	0.8763711
