 	io	non	so	cosa	è	da	scrivere	</S>
e	6.8438116e-05	3.9280727e-05	7.3640906e-05	9.9465724e-05	0.00016477541	0.004076471	0.010629533	0.98484844
v	0.9913332	0.006743492	0.0015016001	0.00027696977	0.00014252125	9.1661894e-07	1.2411746e-06	4.5876906e-08
ò	0.3335007	0.4818198	0.17291653	0.008843933	0.0026205692	4.4865075e-05	0.00025320248	3.7880292e-07
e	0.122977816	0.7178921	0.14632796	0.010316102	0.0024272013	1.0156658e-05	4.6634534e-05	1.9317167e-06
n	0.082422264	0.5123656	0.24656425	0.09057289	0.067854166	4.689129e-05	0.0001733054	6.1456126e-07
e	0.00605474	0.18793398	0.3945004	0.1632123	0.12609737	0.086902566	0.035103507	0.00019502504
s	0.000262436	0.09437408	0.7971297	0.0976355	0.010289685	0.0002569615	4.896994e-05	2.755199e-06
s	0.0032363937	0.049950995	0.30559936	0.12696692	0.08775799	0.3738726	0.049731396	0.0028843612
è	0.0018892821	0.16774468	0.47309306	0.1839885	0.12932497	0.042253718	0.0014591878	0.00024667158
r	0.00058241066	0.1251864	0.6189377	0.19387731	0.046094406	0.00463512	0.009960746	0.0007259313
o	0.007887656	0.06001697	0.33109975	0.23129195	0.07404649	0.23216377	0.061532527	0.0019608594
t	3.5082772e-05	0.027530499	0.62149394	0.26156077	0.06319506	0.010210443	0.014137603	0.0018366822
i	0.004256801	0.04417641	0.22823922	0.12769929	0.06737588	0.4000058	0.12288628	0.0053603053
e	2.1003774e-05	0.027852071	0.5486779	0.18606968	0.15502597	0.043855254	0.03511292	0.0033851936
n	0.0029033949	0.12529336	0.11654015	0.06870317	0.59602493	0.035237428	0.048147324	0.007150239
a	0.00061286107	0.014066745	0.058068976	0.031892966	0.037337363	0.66242296	0.17079371	0.024804393
g	1.7665247e-05	0.014440393	0.2536642	0.105353326	0.33154705	0.12725465	0.15310396	0.014618724
r	4.804846e-05	0.004508745	0.028336743	0.06694925	0.10318874	0.2317738	0.56418794	0.0010067654
à	0.0009299961	0.037419364	0.075753	0.08003829	0.24945895	0.41797954	0.118911	0.019509846
s	7.2683542e-06	0.0019186235	0.019931499	0.014017612	0.024372146	0.018473925	0.6112557	0.3100232
s	0.0014242515	0.019117363	0.10890963	0.10502544	0.036988117	0.40345538	0.30901355	0.016066285
o	0.0030812572	0.009784504	0.019129707	0.020497987	0.088015035	0.77196795	0.08648776	0.0010357895
</S>	1.2256395e-06	0.00023811452	0.0048991162	0.0037072173	0.011698314	0.026802057	0.17353569	0.77911824
