 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.00012203314	0.00014684422	0.00067205465	0.00043888524	0.09484281	0.0014060986	0.042933226	0.072580494	0.1676765	0.03355315	0.0111309495	0.003713586	0.07908868	0.07096621	0.079016306	0.34171215
n	0.6990039	0.30094793	5.2526575e-06	1.0790969e-07	9.812062e-09	4.223812e-05	1.1494279e-09	1.4891953e-10	6.5618966e-10	2.0874299e-07	2.2826796e-07	1.05064316e-07	9.949277e-09	2.2760431e-09	1.7335305e-10	3.2858627e-10
ì	0.017159484	0.68151325	0.009074021	7.9014244e-05	0.00012631017	0.28026733	1.5332444e-05	4.5256625e-06	5.707973e-05	0.0022106702	0.003740354	0.0054051694	0.00030546155	3.556306e-05	4.669732e-06	1.7405088e-06
c	0.63279265	0.3669365	3.787481e-05	2.90631e-06	1.4179823e-06	0.00022627453	2.9998848e-08	1.7873884e-08	4.924399e-08	1.2974045e-06	7.265048e-07	2.9034362e-07	3.3018754e-08	1.1875133e-09	1.565676e-10	4.131438e-11
h	0.008055341	0.90100336	0.0059099044	0.00018816866	0.00937343	0.031234875	0.00017027951	0.0003240475	0.001455304	0.007183795	0.005019389	0.023850556	0.0056519606	0.0005680982	8.947033e-06	2.566744e-06
a	0.031160085	0.111746915	0.72115284	0.03556697	0.028301427	0.020370452	0.029786149	0.009879163	0.010222715	0.00055742444	0.0007911651	0.00044760678	1.30819535e-05	1.3503367e-06	1.1434089e-06	1.559014e-06
t	0.018513598	0.85957783	0.00012888909	3.876224e-05	2.8057802e-06	0.11227592	4.3327996e-06	2.1278993e-06	8.881564e-06	0.00043270126	0.0035810412	0.0054003983	1.672194e-05	5.6664812e-06	8.413293e-06	1.8921127e-06
o	0.0034546964	0.13674116	0.03403809	0.0042986153	0.03918167	0.5095005	0.0053180936	0.00507791	0.09037488	0.04337074	0.06730331	0.048204258	0.007430423	0.0018670454	0.0025896921	0.0012489192
r	0.059271097	0.90898126	0.0066767223	0.00023611332	7.617584e-05	0.023821997	6.1320956e-05	1.895617e-05	1.5026344e-05	0.00021334643	0.0005105854	0.000109020955	6.8084832e-06	8.0113705e-07	6.711143e-07	1.2062806e-07
ì	0.0012019114	0.08678933	0.017000848	0.003507333	0.06979947	0.46509928	0.007147853	0.008799155	0.15412258	0.07111371	0.0723112	0.025739228	0.011164464	0.0020647396	0.002867895	0.0012709505
s	0.071669675	0.90470916	0.00076409196	0.0001102209	0.00015267817	0.021452708	9.598426e-06	9.999896e-06	1.1087238e-05	0.0005174211	0.00044756307	0.00012153171	2.3101285e-05	9.664849e-07	1.2324116e-07	2.2723782e-08
o	0.00219049	0.10911859	0.010905777	0.0061202887	0.06272981	0.28031254	0.010875294	0.024041096	0.29484788	0.06360328	0.07469097	0.043236066	0.009150836	0.0030033106	0.003852269	0.0013214448
