 	le	melanzane	vogliono	girate	</S>
e	5.6326126e-06	1.4149507e-05	0.0022105086	0.014538301	0.9832314
m	1.4491845e-05	0.99970955	5.6066052e-05	5.709693e-05	0.00016279401
a	0.08105107	0.81186026	0.08817195	0.015893921	0.0030228356
r	0.018708292	0.9807499	0.0001404886	0.00022589935	0.00017534668
a	0.004413314	0.9595118	0.014640341	0.012673506	0.008761067
n	0.0057545756	0.99334335	0.0002147515	0.00030248216	0.00038485552
g	0.001811664	0.60164154	0.080616824	0.2878263	0.028103588
i	0.7105005	0.28446338	0.00496233	5.7097557e-05	1.6784777e-05
à	0.0010999942	0.9982116	5.6955705e-06	3.318753e-05	0.0006495248
n	4.0267764e-07	0.9999453	1.0407913e-06	6.884382e-07	5.2610358e-05
e	0.0014244674	0.34364012	0.33596346	0.29104677	0.027925184
e	0.00742864	0.96227586	0.0027391347	0.013502142	0.01405434
t	3.9140987e-06	0.9990644	0.00039048493	0.00012313148	0.00041803397
è	0.006334193	0.078092046	0.67446625	0.236154	0.0049535064
l	0.00024667906	0.9890325	0.0007172033	0.0042362344	0.0057673748
u	0.0037055865	0.3440301	0.40083343	0.2436558	0.0077750725
n	0.0010964539	0.4265587	0.00868736	0.22167976	0.34197772
v	1.7908374e-06	0.0041902624	0.005863981	0.97365046	0.01629359
o	0.027508056	0.2322147	0.49645498	0.23826486	0.005557339
t	0.006766174	0.12791732	0.0013659257	0.07486069	0.7890899
i	0.003578738	0.21844074	0.1259869	0.6502991	0.0016945712
m	4.826265e-05	0.035590947	0.002225601	0.28739083	0.67474437
m	0.0021515302	0.020096542	0.18351735	0.7912469	0.002987691
è	0.024972504	0.014393142	0.87271106	0.087843545	7.9679485e-05
n	8.7268546e-07	0.0028376598	0.00036559365	0.15891619	0.83787966
e	7.178274e-06	0.0027420344	0.005742217	0.98749256	0.0040161065
</S>	1.9828096e-07	0.0022825855	0.00013225283	0.051641934	0.94594306
