 	mio	padre	ha	lavorato	sempre	</S>
o	1.7144308e-06	9.937417e-06	9.216281e-06	0.00051136565	0.01893602	0.98053175
c	0.00015558087	0.96619415	0.032261234	0.001362849	8.981538e-06	1.7209075e-05
i	0.0019982355	0.7936612	0.19125044	0.013013366	5.8408823e-05	1.8403374e-05
ù	0.0030281455	0.68862426	0.3052775	0.0023777867	7.106559e-06	0.000685235
r	5.5539917e-05	0.6652332	0.33434907	0.00035545666	3.6224156e-07	6.3936873e-06
i	0.0022474367	0.38971683	0.41048852	0.18228228	0.014210171	0.0010547737
m	0.020822803	0.78653	0.15913752	0.031099677	0.0014778657	0.00093205424
m	0.0088314265	0.30155498	0.11889125	0.3761042	0.19099136	0.0036266851
u	0.25788912	0.73849803	0.0004806192	0.00227421	0.00085078087	7.1753357e-06
è	0.00020126067	0.03852197	0.67318034	0.26042026	0.017667955	0.010008304
p	1.9368192e-06	0.17593946	0.8193623	0.0041274037	1.8284429e-05	0.00055067166
o	0.0010852	0.21181978	0.35300115	0.24408084	0.18312988	0.0068830703
l	0.0004302	0.08405711	0.20994036	0.46073708	0.14938669	0.09544859
e	0.0005223379	0.05324314	0.07007828	0.23090167	0.63265824	0.012596258
m	8.452086e-05	0.03802984	0.0975377	0.5893984	0.19802336	0.07692613
i	0.0021775956	0.05350003	0.02443402	0.16443016	0.7507903	0.004667893
m	9.780399e-06	0.006808186	0.024891747	0.65082055	0.24937236	0.06809741
m	0.00085772754	0.02068571	0.009940344	0.113303326	0.8514428	0.0037699903
è	0.033202346	0.1722782	0.01288631	0.3787492	0.4028071	7.68859e-05
n	1.2572567e-06	0.00024224923	0.0026750525	0.053804833	0.22639659	0.7168801
a	2.973983e-06	0.0006449967	0.009464265	0.057738725	0.92842114	0.0037279364
p	1.3956301e-07	8.8614375e-05	0.0023266906	0.03162273	0.062919244	0.90304255
à	2.0015412e-05	0.0036538118	0.009086825	0.055741426	0.86364275	0.0678552
n	1.5230422e-07	0.0034452155	0.042744674	0.17538072	0.5729607	0.20546854
t	4.2885977e-06	0.0005033517	0.0053531635	0.019086812	0.47783926	0.49721313
a	0.004369794	0.026033863	0.009117617	0.3452917	0.6091498	0.006037169
</S>	5.2550917e-08	6.568533e-06	5.700751e-05	0.0014300674	0.02013963	0.9783667
