 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	2.2462187e-05	2.8193837e-05	4.998428e-05	0.00015608869	0.00042019936	0.000988826	0.0097697275	0.015930835	0.077381484	0.13578556	0.7594666
d	0.099882014	0.8587058	0.008264719	0.027992412	0.0042339936	0.00082470465	6.627108e-05	2.8653087e-05	1.3089141e-06	7.1637366e-08	1.4346861e-08
e	0.03255966	0.22593212	0.014505219	0.49319884	0.14515938	0.06757275	0.01852447	0.0023971463	0.0001299485	2.0365824e-05	1.2362382e-07
r	0.015461417	0.6346787	0.036625717	0.2684863	0.039835077	0.0038879246	0.000794036	0.00020959014	1.5224402e-05	3.6736324e-06	2.2966324e-06
f	0.00080945465	0.0901232	0.080036536	0.5535561	0.22218615	0.029130587	0.01636172	0.006031185	0.0011646524	0.00042721583	0.00017317916
ì	0.007113335	0.31968063	0.44281203	0.19392072	0.034276698	0.0012248739	0.00089499675	7.010905e-05	6.255584e-06	2.3855836e-07	4.8065335e-08
m	0.035568386	0.33120358	0.091673784	0.47445798	0.05668925	0.008609422	0.0015846584	0.00018424349	2.5125131e-05	2.795296e-06	6.561871e-07
u	0.012894112	0.17717177	0.15256608	0.23903652	0.15642245	0.031914085	0.073095836	0.032011323	0.09645127	0.02572479	0.002711802
e	0.0028389327	0.121835195	0.055185486	0.4915018	0.21543238	0.037498634	0.057345804	0.014444801	0.0038788437	2.9720819e-05	8.400781e-06
n	0.0023825325	0.17627726	0.093118116	0.5183518	0.14987046	0.043232393	0.008403632	0.0077453405	0.00052375643	8.639504e-05	8.322888e-06
è	0.0010498358	0.025880376	0.038335264	0.20645297	0.21040647	0.06765018	0.18112122	0.08433335	0.13898347	0.043637935	0.002148883
e	0.000102263606	0.003148953	0.022317765	0.54743	0.18888107	0.1262178	0.0917447	0.01719785	0.0028983892	5.986708e-05	1.4209234e-06
r	2.8641169e-05	0.01037459	0.013528428	0.6320591	0.20114966	0.11469106	0.0139667485	0.013108176	0.00036554143	0.00061539083	0.00011272389
t	0.0010555048	0.028131511	0.10561583	0.2466612	0.24448086	0.08555511	0.09297455	0.05583314	0.0697696	0.06710285	0.0028198
o	0.002081531	0.027374381	0.1976821	0.26396942	0.26429185	0.080630146	0.11299996	0.03417385	0.016431984	0.0003546615	1.0139108e-05
m	5.3158426e-05	0.0017477343	0.0023871614	0.06292552	0.08837621	0.09580612	0.31419042	0.22088353	0.19688271	0.0152492365	0.0014982132
è	0.0029423598	0.012859386	0.013879472	0.033343136	0.028345002	0.016995884	0.10266706	0.09596565	0.6326543	0.058552854	0.0017948091
n	6.4665287e-06	3.192093e-05	0.00016196245	0.016489705	0.028269446	0.1135105	0.40713185	0.28729567	0.12900545	0.017716737	0.00038038153
a	8.7591366e-07	0.0001103005	0.0017049294	0.020413868	0.0292836	0.043145042	0.029691778	0.03381368	0.11685769	0.7179055	0.007072743
a	7.5539742e-06	0.00019087532	0.00037193543	0.0137009565	0.027537417	0.04767123	0.3007311	0.30091903	0.25467086	0.047827423	0.0063716643
n	8.490498e-05	0.0007281549	0.0021739935	0.03250941	0.044772197	0.10184766	0.22871141	0.44385305	0.08644828	0.051417563	0.0074533275
k	2.6103036e-05	0.0008031768	0.003519717	0.020750644	0.036384355	0.029020118	0.053950056	0.04673162	0.15542307	0.62273073	0.030660445
ò	0.0008500311	0.013241752	0.09096364	0.13815208	0.22138837	0.11137957	0.16895346	0.12873544	0.104732856	0.021285137	0.00031776127
r	9.939655e-06	3.3053537e-05	6.195653e-05	0.00329038	0.007978968	0.025929315	0.2022429	0.181942	0.25892115	0.21043977	0.109150566
a	0.0003538226	0.0025627424	0.0047509912	0.025400035	0.02029965	0.021700745	0.06692861	0.07815275	0.6460935	0.13225111	0.0015060932
e	4.9443447e-06	5.5261953e-05	0.0001101958	0.0030276089	0.00804316	0.018760283	0.17576164	0.23014699	0.29540214	0.19807732	0.07061042
t	3.019556e-05	0.00015491837	0.0003084018	0.0057292366	0.012025172	0.034188543	0.22432357	0.4643852	0.14396963	0.08099744	0.03388763
t	0.00026191692	0.002787609	0.007737756	0.022218028	0.033729576	0.025810432	0.08299275	0.08443011	0.30367416	0.4167333	0.0196244
ù	0.00054145337	0.003415042	0.017419497	0.04253367	0.10131071	0.096701965	0.25081766	0.21848558	0.22699848	0.041570615	0.00020535736
</S>	1.1891278e-06	2.0410364e-06	3.204925e-06	0.0002136199	0.0007180729	0.0032672128	0.047032993	0.058606897	0.10000641	0.23859917	0.55154914
