 	le	melanzane	vogliono	girate	</S>
i	5.6326126e-06	1.4149507e-05	0.0022105086	0.014538301	0.9832314
m	1.8500292e-05	0.99969304	5.3725846e-05	6.3492735e-05	0.00017121178
a	0.08006477	0.8150656	0.08611982	0.015755858	0.0029939923
r	0.020197721	0.9792396	0.00014615666	0.00023596329	0.00018060092
a	0.004525793	0.95955706	0.014648992	0.0126147745	0.008653404
n	0.0058625205	0.99322695	0.00022060679	0.0003058359	0.00038412292
g	0.0019038229	0.5978599	0.08246506	0.28949824	0.028272904
i	0.7130721	0.28181672	0.0050367247	5.7627003e-05	1.6820404e-05
à	0.0011262118	0.99819154	5.797302e-06	3.3405646e-05	0.0006430157
n	4.097255e-07	0.9999442	1.0710996e-06	7.1137686e-07	5.369811e-05
e	0.0014446544	0.341564	0.3391458	0.29016843	0.027677173
i	0.007503731	0.9617998	0.0027858599	0.013724153	0.014186459
t	3.6589163e-06	0.99915195	0.0003541838	0.000120937395	0.00036923538
è	0.0069834124	0.083257794	0.6771894	0.22776866	0.004800682
l	0.0002569833	0.9884015	0.000749646	0.004530482	0.0060614957
u	0.003947672	0.3405986	0.40724838	0.24081747	0.007387823
n	0.0010928554	0.4259969	0.008982852	0.22714178	0.33678564
e	1.8651332e-06	0.004214906	0.0059052496	0.9737932	0.016084759
v	0.00016043577	0.39469308	0.0062826294	0.25380272	0.3450611
o	0.00079603615	0.5954521	0.012909617	0.37186643	0.018975835
t	0.0027120989	0.4079641	0.0009003449	0.092864685	0.49555874
i	0.00454199	0.3541957	0.1602639	0.47901663	0.0019817182
m	3.186815e-05	0.017223358	0.0015633209	0.2449216	0.7362599
m	0.0037029386	0.051904112	0.1872559	0.7546665	0.0024706065
è	0.012063714	0.007910581	0.9081894	0.07180914	2.7202035e-05
n	4.2244307e-07	0.0028107306	0.00044219187	0.17031726	0.8264294
e	6.5476597e-06	0.0021269235	0.005161349	0.98706144	0.0056436905
</S>	1.1988756e-07	0.001856733	0.00018897468	0.052818876	0.9451353
