 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.00032267772	9.736921e-05	1.4192553e-05	2.7418175e-06	1.7049784e-05	0.00012926268	0.0005975866	0.09834571	0.9004734
ò	0.9658681	0.028085627	0.0033140124	0.00048108795	0.0017002634	0.00051463145	1.3392604e-05	2.1010512e-05	1.8998012e-06
t	0.92819655	0.064257026	0.0075109885	3.0183626e-05	5.246809e-06	6.4215754e-08	7.5286435e-09	4.976428e-11	1.0838837e-10
t	0.9362598	0.014037001	0.0035102877	0.0005778731	0.013951188	0.019052925	0.0012153545	0.010822011	0.0005736369
i	0.0036313646	0.05086907	0.40933174	0.5349737	0.0011402223	4.1737e-05	6.127203e-06	5.116083e-06	1.0066826e-06
è	0.46661517	0.19312857	0.21255392	0.043995112	0.08235454	0.0012090241	0.00010317448	2.4718696e-05	1.5800455e-05
t	0.99833834	0.0014210244	0.00023847698	3.7022946e-07	1.7668151e-06	5.7498815e-09	3.4816422e-10	6.1506524e-13	8.092177e-13
t	0.44631654	0.12777735	0.11893224	0.04330981	0.02504656	0.06724788	0.028057665	0.14179306	0.0015187935
a	0.00018417678	0.0103098955	0.25635353	0.732646	0.00040892826	5.3733158e-05	2.4172565e-05	1.1676566e-05	7.850287e-06
s	0.06308808	0.26116034	0.34427732	0.16235034	0.15979813	0.008085245	0.0011377664	5.6399873e-05	4.634198e-05
e	0.07674352	0.119652346	0.17853858	0.10562727	0.04836107	0.28322992	0.10032772	0.07723546	0.010284065
o	0.0039249733	0.21119034	0.50786054	0.23675914	0.030725652	0.007915556	0.0015792855	2.413993e-05	2.0331427e-05
G	0.99286205	0.0042018513	0.0014017143	7.555687e-05	0.0013873148	6.452991e-05	6.962826e-06	7.2355024e-09	1.2080425e-08
i	0.3911888	0.17825834	0.12540127	0.019779528	0.022392375	0.04566489	0.057047483	0.1576161	0.002651213
o	0.00033397463	0.10626788	0.48904395	0.37108296	0.01379069	0.016800268	0.002663192	9.93174e-06	7.2707217e-06
v	0.92974806	0.028949317	0.023866145	0.0039821356	0.011500931	0.0017021858	0.00025088046	1.4247108e-07	1.4678795e-07
à	0.4462144	0.32064736	0.15124902	0.0072375406	0.009560408	0.021311993	0.015319433	0.028279832	0.00018002292
n	0.0003931188	0.24442042	0.72155625	0.022675324	0.007992767	0.0019092342	0.0010487153	1.6644046e-06	2.5372847e-06
n	0.0049432535	0.010364236	0.013127511	0.0034167978	0.055245284	0.16341482	0.25630885	0.4922409	0.0009383299
i	2.3168705e-05	0.0038645624	0.05745623	0.85332024	0.060075544	0.010479494	0.008296923	0.006281161	0.00020278174
e	8.601091e-05	0.038523715	0.04972656	0.067187384	0.3669589	0.39580968	0.07295688	0.0053770076	0.0033738748
A	0.09154412	0.034992076	0.044297453	0.008575627	0.67286867	0.120964736	0.026542364	8.045169e-05	0.00013449987
n	0.029328324	0.33479565	0.5254527	0.025232265	0.066415556	0.011988155	0.0065691015	6.4537664e-05	0.00015363321
n	0.0009452564	0.0028922556	0.002082576	0.0009732849	0.010129682	0.043319073	0.058692366	0.8780658	0.0028997678
a	0.00055441185	0.0073453416	0.039863843	0.40790063	0.08276366	0.14600901	0.26063624	0.05341595	0.0015108669
ì	1.5926236e-05	0.0091647515	0.012022047	0.021747494	0.14448853	0.6597932	0.116883665	0.023025442	0.012858866
s	0.6290425	0.15482163	0.16974764	0.0023733792	0.021062309	0.010840189	0.012017192	3.8202794e-05	5.6967234e-05
t	0.013553143	0.015202644	0.011920544	0.0030466039	0.022380797	0.030290749	0.052430645	0.8407845	0.010390395
i	0.00043916458	0.005287073	0.03838613	0.45846048	0.025424266	0.08565214	0.379249	0.0070230826	7.860432e-05
g	8.508633e-06	0.00362435	0.0040240665	0.007358137	0.08864581	0.6253537	0.08375777	0.10424111	0.08298653
g	0.0021467656	0.035465866	0.048283003	0.0021240895	0.03332142	0.13808921	0.7036759	0.03668556	0.00020815471
h	0.0052369786	0.03806342	0.1029925	0.29638976	0.04431283	0.14499731	0.29187927	0.07522204	0.00090587506
e	0.0010804144	0.004128465	0.012548653	0.06447551	0.024530277	0.15232234	0.66911346	0.07159345	0.00020744413
c	8.7223225e-06	0.0021437004	0.0022945027	0.0037642347	0.05170404	0.38178837	0.049800403	0.23163216	0.27686384
è	0.0015991038	0.027908754	0.03608112	0.0016385546	0.030031864	0.15147421	0.7157909	0.03525088	0.00022461849
p	0.0016464848	0.09299642	0.124527134	0.032202426	0.0710617	0.14035186	0.0856961	0.34045172	0.11106611
l	0.018006254	0.03514369	0.020001825	0.00084909424	0.027635865	0.03290352	0.14985655	0.68557954	0.030023748
o	0.00061539834	0.009288451	0.0388061	0.2866702	0.17104511	0.2039044	0.20815027	0.077599436	0.0039206007
n	1.3501727e-06	0.00027505384	0.00030368374	0.0005528359	0.0063448236	0.046616673	0.006785497	0.13656645	0.80255365
n	9.934948e-06	0.0002573615	0.00026533537	0.0001507795	0.004775333	0.04286433	0.20545799	0.7264181	0.019800872
e	0.00017265847	0.0013950191	0.004431075	0.03516148	0.035729542	0.13405077	0.23270164	0.5438197	0.012538098
</S>	1.0300386e-06	0.00011787498	0.00013394399	0.00036759308	0.0064615915	0.13051958	0.030000959	0.17395617	0.65844125
