 	non	sapeva	dove	a	stare	</S>
e	3.1460283e-06	3.4261834e-06	1.0152212e-05	0.00013773254	0.11405604	0.8857895
n	0.96525925	0.00077152427	0.03333144	0.0005691348	1.5565854e-05	5.3049247e-05
ì	0.025258295	0.0075603235	0.9636072	0.002796477	0.00038269282	0.00039489238
s	0.52292824	0.072061904	0.3962014	0.007571988	0.0005789464	0.0006575577
s	0.025078598	0.007340211	0.8982889	0.044410482	0.02127717	0.003604727
e	0.0016528716	0.9850852	0.00069093023	0.00036753935	0.012168378	3.5085155e-05
r	0.02016238	0.005139595	0.9648421	0.0077907597	0.0001536407	0.0019115581
e	0.020335227	0.024948243	0.81458867	0.02633404	0.09903829	0.014755486
p	0.016379964	0.02481376	0.94348913	0.008678386	0.0015009649	0.005137896
u	0.0029621546	0.0037833527	0.7645638	0.07790901	0.12578896	0.024992738
n	0.004772563	0.012637106	0.92429394	0.017015208	0.009149938	0.032131176
a	0.00035146272	0.0025362722	0.19461153	0.19032031	0.44147697	0.17070343
s	0.0019942801	0.0042409706	0.79032457	0.028438106	0.02991616	0.14508587
t	0.006463965	0.0035139814	0.5476858	0.086270735	0.25214925	0.103916295
a	0.0033388254	0.098572366	0.0093941195	0.011464376	0.8761144	0.0011158842
s	0.00022135356	0.00034339473	0.23727182	0.01884356	0.010131154	0.73318875
ì	0.012330835	0.001180283	0.936301	0.02309026	0.023626426	0.003471242
</S>	0.0003170322	1.9334771e-05	0.037355237	0.02827509	0.18987459	0.74415874
