 	lo	ho	finito	di	fare	</S>
t	7.37782e-06	4.9648306e-06	8.236494e-05	0.000595289	0.008264261	0.9910458
o	0.022108	0.849299	0.0002514257	0.037763815	0.08532246	0.0052553336
s	0.0034583253	0.9886568	3.0676267e-05	0.0076334444	0.00016024482	6.045244e-05
p	0.00011670717	0.80281544	2.7530508e-05	0.18734223	0.008767746	0.0009303354
ì	0.36684647	0.43602586	0.009025614	0.18212596	0.005734464	0.0002415861
c	0.0021757232	0.9490272	6.3764026e-05	0.040155053	0.007945425	0.0006327481
c	0.0010463424	0.08627679	0.00028864288	0.7059468	0.20613226	0.0003091838
e	0.7569923	0.22793892	0.0064020515	0.0048691235	0.0014788919	0.0023188572
t	0.00034998573	0.7867279	2.574851e-05	0.03381252	0.10672334	0.07236049
s	0.004440162	0.04600926	0.009509853	0.6671228	0.2713298	0.0015882377
a	0.13194355	0.004065555	0.8556913	0.0058265994	0.0024177693	5.520565e-05
a	0.0011995699	0.43735862	0.00027506484	0.16378582	0.13400063	0.26338032
t	0.00018230196	0.6624413	5.0328967e-05	0.0734438	0.20231737	0.061564833
s	0.017713526	0.027186718	0.041563734	0.37556174	0.511163	0.026811315
è	0.1454586	0.014330791	0.67069006	0.12217623	0.046142057	0.001202356
k	0.0008651658	0.02398157	0.00013532849	0.16386913	0.30665773	0.5044911
à	0.0013572096	0.24087502	0.0008315871	0.73770833	0.018914025	0.00031388874
m	4.6986377e-05	0.002423752	1.3260246e-05	0.0324629	0.25371945	0.71133363
i	0.0013065881	0.1304066	0.001657489	0.78661376	0.07552359	0.0044919387
</S>	3.6803567e-06	0.0010731252	1.702174e-05	0.025274422	0.1331873	0.84044445
