 	qui	dentro	deve	mettere	un	tappeto	</S>
c	1.6370248e-05	2.5315785e-05	4.3474345e-05	4.670936e-05	0.004192802	0.031256787	0.96441853
i	0.048733495	0.8937159	0.03348366	0.023823947	0.00014774056	9.2702656e-05	2.49411e-06
ù	0.20165078	0.6852979	0.059726186	0.05324736	2.4232256e-06	6.05442e-05	1.4834731e-05
m	0.13774909	0.58815503	0.026856607	0.2472031	5.199771e-06	3.0423524e-05	5.822365e-07
è	0.0142796505	0.09061048	0.077845484	0.03490295	0.7265813	0.052121725	0.0036584376
s	0.058856767	0.7864036	0.055977546	0.09859126	0.00011230835	5.2840154e-05	5.7584434e-06
a	0.0121503575	0.0776619	0.10316857	0.12337527	0.6655358	0.017429965	0.00067815534
è	0.020066818	0.5884502	0.15825406	0.22730717	0.0030658634	0.0016157953	0.0012401711
n	0.0013223782	0.061210323	0.031597216	0.90566325	9.3876315e-06	0.00019620747	1.2612811e-06
a	0.0025876858	0.017921358	0.02150526	0.012383421	0.89991015	0.045024395	0.0006676651
v	0.0038767469	0.5645924	0.22830248	0.1522388	0.03734581	0.009647231	0.003996575
à	0.0003243236	0.031808976	0.09317349	0.28297144	0.28746626	0.3037714	0.0004841661
l	0.00033808887	0.10422227	0.0829385	0.6788146	0.00259231	0.12686014	0.0042341854
i	0.0034181066	0.036063187	0.06424466	0.08050995	0.70305425	0.11072886	0.001980967
è	0.00027823428	0.12246619	0.12887737	0.197718	0.027839065	0.3232628	0.19955836
n	0.00027244267	0.020516738	0.03971001	0.7773026	0.0011516187	0.15946954	0.0015770135
a	0.0005578127	0.007817782	0.016428186	0.021644749	0.6859582	0.25556278	0.01203047
t	3.534045e-05	0.011956399	0.017071275	0.027104259	0.0113121485	0.6490082	0.28351232
a	0.0020135103	0.023930319	0.03818551	0.0216719	0.4785685	0.41473448	0.020895896
p	2.0904467e-05	0.0045516477	0.0066916435	0.008565414	0.008653471	0.74866784	0.22284909
p	8.065437e-05	0.005535602	0.02107203	0.040382646	0.04776871	0.87689215	0.008268152
è	0.0003921385	0.0022878745	0.0045585553	0.009879994	0.90991	0.061687224	0.011284125
t	3.5079918e-06	0.00023926806	0.00032882486	0.0008169505	5.028933e-05	0.7166825	0.2818787
o	0.0031831507	0.0446359	0.05508256	0.018634517	0.35509464	0.4631095	0.060259756
</S>	7.771677e-07	0.00012277075	0.00020728128	0.00018734897	0.000352597	0.281957	0.71717215
