 	io	voglio	che	Maria	venga	qui	</S>
e	7.827463e-05	3.981998e-05	3.0603278e-05	6.592258e-05	0.0001774097	0.009795401	0.98981255
v	0.9740442	0.017964944	0.0009127572	0.0069222334	0.00015491432	8.9854655e-07	1.2496433e-08
ò	0.3602046	0.636945	0.0012895006	0.0013266765	0.00022875534	5.431543e-06	6.0626033e-09
t	0.052892573	0.071155496	0.00048556863	0.86872137	0.006739993	5.0457834e-06	3.8151075e-08
è	0.13592426	0.39698142	0.16934755	0.026998261	0.2206439	0.049942307	0.00016234689
l	0.082123786	0.7583661	0.017848331	0.13638507	0.0052599786	1.6524908e-05	1.9425362e-07
o	0.10179921	0.06699039	0.09828101	0.5090019	0.19311944	0.030562986	0.0002450709
n	0.013748056	0.43976268	0.5334237	0.011716798	0.0012357673	0.000101811565	1.1102242e-05
a	0.0036022782	0.08257443	0.382877	0.04383663	0.20438302	0.28181222	0.00091449503
r	0.0031960683	0.40929088	0.5486976	0.032019548	0.0058918498	0.0008128554	9.120593e-05
t	0.014118023	0.06894885	0.19611602	0.08816481	0.27418515	0.35447833	0.0039888187
i	0.0020440724	0.45656317	0.48318478	0.00043842246	0.05361362	0.003899873	0.00025592302
e	0.0017230485	0.15622143	0.34934872	0.42842427	0.04314463	0.017991258	0.0031466566
M	0.0005079709	0.01361058	0.0032287226	0.8489622	0.12269549	0.010638048	0.00035695935
a	0.10022778	0.14617504	0.063226014	0.36291948	0.18578179	0.1393884	0.0022815794
r	0.025502522	0.9555132	0.016605018	5.5021625e-05	0.002321255	2.905704e-06	1.6854173e-08
ì	0.0033164131	0.5896442	0.3944296	5.851163e-05	0.011531677	0.0009954906	2.4150992e-05
a	0.005232529	0.5943	0.18414067	0.009687854	0.10942057	0.07168609	0.025532298
e	0.022758909	0.45283237	0.16482899	0.036572102	0.18658575	0.10410943	0.0323124
t	0.0036083935	0.21207394	0.155258	0.058541276	0.20656171	0.23995583	0.12400082
t	0.01489736	0.081035756	0.17693591	0.005843188	0.12658325	0.58053577	0.014168831
ù	0.009777045	0.2210587	0.25004554	0.0058571678	0.3654795	0.1468185	0.00096356554
</S>	3.1972908e-05	0.0037625253	0.0020074055	0.0017951725	0.0125103695	0.13169433	0.8481983
