 	voglio	che	Maria	che	venga	domani	</S>
i	0.00023938388	0.00039084628	0.00022542058	0.00087300583	0.007278154	0.0009159263	0.99007726
t	0.04293561	0.075522766	0.7920966	0.019713862	0.0042991145	0.0653671	6.495271e-05
è	0.91280127	0.05514885	0.0021637736	0.025159568	0.0017259633	0.0029573308	4.3164328e-05
l	0.16960593	0.027510509	0.72496885	0.048437916	0.000643059	0.028828235	5.5261144e-06
o	0.017153237	0.08443014	0.16403385	0.29769844	0.086847045	0.34937665	0.0004606029
k	0.529218	0.45819312	0.005647563	0.006309433	0.00038687652	0.00024369833	1.2523906e-06
a	0.058110356	0.29917628	0.030386776	0.38784432	0.16746503	0.056531176	0.00048604072
i	0.49494746	0.48913357	0.0037188292	0.010655433	0.001230515	0.00031056916	3.4976586e-06
M	0.005551568	0.017733583	0.5580799	0.09924329	0.0039190007	0.31531003	0.00016267409
a	0.03414972	0.020827502	0.23928192	0.22301571	0.05016913	0.43150136	0.0010545955
r	0.99122494	0.008738466	5.571552e-07	3.3871154e-05	2.1405065e-06	2.3812545e-09	3.669104e-12
ì	0.53251654	0.44865233	1.3493806e-05	0.016489837	0.0023270648	6.44098e-07	9.517975e-08
a	0.8830234	0.10960615	0.00038250335	0.0052232896	0.0016271058	0.00012896169	8.672228e-06
n	0.12202133	0.53721654	0.030136079	0.25830883	0.028961001	0.02247624	0.0008800357
a	0.11381213	0.37965897	0.0011842219	0.21940203	0.27864262	0.006474898	0.0008250953
r	0.16641775	0.53181005	0.0072538215	0.19106473	0.09706904	0.005126873	0.001257809
t	0.027195234	0.1242431	0.077189334	0.3545867	0.21894656	0.19519994	0.0026390934
i	0.077519864	0.26119253	0.0034062448	0.13332866	0.5205835	0.0038299267	0.0001392828
à	0.018440941	0.083586335	0.124005325	0.22061206	0.22439544	0.2322476	0.09671222
v	9.529588e-05	9.3938426e-05	0.19486895	0.036516733	0.0064423536	0.70993847	0.05204423
v	0.0027791485	0.0018140748	0.20312415	0.17850785	0.022948015	0.5902971	0.00052967126
r	0.79300934	0.104889825	0.0010235916	0.044853915	0.047925986	0.0018062271	0.006491225
i	0.051249802	0.6613765	0.00092930166	0.047079585	0.23729284	0.0013663836	0.00070554414
</S>	7.3996576e-05	0.00032933237	0.00027791449	0.00037943685	0.00039709234	0.0022612233	0.99628097
