 	il	morto	vuole	pianto	</S>
t	1.4892196e-07	4.214189e-05	4.3930704e-06	0.0024921692	0.9974611
o	0.003669159	0.03217556	0.95717794	0.0021470664	0.004830268
n	0.0028937764	0.053153098	0.9378081	1.1487201e-05	0.0061335373
a	3.6305453e-06	0.00905128	0.99055403	5.5205077e-05	0.00033585832
p	6.469589e-05	0.003967946	0.9935237	2.8942373e-05	0.0024146885
e	0.0001275498	0.50818574	0.44387355	0.022467071	0.02534607
s	0.000933615	0.48336402	0.49412122	0.0033362915	0.01824477
a	0.000597927	0.5803668	0.09046288	0.28966567	0.03890671
m	0.0003047308	0.62754285	0.34644872	0.006183943	0.019519798
m	0.0028695348	0.17400908	0.016897714	0.80013573	0.0060878135
è	0.0005834902	0.99653155	2.6589594e-05	0.0028580825	2.8164726e-07
n	4.3070648e-07	0.0076286886	0.96104133	0.00068292755	0.030646576
o	1.30755325e-05	0.0022044112	0.61951137	0.34009087	0.038180254
t	2.1315689e-05	0.011763175	0.7190617	0.002381037	0.2667729
è	0.0024298804	0.10240297	0.15017004	0.72800237	0.016994739
l	2.0161026e-07	0.024743672	0.87893975	0.0015304505	0.09478582
i	0.0022728385	0.03060885	0.26173887	0.6892626	0.016116876
g	1.0315432e-06	0.0070710774	0.100658976	0.0038111713	0.8884577
l	5.933311e-05	0.010173818	0.81558925	0.12609687	0.048080705
e	0.0004404354	0.18013595	0.009759942	0.8092103	0.00045337397
m	1.6406209e-07	0.00030076303	0.012714285	0.0002190202	0.98676574
m	0.0015327085	0.035704013	0.010243087	0.93763167	0.014888531
è	0.0011136851	0.47212356	0.0043109884	0.5224008	5.1017185e-05
n	2.6555984e-09	0.00021759498	0.009618607	0.0004771081	0.98968667
o	6.9211834e-05	0.0046284455	0.101512335	0.7994599	0.094330065
</S>	2.5044833e-10	1.7300741e-05	0.01087437	0.00012463199	0.9889837
