 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	5.5859895e-05	8.531697e-05	0.00013719437	0.00028972476	0.00047506636	0.00034321315	0.0008218123	0.008120772	0.027280664	0.96239036
i	0.22046173	0.22921441	0.23157088	0.041511837	0.16162276	0.043829605	0.051425338	0.0032948689	0.016373664	0.0006949896
n	0.06443545	0.30565768	0.512369	0.11158641	0.0005687645	0.0044707665	0.000774774	2.1887085e-05	0.00010905577	6.2439844e-06
d	0.0033617788	0.12326258	0.38642135	0.36981472	0.041247647	0.050048362	0.023850804	0.0015099623	0.00044457123	3.8176822e-05
è	0.0028462145	0.046176177	0.25918984	0.47867244	0.023735592	0.08876507	0.09320997	0.0048097456	0.0025813181	1.3615244e-05
l	0.043982122	0.42183575	0.3746468	0.1402946	0.0020794466	0.0145610925	0.002391384	0.00010521678	6.9579066e-05	3.398381e-05
a	0.008725416	0.13314845	0.27558312	0.089896634	0.14018835	0.09002018	0.13993056	0.072097436	0.049645495	0.0007643761
à	0.0033530414	0.05998667	0.6515675	0.20364825	0.0067014643	0.03499769	0.03766277	0.0014104419	0.00062453997	4.7604135e-05
l	0.0050173625	0.22745626	0.102785826	0.4767797	0.005517573	0.17256376	0.008395837	0.0012761835	0.00014929184	5.8115205e-05
l	0.018103443	0.08981188	0.15937148	0.06299439	0.1826184	0.06929185	0.18013023	0.17617597	0.060606834	0.0008955152
e	0.028003756	0.04321093	0.33732668	0.27489612	0.20511337	0.016109016	0.07840758	0.015135055	0.0016905601	0.00010690773
s	0.00020488964	0.010037158	0.13186042	0.1302966	0.046415243	0.3338349	0.3146157	0.021657178	0.00789143	0.0031864562
è	0.0021526946	0.040134087	0.21981256	0.06731317	0.244739	0.047568277	0.19682798	0.12672976	0.050641187	0.004081304
t	0.00016319858	0.0034877793	0.04337233	0.4763521	0.0077762674	0.17142855	0.2238841	0.06335445	0.006280913	0.0039002683
t	0.0023365	0.046707813	0.18796611	0.0186502	0.29251158	0.09984394	0.17959934	0.0712924	0.097625144	0.0034669654
e	0.013906847	0.018807888	0.09499147	0.38877586	0.1239953	0.01737779	0.16079026	0.1774691	0.0037231683	0.00016237226
k	3.9305985e-05	0.0017263893	0.02211566	0.08984039	0.053780973	0.27508387	0.3560305	0.10058154	0.043904882	0.05689652
a	0.005048224	0.03574584	0.12978916	0.0586835	0.17634818	0.06142112	0.2038298	0.20118305	0.12258273	0.0053683715
v	2.7535727e-05	0.0006890856	0.011972023	0.101025656	0.03742708	0.112736344	0.4278387	0.20226002	0.052706048	0.053317513
ò	2.50667e-05	0.010663915	0.06575918	0.17226335	0.07532608	0.3046822	0.14496265	0.17408165	0.05146074	0.0007751421
e	7.0960195e-06	0.00037495277	0.0043311147	0.27658138	0.002813946	0.20082767	0.15356974	0.20312949	0.11846946	0.039895177
n	1.905791e-06	0.0008458724	0.0020877183	0.033803113	0.012846167	0.548101	0.017417036	0.019786084	0.06739749	0.2977136
ì	8.800809e-06	0.00018030133	0.0011979126	0.0009972785	0.055640418	0.03170776	0.07506748	0.05749276	0.7590576	0.01864974
m	1.8326657e-06	0.00023042438	0.0020867109	0.20805094	0.0012172002	0.07083716	0.071917765	0.46122962	0.12819591	0.056232475
e	0.0011903624	0.015332595	0.058095183	0.005772932	0.22228698	0.08138511	0.18322097	0.11685964	0.30992183	0.005934395
p	3.274213e-06	9.3842136e-05	0.0010868986	0.013993777	0.009746404	0.015973259	0.09059191	0.23564872	0.12611143	0.5067505
r	7.0081056e-05	0.0039026416	0.022792526	0.028676348	0.07405351	0.19201718	0.1404955	0.16098444	0.36649516	0.010512541
ò	0.0015980474	0.002925344	0.008376732	0.033636276	0.15366939	0.036118545	0.15382041	0.47580254	0.1257485	0.00830427
n	5.484907e-07	6.0928064e-06	5.2132407e-05	0.0016039492	0.00021233247	0.0016525174	0.0041679568	0.017340172	0.106502004	0.86846226
t	2.007217e-05	0.0020182235	0.013857421	0.005796964	0.16071618	0.17759386	0.13793206	0.1340155	0.35648146	0.011568276
a	0.0030586827	0.0044368133	0.008355409	0.026819998	0.07660823	0.022439016	0.09640326	0.6423089	0.11563616	0.0039334837
</S>	6.6125544e-08	1.9307142e-06	2.6893536e-05	0.00033786832	0.00034348236	0.0009382198	0.0027883472	0.004534212	0.0316698	0.95935917
