 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.000117611715	8.2679966e-05	7.843855e-05	0.0002518829	0.0015450255	0.0018180005	0.011003857	0.06697081	0.91813177
n	0.91084737	0.06537163	0.018922511	0.0040408545	0.0007651221	3.8017806e-05	1.3841575e-05	5.280389e-07	8.5224166e-08
è	0.001997281	0.081158295	0.30199838	0.46755603	0.13191219	0.014555322	0.0007108592	9.182719e-05	1.9884075e-05
r	0.6200944	0.16737808	0.1036999	0.08799738	0.020531435	0.00023540999	6.2579275e-05	7.15782e-07	1.2561736e-07
t	0.004590288	0.09034634	0.14726476	0.2483623	0.29765326	0.1704919	0.03459983	0.0064989026	0.00019238998
i	0.27714986	0.07169423	0.50338644	0.07131985	0.06917192	0.0064201267	0.0005042015	0.00029273622	6.0664075e-05
s	0.0022516653	0.039899126	0.7114257	0.21779853	0.020968674	0.006853018	0.0007152704	6.4355554e-05	2.367251e-05
e	0.0017037393	0.026927808	0.1895095	0.1686288	0.40910947	0.15455621	0.02935344	0.019072616	0.0011384517
s	0.0019795336	0.03378312	0.49977973	0.35061428	0.10269216	0.00954715	0.0015454291	3.8204133e-05	2.0527354e-05
i	0.0007592723	0.020151533	0.12908615	0.13769472	0.43746522	0.18745223	0.047239304	0.03804867	0.0021028658
t	0.0005085818	0.019509334	0.22455396	0.3916619	0.34689924	0.013922908	0.0029001716	2.4543304e-05	1.9332116e-05
t	0.0010336294	0.024565771	0.11511698	0.107269414	0.34057134	0.21669638	0.08023916	0.11068844	0.0038188659
à	0.022905495	0.015791059	0.05847394	0.105624236	0.69140875	0.07520177	0.030208075	0.00033681485	4.988781e-05
a	0.0034604417	0.021779563	0.06302024	0.44350192	0.33917284	0.0652737	0.061281905	0.000861492	0.0016478258
n	1.0999756e-05	0.014389283	0.021518752	0.27090788	0.55834854	0.056144845	0.073061496	0.00261011	0.003008143
k	8.70733e-05	0.0024558112	0.012250892	0.028379893	0.071504325	0.23162143	0.07507165	0.56581	0.012818919
ò	0.007275345	0.012568451	0.031261355	0.08816523	0.54043865	0.21080488	0.10485478	0.004309735	0.00032156732
r	0.00063625973	0.005782936	0.017159358	0.30876994	0.38767114	0.09542331	0.14600456	0.011514832	0.027037686
a	0.0015043543	0.0470165	0.24435203	0.22748284	0.17414257	0.12049557	0.122481376	0.06094544	0.0015793758
e	7.773668e-05	0.0036071884	0.01786496	0.2316739	0.4037741	0.14945044	0.12236903	0.029056821	0.04212586
n	1.1044087e-05	0.002195506	0.0027318797	0.049425863	0.56015253	0.07756072	0.2461513	0.019741433	0.042029753
è	3.5457426e-05	0.00076474005	0.003871242	0.0075850775	0.029232021	0.08379505	0.05331069	0.79868746	0.022718294
p	2.477862e-06	0.0002187156	0.0007707259	0.051442284	0.36607075	0.023883928	0.5421822	0.012265758	0.003163166
r	5.7949583e-05	0.0065898355	0.021165203	0.04417783	0.032566085	0.06317799	0.16058615	0.66794544	0.0037335083
ò	0.0013041741	0.002628481	0.0061179562	0.021000342	0.29364833	0.28110772	0.34064192	0.05187152	0.0016795923
n	3.9895705e-05	0.00020973566	0.00028334372	0.019600421	0.0424213	0.008282025	0.04264968	0.121431835	0.76508176
t	1.167092e-05	0.00039440533	0.0030798113	0.004334301	0.0036927508	0.035693116	0.06715418	0.87761277	0.008027035
o	0.0013141962	0.0025232264	0.003560227	0.010869669	0.19247279	0.23109557	0.4062884	0.148359	0.003516931
</S>	7.7188395e-07	3.6341316e-05	0.000118852266	0.0033582635	0.008338204	0.0053359466	0.00870628	0.046926226	0.92717916
