 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	1.2750807e-05	1.27576195e-05	3.650728e-05	7.497104e-05	0.0003390115	0.001193449	0.0018920448	0.020573996	0.97586447
c	0.00017702625	0.9457143	0.036418814	0.015116629	0.0018421769	0.00061113405	0.000118960575	8.805858e-07	1.6618066e-07
h	0.0026396154	0.56460243	0.08703537	0.055834588	0.23239744	0.029124992	0.028357834	7.425788e-06	2.6909314e-07
r	0.004548237	0.7921623	0.11479157	0.034255255	0.018648447	0.017020687	0.018119274	0.000364032	9.0206115e-05
ò	0.16022505	0.5316483	0.21694165	0.0781712	0.0031032187	0.009714837	7.637183e-05	0.00011862738	8.449359e-07
n	0.0012618558	0.90174073	0.05569691	0.022390813	0.015990794	0.0014622569	0.0014154417	2.3544542e-05	1.7671404e-05
o	0.00042990505	0.0964065	0.11639017	0.088714026	0.3260777	0.25096512	0.08886772	0.03152111	0.00062766176
k	0.005514502	0.50864995	0.18836372	0.17695066	0.0821937	0.026272614	0.011844468	0.0001649518	4.540416e-05
a	0.008265244	0.18758492	0.16329259	0.10667737	0.078381374	0.2892304	0.009414267	0.15611042	0.0010433764
m	0.0046854853	0.32256782	0.24013673	0.18390565	0.15582095	0.072564505	0.019521646	0.00062353135	0.0001736185
b	0.008384439	0.18463755	0.14162229	0.08030311	0.086746015	0.24730076	0.015288586	0.22819728	0.0075199786
è	0.1669364	0.021168962	0.15017237	0.26601547	0.02662821	0.32178202	0.0005943792	0.046403367	0.00029890283
n	0.00014270839	0.06000266	0.076907	0.100631125	0.4740944	0.08145697	0.19581383	0.007875479	0.0030758868
n	1.5632715e-05	0.1003589	0.087238744	0.12538488	0.27944311	0.16769618	0.04327701	0.18753625	0.009049278
i	0.01576535	0.0140296845	0.076974526	0.3161462	0.0765211	0.1333614	0.0113102235	0.3545995	0.0012919902
è	3.8169128e-05	0.013236145	0.016480254	0.015853364	0.20578453	0.03710066	0.7033895	0.0033694773	0.004747884
n	7.1040864e-07	0.013369912	0.034391917	0.015895702	0.25247523	0.20447072	0.34642243	0.12804697	0.004926384
a	0.000271463	0.025759587	0.02955577	0.04004047	0.08730144	0.14041963	0.076673605	0.59143513	0.008542981
f	2.9969562e-05	0.0019264388	0.011338356	0.012934504	0.21372864	0.13815711	0.6088806	0.007029692	0.0059746313
à	0.00014571569	0.061255123	0.054042093	0.04460287	0.20833266	0.13786583	0.13840464	0.33254656	0.022804545
o	2.1034182e-07	0.00079694204	0.0049535977	0.008085126	0.32320142	0.18786536	0.4269971	0.0421304	0.0059698937
p	3.6092394e-09	0.0023371854	0.005000014	0.0045215366	0.09812897	0.07231562	0.7419281	0.04363896	0.032129608
o	1.3570704e-05	0.0026057404	0.006453995	0.014200178	0.030879537	0.07641688	0.025065724	0.8402807	0.004083618
d	3.2773773e-06	0.000214033	0.0013984417	0.0021876593	0.07924038	0.04981298	0.77749586	0.012450098	0.077197336
d	5.6673634e-06	0.12235215	0.072151154	0.05707844	0.37981793	0.086412445	0.17589733	0.09621975	0.010065186
h	0.00041757667	0.0006645041	0.0046866853	0.030790677	0.01799138	0.1038895	0.0052227043	0.83363837	0.0026984613
à	0.007404273	0.0025878733	0.015758151	0.03707461	0.049960475	0.3314998	0.03238782	0.5224254	0.0009016174
g	7.1002023e-07	2.6598682e-05	5.4094056e-05	5.384315e-05	0.0055758576	0.00097064784	0.2800871	0.0029419686	0.71028924
l	6.980093e-07	0.05211529	0.04622494	0.053935334	0.40602276	0.053895235	0.23753397	0.14350572	0.0067660874
i	0.0026677956	0.0016653374	0.010652727	0.025479758	0.04322361	0.15460631	0.05540719	0.69073075	0.015566495
c	3.585027e-07	1.7039136e-05	4.4454053e-05	5.2555206e-05	0.0025713413	0.00069588656	0.18890974	0.0010389823	0.80666965
è	2.4334162e-07	0.0063580433	0.01049942	0.014927452	0.20601563	0.067049086	0.45410514	0.19615021	0.04489467
a	3.03762e-07	3.9389768e-05	6.746553e-05	0.00012783993	0.016263979	0.002988736	0.6057333	0.022780392	0.35199866
</S>	1.0954414e-09	0.00014865879	0.00014629809	0.0001478832	0.004252283	0.006418172	0.072585195	0.1635767	0.7527248
