 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	7.278286e-06	9.940177e-06	3.3748078e-05	0.00022372171	0.00029589678	0.0006094299	0.005728344	0.9930916
t	0.45350012	0.54613525	0.00028836186	4.984221e-05	1.0164295e-05	1.022626e-05	9.172606e-07	5.1177035e-06
è	0.10851061	0.3532892	0.42808783	0.09558118	0.009909582	0.003288589	0.0013127731	2.0285543e-05
l	0.1380587	0.8567675	0.0048062657	0.00027967434	2.3392671e-05	1.6377036e-05	3.238413e-05	1.5730577e-05
i	0.022303242	0.27591056	0.42302954	0.11870681	0.0672024	0.0749584	0.017666552	0.00022254288
f	0.06585214	0.8606626	0.07030203	0.0028649094	0.00014901464	0.00011432304	2.167033e-05	3.326898e-05
a	0.006666374	0.052564118	0.55423576	0.21782361	0.07394244	0.061754774	0.032368653	0.0006442311
m	0.05969689	0.65482694	0.27004117	0.013877024	0.0004575129	0.0005512068	0.00030984043	0.00023949143
è	0.020160185	0.06577232	0.29551867	0.1361039	0.09724087	0.15344149	0.2286252	0.0031373757
n	0.022650464	0.5803915	0.29992896	0.03949832	0.0015299863	0.008333959	0.04454107	0.003125768
o	6.90438e-05	0.01041623	0.012750468	0.007654875	0.035757218	0.33192283	0.59720534	0.004224006
o	0.013945688	0.5382149	0.28273058	0.08959271	0.0071771876	0.018204084	0.016692618	0.033442196
l	0.0021707132	0.32150406	0.10306429	0.03397368	0.016391834	0.1952194	0.26134804	0.06632802
i	0.0012024594	0.007045141	0.095767185	0.045015667	0.09683019	0.24537238	0.50682974	0.0019372567
m	0.002451413	0.07162514	0.5721452	0.2695061	0.010116598	0.023457259	0.024268365	0.026429852
i	0.017320333	0.0778535	0.16616018	0.10701254	0.06894583	0.14768027	0.40727052	0.007756858
a	0.0012282092	0.031452067	0.23236409	0.46499974	0.02349199	0.064827286	0.04388421	0.13775246
f	0.0006099363	0.038405962	0.06420438	0.10738458	0.030786598	0.19102558	0.26970723	0.29787576
o	0.0012541553	0.0067060003	0.03618487	0.032388862	0.04923508	0.157691	0.70161223	0.014927741
r	0.00037770421	0.01134606	0.07221117	0.16834798	0.010000142	0.027014036	0.049371317	0.6613316
à	0.0060975556	0.080309585	0.048324246	0.042364758	0.024840698	0.11343811	0.63864493	0.045980107
</S>	3.1768126e-05	0.0054715	0.0008622169	0.0029281941	0.00036171876	0.0057913098	0.17629647	0.8082568
