 	non	mi	aspetti	che	non	vengo	</S>
m	1.7334512e-05	3.6334055e-05	4.8363632e-05	6.620998e-05	0.00047518496	0.042606357	0.9567502
ì	0.0774326	0.54792464	0.31079262	0.0293346	0.024947336	0.0076010665	0.0019671933
m	0.2355904	0.07467042	0.62289476	0.062449507	0.004229468	2.7745156e-05	0.00013768036
e	0.006606764	0.090847485	0.6160044	0.15060607	0.10945368	0.020195734	0.0062858905
m	0.0069668386	0.018308444	0.8949737	0.066456266	0.012327125	0.00015920642	0.0008084738
ì	0.012248458	0.18175647	0.47128573	0.13495483	0.11744169	0.06903554	0.013277254
n	0.01128238	0.011819244	0.80367064	0.15341234	0.018971855	0.00012346999	0.0007199554
i	0.00010550886	0.016788693	0.39091823	0.20306465	0.32255107	0.06230081	0.004271127
k	0.0022530213	0.009935678	0.72008526	0.15621382	0.09677518	0.0015743661	0.013162548
a	0.010054597	0.17295411	0.40530056	0.13162048	0.12578817	0.14362735	0.010654678
e	0.0014620795	0.005682554	0.6522566	0.19093879	0.12202625	0.0036354335	0.023998301
n	0.0035980772	0.06522099	0.67536694	0.12856628	0.102151446	0.0067355693	0.01836074
è	0.00072627957	0.025558276	0.10959354	0.057696905	0.20599923	0.57618797	0.024237791
r	2.3156543e-05	0.00025948582	0.28988224	0.34703097	0.33990684	0.011590104	0.011307226
k	0.0009063573	0.08637074	0.31204224	0.13649769	0.19992445	0.25656027	0.00769822
o	0.006520007	0.013233413	0.13469212	0.49178576	0.3258314	0.027601376	0.0003359031
m	1.7130798e-05	0.00011337901	0.011186453	0.0064983466	0.036107555	0.059649043	0.8864281
e	0.009616691	0.037828665	0.5371231	0.1563678	0.15857081	0.09650036	0.0039925757
</S>	2.0310796e-05	0.00012451498	0.00866363	0.008611611	0.04965205	0.121747755	0.8111801
