 	Valeria	legge	il	giornale	</S>
e	2.6015567e-05	4.3759548e-05	8.118181e-06	0.022292407	0.97762966
V	0.9945368	0.0047601424	0.00068241416	2.0047084e-05	6.3970066e-07
a	0.24504578	0.74985224	4.4441083e-05	0.0032033622	0.0018542026
l	0.5477694	0.45132038	0.00052764267	0.00036539644	1.710562e-05
è	0.06372665	0.7305178	0.032082632	0.17154583	0.0021271082
r	0.19000833	0.8097954	6.820682e-05	0.00012401387	3.945334e-06
i	0.14410636	0.42907277	0.06895288	0.35711014	0.00075780635
a	0.033427022	0.9651813	9.307382e-05	0.0007887416	0.00050982425
m	0.38146746	0.6156402	0.00051987683	0.0022422522	0.00013013664
e	0.015460369	0.08440645	0.02345175	0.8717442	0.0049372716
l	0.003729133	0.99463475	0.000120408426	0.0012782541	0.00023738797
e	0.01435804	0.3358169	0.009437881	0.62375534	0.01663184
t	0.0023929446	0.98934454	0.00012468401	0.0061911657	0.0019465693
à	0.01371115	0.29969177	0.0069111595	0.6619444	0.017741583
o	0.0018508323	0.9837532	8.605256e-06	0.014105852	0.00028156157
g	0.014146685	0.95259696	1.3350516e-05	0.022752332	0.01049065
i	0.005577966	0.7739772	0.0008204252	0.21582495	0.0037994843
o	0.00649056	0.77466035	9.337853e-05	0.11354254	0.10521318
r	0.0041175364	0.70686054	9.043159e-05	0.24899852	0.039932992
n	0.0033075027	0.09734312	0.0038567712	0.8236438	0.07184877
à	0.0022049278	0.028861854	0.0754181	0.84101397	0.05250125
l	0.0047260104	0.3146785	1.6290855e-05	0.42612758	0.2544517
e	0.009887679	0.30130795	0.0038429163	0.64929265	0.035668824
</S>	2.2663211e-05	0.002954279	1.1793771e-05	0.048515502	0.9484957
