 	mia	figlia	vuole	andare	</S>
i	1.6894874e-06	3.5695997e-05	3.162629e-05	0.019041905	0.98088914
k	0.79601616	0.0048186244	0.19813342	0.0005273087	0.0005044513
i	0.04873971	0.8986333	0.04243032	0.009340529	0.00085612416
a	0.13754824	0.7992856	0.06261426	0.00041561387	0.00013623833
t	0.025274899	0.0019255616	0.97254306	0.00013631495	0.00012005637
è	0.01033763	0.6873211	0.19237123	0.09129554	0.018674416
r	0.012885175	0.56833196	0.40932545	0.008418435	0.0010389646
a	0.038486306	0.21870014	0.6685507	0.07078405	0.0034788768
m	0.0051454147	0.36807886	0.54895705	0.040910795	0.036907904
u	0.039769456	0.41552126	0.1462291	0.37642857	0.022051495
i	0.0005839032	0.11122568	0.74128217	0.108666345	0.038241927
t	0.000111798814	0.0013978139	0.9795756	0.005189543	0.013725235
è	0.0095182685	0.41970125	0.040064313	0.5029537	0.027762566
l	3.7790105e-05	0.054430317	0.5850636	0.3136634	0.04680491
i	0.03855702	0.15006404	0.37849846	0.38350356	0.04937692
n	3.5710189e-06	0.0031966069	0.06665202	0.0972902	0.83285755
a	4.392802e-05	0.00097570213	0.053129777	0.4339166	0.511934
p	1.8863421e-06	0.0008812467	0.08579478	0.23109317	0.6822289
à	0.0005329464	0.0040326333	0.43717834	0.15850244	0.39975363
i	1.9198635e-06	0.00057555025	0.2402989	0.66925365	0.08986998
</S>	1.2753674e-08	1.4305256e-07	0.023402778	0.0010282758	0.97556883
