 	ho	rotto	una	bottiglia	</S>
è	1.2061589e-05	6.905296e-06	4.2586278e-05	0.020440457	0.979498
g	0.065830305	0.0013164429	2.386215e-06	0.9325876	0.0002632149
l	0.05886282	0.015502039	0.00029024138	0.9247347	0.0006101363
a	0.09213821	0.6820121	0.09501831	0.12816925	0.002662192
s	0.12201681	0.01743691	0.0002503253	0.8529132	0.007382742
a	0.043925114	0.36854625	0.47897357	0.10713663	0.0014183744
m	0.20273599	0.49449295	0.015699748	0.27566284	0.011408453
i	0.13099265	0.2587703	0.566569	0.03424109	0.009426993
a	0.11727292	0.51461256	0.041534517	0.2752855	0.051294442
b	0.009728549	0.021191023	0.0006519536	0.938189	0.030239396
u	0.055499565	0.10305394	0.33417097	0.4494271	0.057848446
t	0.004353036	0.099135615	0.01188825	0.7628897	0.121733464
t	0.106775716	0.16630316	0.35144755	0.30457833	0.07089527
ì	0.009401697	0.40389758	0.5840548	0.0024075839	0.00023836762
g	6.0719016e-05	2.7821736e-05	6.4531246e-06	0.9452596	0.0546454
l	0.0051479302	0.0027784326	0.0038056977	0.98521847	0.0030494777
i	0.0069279694	0.3505698	0.5864409	0.05291874	0.0031425294
a	3.0159144e-06	6.587551e-06	6.931389e-06	0.411929	0.5880544
</S>	4.6687383e-05	5.1156687e-05	8.217457e-06	0.7969766	0.20291732
