 	aveva	lavorato	tutta	la	settimana	</S>
ì	8.866188e-06	2.0032961e-05	1.6403717e-05	0.00059005985	0.014942417	0.9844222
c	0.9865761	0.012609363	6.8941925e-05	0.0004012109	0.00034301225	1.3907153e-06
h	0.44818053	0.5280872	0.0002521002	0.0009949224	0.021745501	0.0007396851
e	0.39781165	0.47711775	0.10489066	0.017738573	0.0023901055	5.130915e-05
p	0.66584176	0.32050446	0.0011608494	0.00124494	0.010898599	0.00034941567
o	0.036887027	0.35511294	0.1449166	0.36419836	0.098791376	9.368201e-05
l	0.5009813	0.4673236	0.008013303	0.005510221	0.016825406	0.0013461974
e	0.010294205	0.08876211	0.28685024	0.5100104	0.102593586	0.00148945
m	0.029040854	0.9422496	0.009368162	0.015097092	0.0040893774	0.00015487494
ì	0.051060874	0.14532606	0.23065005	0.46758178	0.09893171	0.006449503
s	0.010079766	0.66047186	0.012491275	0.2517339	0.06459456	0.0006287279
o	0.04276047	0.08835518	0.1070123	0.48585948	0.26688716	0.009125403
n	0.0019668452	0.6798374	0.003379497	0.07579416	0.2170182	0.022003908
t	4.8986953e-05	0.0028278676	0.0015318807	0.2897975	0.6959218	0.009871969
a	0.0025817072	0.026995042	0.28350455	0.6060909	0.07722929	0.0035985287
ò	0.0005443339	0.19893104	0.0012444941	0.03592993	0.659039	0.10431112
l	0.0012526222	0.013455205	0.00069704297	0.05731719	0.92159903	0.005678971
i	0.012252686	0.030697353	0.07954174	0.4858931	0.38048163	0.011133441
t	5.4250802e-05	0.036328796	0.00034456805	0.037287403	0.6458554	0.28012958
i	0.010623383	0.062386796	0.02470892	0.2696178	0.5744166	0.05824652
n	4.5578967e-05	0.01641058	0.00015888912	0.025973767	0.65026385	0.30714735
a	0.00011623412	0.0024089613	0.00053185644	0.07774105	0.70987076	0.20933111
d	1.5942105e-05	0.0034490393	2.9154964e-05	0.01140635	0.7084803	0.27661926
d	0.00042954777	0.009316647	0.0016157022	0.07868546	0.82060194	0.08935068
o	0.0015755139	0.005547623	0.043827157	0.42989075	0.23852183	0.2806371
m	2.2108993e-06	0.00083026825	4.3386186e-05	0.0010038919	0.1690281	0.8290921
à	0.052089352	0.1547526	0.033869337	0.20414627	0.5245598	0.030582672
d	4.317559e-06	0.0002000865	2.4897258e-07	0.0016711884	0.60068905	0.39743507
a	0.0010571679	0.0049648434	0.0014253439	0.05433403	0.7497992	0.18841943
</S>	2.3801686e-08	7.1632226e-06	1.8448742e-07	6.602126e-05	0.06127719	0.9386495
