 	non	so	cosa	stai	scrivendo	</S>
e	9.119358e-06	2.0020014e-05	5.3114047e-05	0.0010996542	0.057432093	0.94138604
n	0.4548643	0.51034456	0.021102106	0.012600186	0.0010653812	2.3487704e-05
e	0.011499985	0.7711792	0.10596309	0.10945734	0.0018004912	9.993094e-05
t	0.039830577	0.8912787	0.06005601	0.008761207	6.398027e-05	9.510381e-06
s	0.0068722856	0.18124746	0.20880741	0.44101074	0.15543702	0.0066250414
è	0.34176418	0.49716863	0.15024157	0.0021850327	0.008367311	0.00027321698
r	0.04381712	0.8278004	0.09594116	0.030623345	0.0009691372	0.00084881455
o	0.01380598	0.23276804	0.4401019	0.20525788	0.1058993	0.002166967
e	0.008071707	0.6055891	0.2843416	0.09542025	0.002953658	0.0036237082
s	0.003413239	0.065941185	0.03414035	0.87064075	0.023195108	0.0026693956
ù	0.0045200028	0.043719534	0.077099204	0.07449252	0.78713965	0.013029115
t	0.00017836517	0.02560858	0.017670147	0.89403784	0.058751993	0.0037530214
i	0.015859393	0.12395542	0.245924	0.07960323	0.5281489	0.0065091043
s	0.00018349099	0.050056387	0.0384348	0.56241786	0.18280955	0.16609779
t	0.0028766769	0.066687524	0.13402565	0.33437765	0.44557267	0.01645979
e	0.013614391	0.029883541	0.045515146	0.049763434	0.8578975	0.0033258665
g	1.6598955e-05	0.0076710866	0.008412684	0.39803985	0.076857656	0.50900215
r	2.328376e-05	0.0045826347	0.041903157	0.86102825	0.0910105	0.001452183
à	0.0030683975	0.021829436	0.043699168	0.19960524	0.69808406	0.033713754
f	4.8952497e-06	0.00088941876	0.0007516268	0.57131344	0.10238446	0.3246562
i	0.0025140413	0.045469496	0.13846977	0.24840933	0.50851625	0.05662112
</S>	5.0075e-07	0.00016408942	0.0003763172	0.052209117	0.06549065	0.88175935
