 	non	ho	cosa	è	da	mangiare	</S>
a31	0.1413242908	0.148168588	0.144083752	0.142715388	0.1121649128	0.1778700132	0.1336730312
a8	0.1471756168	0.125716346	0.1304588168	0.12957035814	0.0983291646	0.2574615234	0.111288156
a31	0.179399434	0.178662623	0.1684831432	0.081275261	0.0596226866	0.2383998586	0.094156967
a37	0.194317014	0.160649482	0.1556146032	0.1152490828	0.0708042414	0.245410358	0.0579552292
a20	0.1541697308	0.128669398	0.1182937474	0.1097410796	0.0754985023	0.331579174	0.082048381
a31	0.1456504908	0.1049839148	0.09109718	0.112987875	0.0936223286	0.362333828	0.0893243828
a17	0.1313729128	0.1047599688	0.0919296052	0.1076582536	0.0976248444	0.375553318	0.0911010908
a20	0.100486569	0.0806506184	0.1035005474	0.124152096	0.0860436854	0.360982894	0.144183564
a31	0.1098963618	0.079497309	0.0774719884	0.078296245	0.092815555	0.406025046	0.155997524
a39	0.1373147628	0.0790287894	0.0898383216	0.123980652	0.1035670786	0.257750471	0.208519884
a35	0.12055400304	0.084924548	0.0897959266	0.1474472146	0.0995500666	0.225100054	0.2326282014
a39	0.1319141072	0.112699853	0.10933049	0.1148606062	0.0971127302	0.256951402	0.177130806
a46	0.1232710268	0.1221368259	0.1108033126	0.1394720724	0.098635972	0.2078699188	0.197810906
a35	0.1336517988	0.1233641224	0.112112108	0.143946686	0.130855638	0.185855942	0.1702137436
a31	0.1219059424	0.1302095182	0.1190758056	0.150151042	0.140572564	0.16113454	0.176950581
</S>	0.16525354266	0.1200546234	0.10334299672	0.1204248826	0.110602208	0.134142296	0.2461794488
