 	il	vestito	della	sposa	vuole	bianco	</S>
a8	0.122942056	0.112573967	0.095219296	0.0837103058	0.148196381	0.198117646	0.23924036
a31	0.317952644	0.0784084818	0.1024828762	0.0867468661	0.1332959388	0.1827405834	0.0983726288
a7	0.239777726	0.11281207066	0.108886539	0.085136676	0.124664915	0.1650351832	0.16368688
a31	0.247463986	0.143616079	0.1098392464	0.1156997784	0.1306646006	0.1489847384	0.103731579
a7	0.231194335	0.1437342208	0.1332358198	0.096614612	0.086388408	0.2075242192	0.1013083382
a3	0.15677948	0.07590235032	0.137568903	0.1316037276	0.1186725394	0.2197772928	0.159695756
a31	0.136127477	0.0692815344	0.158747644	0.1345534636	0.1027977158	0.2410884928	0.1574036576
a8	0.17497942	0.06267955106	0.1380691844	0.0955538974	0.0894224292	0.316309806	0.1229857184
a31	0.0895472756	0.0432238844	0.0989631678	0.0924583146	0.0745637814	0.389024962	0.2122185844
a8	0.129767545	0.05407664748	0.124256652	0.0607596234	0.0594264534	0.414458524	0.1572545514
a20	0.0887072948	0.0525679788	0.093249624	0.075569342	0.074200764	0.457033318	0.1586716754
a31	0.1047497808	0.0493867268	0.0933248876	0.0744964018	0.0731898376	0.429979468	0.1748728586
a20	0.1456890294	0.0564714692	0.0851998666	0.0648046192	0.0655965334	0.4414767506	0.1407617458
a31	0.1443519894	0.0548426662	0.0705827282	0.0641858082	0.081256474	0.415801054	0.1689793032
a28	0.1259494586	0.0663006572	0.0681289402	0.0699453606	0.0794992928	0.438614572	0.1515617468
a11	0.1141532356	0.0594300144	0.0637497096	0.0580555786	0.0974149514	0.416791501	0.1904049874
a20	0.0777692036	0.0638175068	0.0641358674	0.0703538038	0.141757185	0.4166634332	0.1655030256
a24	0.0730760624	0.0626921816	0.0744049574	0.0807964876	0.1747688446	0.405521482	0.1287399958
a8	0.0720239262	0.0559075898	0.0637063414	0.0767520806	0.172477466	0.40590555	0.1532270216
a31	0.0701348942	0.0543998123	0.0647850134	0.09598543	0.209064822	0.349561234	0.1560688
a20	0.0938182678	0.0800087168	0.0858785524	0.0858338428	0.1148323824	0.359835572	0.1797926708
a31	0.08564830406	0.0824681576	0.0841319376	0.0973582294	0.1442249572	0.321475934	0.1846924812
a18	0.121342851	0.0975677532	0.090470495	0.0989437404	0.132042836	0.2617167292	0.197915591
a31	0.1041809554	0.1017039864	0.1010716302	0.110206005	0.160431098	0.208315974	0.214090354
a8	0.121711663	0.1068172602	0.0993799928	0.1095350164	0.1557163	0.210436435	0.196403344
</S>	0.10435173626	0.1047050912	0.1030892062	0.1177185252	0.165834404	0.205905774	0.198395274
