 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
a31	0.1007498572	0.0996487062	0.103607793	0.1004618208	0.113727447	0.139743173	0.189623586	0.152437632
a20	0.069064788	0.0586221958	0.1039992648	0.10337331	0.159530508	0.149209424	0.22491954	0.131281
a31	0.0815644732	0.096828009	0.0981114938	0.102105898	0.133976513	0.146542566	0.215633641	0.1252374226
a20	0.1027243024	0.0992190178	0.107154099	0.0683888234	0.1178427008	0.1329708352	0.2608095284	0.1108906871
a31	0.095171259	0.07810536992	0.0786863262	0.0563997414	0.1045355804	0.1246381098	0.2748673192	0.1875962748
a20	0.0939508694	0.0734923278	0.1157661902	0.0503082208	0.1213539174	0.1299176628	0.216412811	0.198797977
a31	0.0883352594	0.05902024286	0.0664492474	0.05251715	0.1152478093	0.1236695584	0.2810311412	0.2137296216
a35	0.0908369944	0.0653481534	0.0826867066	0.0447287404	0.115385242	0.1256321492	0.258909148	0.216472859
a31	0.0767245819	0.05001900154	0.0533618734	0.044849305	0.1001902476	0.1240805046	0.278378162	0.2723963262
a15	0.091895748	0.0670025216	0.081099685	0.0521872814	0.1010199584	0.121664147	0.27707398	0.2080566974
a18	0.083615094	0.0602339984	0.057631745	0.0507703054	0.0884907824	0.116767274	0.296340598	0.2461501886
a31	0.0823482696	0.063537063	0.0579311734	0.044491825	0.07947505652	0.1088490338	0.293493488	0.2698740954
a20	0.0846095792	0.0733992792	0.072973547	0.0626875224	0.0979084392	0.15877176	0.2703831692	0.1792667156
a7	0.09081252554	0.0682035201	0.0612823738	0.0564250982	0.090766628	0.115089197	0.293702838	0.2237177946
a31	0.0918820976	0.08592858286	0.06995350666	0.0617927222	0.0852671514	0.105220244	0.249970894	0.2499848268
a7	0.1097402381	0.0862175808	0.080716347	0.064378222	0.0933534414	0.1408486272	0.274587154	0.1501584024
a6	0.11392429208	0.0974648099	0.0804613277	0.0687548864	0.0892213936	0.1257341464	0.251718924	0.172720228
a20	0.1137363775	0.09720846114	0.09915922242	0.0843271944	0.1027720408	0.144623268	0.19469727	0.163476138
a3	0.11304450014	0.097628333	0.09765650234	0.0810318568	0.127005453	0.124156191	0.182446104	0.177031078
a7	0.12067233952	0.0840914878	0.0790316769	0.0753726918	0.13203405	0.12765726	0.1892935652	0.191846943
</S>	0.13801335096	0.0796482624	0.0749590214	0.0750747748	0.148916566	0.132993949	0.1988677358	0.151526334
