 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.0813606488	0.0953090652	0.115370362	0.151231588	0.1082550328	0.0940527488	0.126110946	0.1029220686	0.125387536
a28	0.106800926	0.04834848852	0.121522052	0.1015368266	0.09235831	0.111026454	0.1337322228	0.222873686	0.0618010654
a37	0.091656853	0.0459856612	0.129450207	0.116773174	0.0990869482	0.13367682	0.132607271	0.191115078	0.0596479906
a20	0.118747814	0.063107075	0.161372934	0.1169411376	0.104687576	0.1062912734	0.0927374676	0.16805735	0.0680574
a37	0.1033831446	0.04703523898	0.160961786	0.1362333314	0.115783468	0.0946479716	0.1022696232	0.1832108892	0.0564745458
a24	0.0819252464	0.03617752494	0.191452178	0.1322734324	0.1117745088	0.0754751782	0.0969432014	0.224345158	0.0496335616
a21	0.0575005826	0.02558730914	0.2352750638	0.0901147974	0.0968785672	0.0855128764	0.112051363	0.233973737	0.0631057366
a28	0.05358830146	0.030754438544	0.206113394	0.111799829	0.1274150258	0.092733599	0.1057477006	0.1916780986	0.0801696346
a24	0.0577038876	0.043324002108	0.2398899294	0.1173908898	0.10585568	0.0764777004	0.117734905	0.1485174848	0.0931055033
a31	0.0530388474	0.037590741	0.1860744536	0.117859119	0.1097600924	0.0806252282	0.1445342772	0.183029918	0.0874873056
a20	0.05031027946	0.06199404352	0.1365345022	0.1397354186	0.1725828746	0.084465356	0.11457059	0.132269086	0.1075378522
a24	0.03895433574	0.0330001168	0.1466867732	0.1574724922	0.108315917	0.082325746	0.1275178324	0.142572276	0.1631545106
a20	0.03391237576	0.0336418822	0.0952724112	0.2197305282	0.0959551978	0.0854849202	0.1260370162	0.1350709624	0.1748946916
a33	0.0450909001	0.0464471352	0.0949927476	0.1676237034	0.12113048	0.0964782328	0.129089697	0.1109381708	0.1882089412
a20	0.0475288516	0.0584001396	0.0865187486	0.174618356	0.120662997	0.1063311954	0.16631603	0.1367552972	0.1028683644
a31	0.0608757264	0.0654208132	0.0928490638	0.1261156932	0.1165553298	0.112713792	0.163449347	0.118253005	0.1437672606
a3	0.088734124	0.0717488142	0.0960709334	0.108630806	0.0885244494	0.10392571	0.162309737	0.1192465292	0.1608088976
a20	0.071103143	0.069562976	0.095662869	0.1093188224	0.09567632	0.1024055948	0.149014652	0.117632198	0.1896234632
</S>	0.07116301674	0.070274874	0.078208442	0.102267682	0.0979742402	0.10878737	0.1812874202	0.123091179	0.166945761
