 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.079001882	0.0695020528	0.0695751892	0.085497872	0.0569613648	0.0507097172	0.0552326716	0.0992048208	0.14115251	0.161305712	0.131856228
a31	0.1531837368	0.1115219364	0.1320908518	0.078150674	0.0212899962	0.0369875232	0.0493299124	0.0730470932	0.1084133174	0.1402813536	0.09570361
a20	0.214181277	0.14642388	0.15379277	0.0731004622	0.02973656086	0.03435975954	0.0385550526	0.074871893	0.0900547756	0.0999589544	0.0449646004
a31	0.16560118	0.1510717718	0.1550293112	0.0943738868	0.0290891484	0.0371713804	0.0457484656	0.067987858	0.0824091104	0.1030007498	0.0685171186
a7	0.192237214	0.156406662	0.1374356628	0.087634524	0.0362964829	0.04189293488	0.0323725956	0.0551210414	0.0869649986	0.1109275994	0.0627102828
a31	0.127778254	0.1185617808	0.1347338796	0.065008501	0.033360366	0.03449995648	0.03550774274	0.06509352614	0.1000351934	0.1279026706	0.1575181236
a24	0.169774316	0.1378643588	0.158512437	0.0948151476	0.04114092266	0.0435852708	0.03144895506	0.0508934964	0.0861301772	0.1121116138	0.07372330554
a37	0.142296762	0.09423102	0.087160904	0.0735239012	0.0399413913	0.03595863894	0.03346964734	0.0597284282	0.1150006786	0.151378936	0.1673097026
a31	0.1432746182	0.0888598426	0.0819219806	0.0724640222	0.04232850866	0.0399528528	0.03274551832	0.06579257762	0.1358387674	0.173182904	0.123638401
a11	0.1490563852	0.0904349894	0.082996754	0.0850648416	0.0541923275	0.0788296373	0.03703243692	0.0681283188	0.1155453774	0.1343776234	0.1043412818
a31	0.1522347592	0.0822064246	0.0730632456	0.0729434126	0.0409623451	0.072321024	0.03546736692	0.0585538858	0.1134446976	0.1569588426	0.141843971
a3	0.1467713904	0.0781114014	0.0686536544	0.0821504688	0.06015945166	0.0716729156	0.03613725466	0.083975641	0.121246054	0.1469471332	0.104174619
a27	0.1427897081	0.0763884206	0.0694518628	0.0725125898	0.0601916264	0.0480574179	0.0328172958	0.089869918	0.1368798128	0.163619574	0.1074218014
a20	0.1202128242	0.0689716478	0.0673066316	0.0639360621	0.047355548	0.0575586628	0.0431490792	0.0799593808	0.121927468	0.170412608	0.1592100722
a31	0.106717667	0.072099395	0.0872122372	0.06499459952	0.0409946648	0.0556432064	0.0514566596	0.0711304064	0.1156314164	0.1887230766	0.1453966636
a20	0.1189211233	0.0784322698	0.0810242956	0.0674753696	0.058444254	0.0678965692	0.042930727	0.071129836	0.1056361976	0.1665430652	0.1415663056
a11	0.10172400408	0.0768198232	0.095112625	0.06513978826	0.0452048094	0.048845295	0.050029679	0.0949312762	0.1210042892	0.155309985	0.1458784074
a13	0.082245725	0.0709267192	0.0776474662	0.06542089526	0.054159133	0.0609109524	0.0655134684	0.0975134452	0.115807636	0.1371419874	0.1727125712
a28	0.07164927152	0.0600029622	0.063053185	0.0561245573	0.0513211	0.0635038886	0.0700827752	0.1073312392	0.130553282	0.1488947132	0.1774830628
a31	0.06657484572	0.0592054776	0.0638226396	0.0667068946	0.0598975412	0.0628130848	0.0711377526	0.1011425542	0.122831964	0.152707868	0.1731593832
a39	0.08876017652	0.07589226092	0.0754025202	0.0973377932	0.0703296942	0.06964122028	0.065334388	0.074256748	0.0932300088	0.152174989	0.1376401838
a31	0.0628647104	0.06148360992	0.0625999369	0.05849168854	0.0755439306	0.0633855508	0.0690379466	0.093234675	0.1309161308	0.165197458	0.157244349
a8	0.0810259124	0.079465018	0.0780300136	0.0934584804	0.0754070454	0.0692671372	0.06944890092	0.065243858	0.098858724	0.1621725076	0.1276224206
</S>	0.06003332072	0.0613680374	0.0606465194	0.0629822306	0.0840531046	0.0671024827	0.0697456012	0.087365264	0.135655416	0.151318081	0.159729968
